Strategy;nPOIs;nUAV;SucessTax;V2V_range;nRounds;dimX;simumationTimeMS;TSP_threads;maxData;minData
ZigZagOverNSNMobility;20;16;45.30585;10;1000000;1000;23;4;559895;535195
NotSoNaiveOrderedMobility;20;2;5.92263;10;1000000;1000;11;4;944135;905085
NotSoNaiveOrderedMobility;20;4;11.22875;10;1000000;1000;12;4;895745;823435
NotSoNaiveOrderedMobility;20;8;24.82073;10;1000000;1000;15;4;755055;744650
NotSoNaiveOrderedMobility;20;16;46.12135;10;1000000;1000;20;4;548240;529445
ZigZagOverNSNMobility;20;2;4.85648;10;1000000;1000;11;4;952930;950360
ZigZagOverNSNMobility;20;4;11.88368;10;1000000;1000;11;4;883815;878040
ZigZagOverNSNMobility;20;8;19.33340;10;1000000;1000;14;4;811740;801980
ZigZagOverNSNMobility;20;16;55.58212;10;1000000;1000;22;4;469810;151920
NotSoNaiveOrderedMobility;20;2;6.13520;10;1000000;1000;11;4;940255;937165
NotSoNaiveOrderedMobility;20;4;11.76377;10;1000000;1000;12;4;885410;879255
NotSoNaiveOrderedMobility;20;8;26.15440;10;1000000;1000;15;4;751690;586660
NotSoNaiveOrderedMobility;20;16;56.12610;10;1000000;1000;21;4;485615;199360
ZigZagOverNSNMobility;20;2;5.15532;10;1000000;1000;11;4;950665;938085
ZigZagOverNSNMobility;20;4;11.14918;10;1000000;1000;12;4;891235;886135
ZigZagOverNSNMobility;20;8;23.54933;10;1000000;1000;15;4;777690;629330
ZigZagOverNSNMobility;20;16;42.41888;10;1000000;1000;21;4;587760;567720
NotSoNaiveOrderedMobility;20;2;5.93408;10;1000000;1000;10;4;942760;923845
NotSoNaiveOrderedMobility;20;4;11.38420;10;1000000;1000;11;4;888755;883395
NotSoNaiveOrderedMobility;20;8;22.38242;10;1000000;1000;14;4;780005;770450
NotSoNaiveOrderedMobility;20;16;48.96873;10;1000000;1000;21;4;537245;216875
ZigZagOverNSNMobility;20;2;5.60263;10;1000000;1000;11;4;948455;913750
ZigZagOverNSNMobility;20;4;10.72857;10;1000000;1000;13;4;895305;890280
ZigZagOverNSNMobility;20;8;20.72175;10;1000000;1000;15;4;811180;621040
ZigZagOverNSNMobility;20;16;51.95325;10;1000000;1000;20;4;492315;470815
NotSoNaiveOrderedMobility;20;2;7.32673;10;1000000;1000;11;4;935010;873185
NotSoNaiveOrderedMobility;20;4;10.73660;10;1000000;1000;12;4;895875;878380
NotSoNaiveOrderedMobility;20;8;22.67078;10;1000000;1000;13;4;792205;654870
NotSoNaiveOrderedMobility;20;16;45.07203;10;1000000;1000;20;4;574510;396750
ZigZagOverNSNMobility;20;2;5.42540;10;1000000;1000;12;4;947120;944735
ZigZagOverNSNMobility;20;4;12.84650;10;1000000;1000;12;4;878445;793500
ZigZagOverNSNMobility;20;8;23.32490;10;1000000;1000;15;4;806365;601520
ZigZagOverNSNMobility;20;16;42.74362;10;1000000;1000;25;4;655365;552610
NotSoNaiveOrderedMobility;20;2;6.95485;10;1000000;1000;11;4;931835;928370
NotSoNaiveOrderedMobility;20;4;10.57067;10;1000000;1000;12;4;896555;892320
NotSoNaiveOrderedMobility;20;8;25.58848;10;1000000;1000;15;4;762990;622930
NotSoNaiveOrderedMobility;20;16;45.01080;10;1000000;1000;21;4;558065;539505
ZigZagOverNSNMobility;20;2;5.58125;10;1000000;1000;11;4;945820;942900
ZigZagOverNSNMobility;20;4;11.40095;10;1000000;1000;12;4;888405;883695
ZigZagOverNSNMobility;20;8;24.70390;10;1000000;1000;15;4;764755;631665
ZigZagOverNSNMobility;20;16;49.03640;10;1000000;1000;21;4;528620;327545
NotSoNaiveOrderedMobility;20;2;5.53932;10;1000000;1000;11;4;946160;943530
NotSoNaiveOrderedMobility;20;4;11.52215;10;1000000;1000;11;4;887870;882985
NotSoNaiveOrderedMobility;20;8;22.08770;10;1000000;1000;15;4;792535;647210
NotSoNaiveOrderedMobility;20;16;44.10405;10;1000000;1000;20;4;567340;549240
ZigZagOverNSNMobility;20;2;5.62862;10;1000000;1000;11;4;945110;942480
ZigZagOverNSNMobility;20;4;10.57940;10;1000000;1000;12;4;896760;892250
ZigZagOverNSNMobility;20;8;21.85570;10;1000000;1000;14;4;786685;775900
ZigZagOverNSNMobility;20;16;53.09023;10;1000000;1000;20;4;481425;459265
NotSoNaiveOrderedMobility;20;2;6.23632;10;1000000;1000;11;4;942475;904385
NotSoNaiveOrderedMobility;20;4;10.66942;10;1000000;1000;12;4;898640;847715
NotSoNaiveOrderedMobility;20;8;20.10830;10;1000000;1000;14;4;803985;795560
NotSoNaiveOrderedMobility;20;16;44.32440;10;1000000;1000;23;4;566165;548430
ZigZagOverNSNMobility;20;2;7.26915;10;1000000;1000;11;4;929780;925735
ZigZagOverNSNMobility;20;4;10.58083;10;1000000;1000;13;4;903040;834730
ZigZagOverNSNMobility;20;8;22.79872;10;1000000;1000;15;4;776610;767940
ZigZagOverNSNMobility;20;16;57.35455;10;1000000;1000;21;4;454405;182065
NotSoNaiveOrderedMobility;20;2;5.49863;10;1000000;1000;11;4;949570;914480
NotSoNaiveOrderedMobility;20;4;13.62040;10;1000000;1000;13;4;872725;796490
NotSoNaiveOrderedMobility;20;8;23.06455;10;1000000;1000;14;4;773890;764105
NotSoNaiveOrderedMobility;20;16;46.05480;10;1000000;1000;21;4;547485;529955
ZigZagOverNSNMobility;20;2;5.96817;10;1000000;1000;11;4;941980;939075
ZigZagOverNSNMobility;20;4;14.95985;10;1000000;1000;12;4;856550;789630
ZigZagOverNSNMobility;20;8;22.80785;10;1000000;1000;14;4;792245;663365
ZigZagOverNSNMobility;20;16;54.26595;10;1000000;1000;21;4;467135;441055
NotSoNaiveOrderedMobility;20;2;6.55015;10;1000000;1000;11;4;939810;899670
NotSoNaiveOrderedMobility;20;4;10.67487;10;1000000;1000;14;4;895395;889795
NotSoNaiveOrderedMobility;20;8;22.35473;10;1000000;1000;14;4;780710;771725
NotSoNaiveOrderedMobility;20;16;45.63588;10;1000000;1000;20;4;553505;534840
ZigZagOverNSNMobility;20;2;5.65765;10;1000000;1000;10;4;945180;942495
ZigZagOverNSNMobility;20;4;11.32753;10;1000000;1000;12;4;889380;884260
ZigZagOverNSNMobility;20;8;26.12005;10;1000000;1000;15;4;743825;732865
ZigZagOverNSNMobility;20;16;45.55390;10;1000000;1000;21;4;562760;363975
NotSoNaiveOrderedMobility;20;2;6.08277;10;1000000;1000;10;4;944405;904895
NotSoNaiveOrderedMobility;20;4;10.92703;10;1000000;1000;11;4;895695;834030
NotSoNaiveOrderedMobility;20;8;21.67933;10;1000000;1000;14;4;789535;767305
NotSoNaiveOrderedMobility;20;16;47.81575;10;1000000;1000;20;4;531965;510390
ZigZagOverNSNMobility;20;2;6.35332;10;1000000;1000;11;4;939690;901450
ZigZagOverNSNMobility;20;4;11.21228;10;1000000;1000;12;4;890335;885055
ZigZagOverNSNMobility;20;8;25.21843;10;1000000;1000;14;4;754590;741735
ZigZagOverNSNMobility;20;16;45.40750;10;1000000;1000;22;4;553670;536045
NotSoNaiveOrderedMobility;20;2;4.73200;10;1000000;1000;11;4;953965;951240
NotSoNaiveOrderedMobility;20;4;12.84810;10;1000000;1000;12;4;878090;809180
NotSoNaiveOrderedMobility;20;8;25.35342;10;1000000;1000;15;4;760035;592250
NotSoNaiveOrderedMobility;20;16;41.02930;10;1000000;1000;21;4;598445;554390
ZigZagOverNSNMobility;20;2;6.17802;10;1000000;1000;11;4;941580;906505
ZigZagOverNSNMobility;20;4;10.03812;10;1000000;1000;11;4;904885;854570
ZigZagOverNSNMobility;20;8;24.69200;10;1000000;1000;14;4;758490;749325
ZigZagOverNSNMobility;20;16;43.50755;10;1000000;1000;20;4;587270;358070
NotSoNaiveOrderedMobility;20;2;5.35410;10;1000000;1000;10;4;950710;916290
NotSoNaiveOrderedMobility;20;4;13.90695;10;1000000;1000;11;4;868520;789900
NotSoNaiveOrderedMobility;20;8;22.02373;10;1000000;1000;14;4;791555;654140
NotSoNaiveOrderedMobility;20;16;38.39530;10;1000000;1000;22;4;645630;374500
ZigZagOverNSNMobility;20;2;5.06330;10;1000000;1000;11;4;952475;922665
ZigZagOverNSNMobility;20;4;13.58945;10;1000000;1000;12;4;870270;802490
ZigZagOverNSNMobility;20;8;20.85340;10;1000000;1000;14;4;796820;787940
ZigZagOverNSNMobility;20;16;47.62445;10;1000000;1000;22;4;547485;230515
NotSoNaiveOrderedMobility;20;2;5.31980;10;1000000;1000;11;4;948345;945325
NotSoNaiveOrderedMobility;20;4;11.50135;10;1000000;1000;12;4;888620;860425
NotSoNaiveOrderedMobility;20;8;24.83817;10;1000000;1000;14;4;765975;627185
NotSoNaiveOrderedMobility;20;16;52.85317;10;1000000;1000;22;4;514975;195115
ZigZagOverNSNMobility;20;2;6.07072;10;1000000;1000;11;4;941015;937465
ZigZagOverNSNMobility;20;4;12.10870;10;1000000;1000;12;4;889965;821345
ZigZagOverNSNMobility;20;8;22.01045;10;1000000;1000;15;4;790435;646090
ZigZagOverNSNMobility;20;16;43.82250;10;1000000;1000;22;4;569155;551140
NotSoNaiveOrderedMobility;20;2;6.04610;10;1000000;1000;10;4;944220;906995
NotSoNaiveOrderedMobility;20;4;9.95965;10;1000000;1000;12;4;906375;862110
NotSoNaiveOrderedMobility;20;8;22.87518;10;1000000;1000;14;4;777305;767505
NotSoNaiveOrderedMobility;20;16;46.59780;10;1000000;1000;22;4;544880;525145
ZigZagOverNSNMobility;20;2;5.58152;10;1000000;1000;11;4;945975;943285
ZigZagOverNSNMobility;20;4;10.19222;10;1000000;1000;12;4;900570;894950
ZigZagOverNSNMobility;20;8;22.70335;10;1000000;1000;15;4;778710;769175
ZigZagOverNSNMobility;20;16;51.46020;10;1000000;1000;21;4;527730;211840
NotSoNaiveOrderedMobility;20;2;5.70550;10;1000000;1000;10;4;944115;940875
NotSoNaiveOrderedMobility;20;4;11.65557;10;1000000;1000;12;4;886940;870160
NotSoNaiveOrderedMobility;20;8;30.21898;10;1000000;1000;14;4;704575;691335
NotSoNaiveOrderedMobility;20;16;59.19150;10;1000000;1000;21;4;428330;207890
ZigZagOverNSNMobility;20;2;6.69283;10;1000000;1000;11;4;935150;931595
ZigZagOverNSNMobility;20;4;14.79500;10;1000000;1000;12;4;855490;849095
ZigZagOverNSNMobility;20;8;25.76358;10;1000000;1000;14;4;748160;737115
ZigZagOverNSNMobility;20;16;53.83520;10;1000000;1000;22;4;477460;448365
NotSoNaiveOrderedMobility;20;2;6.55785;10;1000000;1000;11;4;939395;897020
NotSoNaiveOrderedMobility;20;4;10.97880;10;1000000;1000;12;4;893210;888525
NotSoNaiveOrderedMobility;20;8;27.45775;10;1000000;1000;14;4;752265;589835
NotSoNaiveOrderedMobility;20;16;52.13200;10;1000000;1000;22;4;489350;466610
ZigZagOverNSNMobility;20;2;5.81610;10;1000000;1000;11;4;945120;908185
ZigZagOverNSNMobility;20;4;12.13060;10;1000000;1000;13;4;881385;875790
ZigZagOverNSNMobility;20;8;28.23218;10;1000000;1000;15;4;722430;711515
ZigZagOverNSNMobility;20;16;49.38395;10;1000000;1000;21;4;582635;231010
NotSoNaiveOrderedMobility;20;2;6.20525;10;1000000;1000;11;4;941185;917700
NotSoNaiveOrderedMobility;20;4;12.45620;10;1000000;1000;11;4;878770;873080
NotSoNaiveOrderedMobility;20;8;18.95620;10;1000000;1000;14;4;818495;716870
NotSoNaiveOrderedMobility;20;16;50.23123;10;1000000;1000;22;4;506165;485910
ZigZagOverNSNMobility;20;2;5.29330;10;1000000;1000;11;4;948085;945305
ZigZagOverNSNMobility;20;4;11.82130;10;1000000;1000;12;4;893485;834045
ZigZagOverNSNMobility;20;8;21.63575;10;1000000;1000;14;4;793405;669170
ZigZagOverNSNMobility;20;16;56.74713;10;1000000;1000;23;4;447455;427085
NotSoNaiveOrderedMobility;20;2;5.86935;10;1000000;1000;11;4;944205;907180
NotSoNaiveOrderedMobility;20;4;12.62013;10;1000000;1000;13;4;876925;871160
NotSoNaiveOrderedMobility;20;8;21.86850;10;1000000;1000;15;4;785300;776250
NotSoNaiveOrderedMobility;20;16;47.13820;10;1000000;1000;20;4;550600;346110
ZigZagOverNSNMobility;20;2;5.95390;10;1000000;1000;11;4;943980;903770
ZigZagOverNSNMobility;20;4;10.32097;10;1000000;1000;12;4;898740;893155
ZigZagOverNSNMobility;20;8;24.50438;10;1000000;1000;14;4;766240;650425
ZigZagOverNSNMobility;20;16;42.42483;10;1000000;1000;22;4;588285;568955
NotSoNaiveOrderedMobility;20;2;6.48480;10;1000000;1000;11;4;936410;933315
NotSoNaiveOrderedMobility;20;4;10.50153;10;1000000;1000;11;4;897145;892600
NotSoNaiveOrderedMobility;20;8;26.06258;10;1000000;1000;14;4;744785;734405
NotSoNaiveOrderedMobility;20;16;46.34830;10;1000000;1000;22;4;559140;265770
ZigZagOverNSNMobility;20;2;5.54703;10;1000000;1000;11;4;945710;942735
ZigZagOverNSNMobility;20;4;14.32485;10;1000000;1000;13;4;860150;853640
ZigZagOverNSNMobility;20;8;26.12497;10;1000000;1000;14;4;744365;733005
ZigZagOverNSNMobility;20;16;47.48570;10;1000000;1000;21;4;539265;517095
NotSoNaiveOrderedMobility;20;2;6.19440;10;1000000;1000;11;4;942910;904195
NotSoNaiveOrderedMobility;20;4;13.31718;10;1000000;1000;12;4;869990;863850
NotSoNaiveOrderedMobility;20;8;23.64070;10;1000000;1000;14;4;774120;656585
NotSoNaiveOrderedMobility;20;16;46.08798;10;1000000;1000;22;4;548130;528060
ZigZagOverNSNMobility;20;2;7.31545;10;1000000;1000;12;4;931600;900435
ZigZagOverNSNMobility;20;4;11.07130;10;1000000;1000;12;4;894850;855120
ZigZagOverNSNMobility;20;8;26.09563;10;1000000;1000;15;4;781545;726715
ZigZagOverNSNMobility;20;16;47.13165;10;1000000;1000;21;4;628590;269510
NotSoNaiveOrderedMobility;20;2;6.11202;10;1000000;1000;11;4;940935;936520
NotSoNaiveOrderedMobility;20;4;12.07200;10;1000000;1000;12;4;882110;876640
NotSoNaiveOrderedMobility;20;8;24.39350;10;1000000;1000;14;4;762135;750800
NotSoNaiveOrderedMobility;20;16;51.03460;10;1000000;1000;22;4;511050;223190
ZigZagOverNSNMobility;20;2;5.99848;10;1000000;1000;11;4;943440;905770
ZigZagOverNSNMobility;20;4;9.99058;10;1000000;1000;12;4;902510;897660
ZigZagOverNSNMobility;20;8;23.78235;10;1000000;1000;15;4;786425;646755
ZigZagOverNSNMobility;20;16;54.14923;10;1000000;1000;21;4;544715;437650
NotSoNaiveOrderedMobility;20;2;6.31990;10;1000000;1000;10;4;938395;935200
NotSoNaiveOrderedMobility;20;4;12.94007;10;1000000;1000;12;4;883305;801105
NotSoNaiveOrderedMobility;20;8;30.75588;10;1000000;1000;14;4;708840;506480
NotSoNaiveOrderedMobility;20;16;42.11050;10;1000000;1000;21;4;598940;345580
ZigZagOverNSNMobility;20;2;6.17565;10;1000000;1000;11;4;940640;937165
ZigZagOverNSNMobility;20;4;13.14110;10;1000000;1000;12;4;871545;865630
ZigZagOverNSNMobility;20;8;24.76275;10;1000000;1000;15;4;767930;648965
ZigZagOverNSNMobility;20;16;49.54750;10;1000000;1000;21;4;518355;416535
NotSoNaiveOrderedMobility;20;2;5.79060;10;1000000;1000;11;4;943615;940645
NotSoNaiveOrderedMobility;20;4;14.23010;10;1000000;1000;12;4;860325;853980
NotSoNaiveOrderedMobility;20;8;24.16285;10;1000000;1000;14;4;761465;751210
NotSoNaiveOrderedMobility;20;16;43.98445;10;1000000;1000;21;4;583700;291165
ZigZagOverNSNMobility;20;2;5.85902;10;1000000;1000;11;4;944275;909665
ZigZagOverNSNMobility;20;4;12.57695;10;1000000;1000;12;4;877570;871980
ZigZagOverNSNMobility;20;8;24.53813;10;1000000;1000;14;4;760560;750815
ZigZagOverNSNMobility;20;16;51.18933;10;1000000;1000;21;4;522295;207380
NotSoNaiveOrderedMobility;20;2;6.97233;10;1000000;1000;11;4;937045;892470
NotSoNaiveOrderedMobility;20;4;11.97293;10;1000000;1000;12;4;883250;877540
NotSoNaiveOrderedMobility;20;8;24.90843;10;1000000;1000;14;4;764390;600255
NotSoNaiveOrderedMobility;20;16;39.53575;10;1000000;1000;21;4;619125;462160
ZigZagOverNSNMobility;20;2;7.03740;10;1000000;1000;10;4;931895;928345
ZigZagOverNSNMobility;20;4;12.96100;10;1000000;1000;12;4;876625;798785
ZigZagOverNSNMobility;20;8;28.34700;10;1000000;1000;15;4;725585;659095
ZigZagOverNSNMobility;20;16;54.59353;10;1000000;1000;22;4;563380;419090
NotSoNaiveOrderedMobility;20;2;7.65178;10;1000000;1000;10;4;927475;882085
NotSoNaiveOrderedMobility;20;4;12.22155;10;1000000;1000;12;4;880390;875275
NotSoNaiveOrderedMobility;20;8;21.24230;10;1000000;1000;14;4;798750;656975
NotSoNaiveOrderedMobility;20;16;49.54630;10;1000000;1000;22;4;542170;237145
ZigZagOverNSNMobility;20;2;5.17470;10;1000000;1000;11;4;949270;947130
ZigZagOverNSNMobility;20;4;10.51372;10;1000000;1000;12;4;898585;860690
ZigZagOverNSNMobility;20;8;23.13783;10;1000000;1000;15;4;787185;646160
ZigZagOverNSNMobility;20;16;48.85385;10;1000000;1000;21;4;521895;498095
NotSoNaiveOrderedMobility;20;2;6.38485;10;1000000;1000;11;4;940055;900075
NotSoNaiveOrderedMobility;20;4;12.72952;10;1000000;1000;12;4;880365;795525
NotSoNaiveOrderedMobility;20;8;24.74010;10;1000000;1000;14;4;758990;747755
NotSoNaiveOrderedMobility;20;16;53.60623;10;1000000;1000;21;4;473975;450300
ZigZagOverNSNMobility;20;2;6.10268;10;1000000;1000;12;4;942290;904455
ZigZagOverNSNMobility;20;4;10.09885;10;1000000;1000;12;4;901505;896815
ZigZagOverNSNMobility;20;8;21.31142;10;1000000;1000;15;4;791840;783475
ZigZagOverNSNMobility;20;16;51.61837;10;1000000;1000;21;4;492875;474090
NotSoNaiveOrderedMobility;20;2;5.49120;10;1000000;1000;11;4;946315;943680
NotSoNaiveOrderedMobility;20;4;15.39410;10;1000000;1000;12;4;856135;770125
NotSoNaiveOrderedMobility;20;8;22.66598;10;1000000;1000;14;4;779755;770015
NotSoNaiveOrderedMobility;20;16;47.54935;10;1000000;1000;21;4;545310;292125
ZigZagOverNSNMobility;20;2;6.19913;10;1000000;1000;11;4;939915;937035
ZigZagOverNSNMobility;20;4;12.21875;10;1000000;1000;12;4;882680;841960
ZigZagOverNSNMobility;20;8;20.20753;10;1000000;1000;14;4;809050;674475
ZigZagOverNSNMobility;20;16;46.92615;10;1000000;1000;22;4;562385;290455
NotSoNaiveOrderedMobility;20;2;6.17560;10;1000000;1000;10;4;941040;917780
NotSoNaiveOrderedMobility;20;4;10.95363;10;1000000;1000;12;4;893100;888285
NotSoNaiveOrderedMobility;20;8;24.91200;10;1000000;1000;15;4;760940;652045
NotSoNaiveOrderedMobility;20;16;61.07483;10;1000000;1000;23;4;428475;108400
ZigZagOverNSNMobility;20;2;5.42267;10;1000000;1000;11;4;949875;915980
ZigZagOverNSNMobility;20;4;9.97803;10;1000000;1000;12;4;902545;897930
ZigZagOverNSNMobility;20;8;23.11043;10;1000000;1000;15;4;782345;673925
ZigZagOverNSNMobility;20;16;46.20025;10;1000000;1000;22;4;548190;530445
NotSoNaiveOrderedMobility;20;2;6.03997;10;1000000;1000;10;4;947015;903590
NotSoNaiveOrderedMobility;20;4;11.48440;10;1000000;1000;12;4;891030;818585
NotSoNaiveOrderedMobility;20;8;22.66475;10;1000000;1000;14;4;777665;766745
NotSoNaiveOrderedMobility;20;16;53.98690;10;1000000;1000;21;4;472360;450850
ZigZagOverNSNMobility;20;2;5.10245;10;1000000;1000;11;4;950755;938630
ZigZagOverNSNMobility;20;4;10.78628;10;1000000;1000;12;4;897155;847665
ZigZagOverNSNMobility;20;8;25.08263;10;1000000;1000;15;4;770680;564905
ZigZagOverNSNMobility;20;16;46.72627;10;1000000;1000;21;4;541025;525025
NotSoNaiveOrderedMobility;20;2;6.18585;10;1000000;1000;10;4;939745;936345
NotSoNaiveOrderedMobility;20;4;10.71340;10;1000000;1000;13;4;898525;830435
NotSoNaiveOrderedMobility;20;8;24.22303;10;1000000;1000;14;4;760990;750260
NotSoNaiveOrderedMobility;20;16;49.28008;10;1000000;1000;21;4;519115;498440
ZigZagOverNSNMobility;20;2;5.21907;10;1000000;1000;11;4;950985;919950
ZigZagOverNSNMobility;20;4;13.20105;10;1000000;1000;12;4;871445;865810
ZigZagOverNSNMobility;20;8;23.62655;10;1000000;1000;14;4;771605;692840
ZigZagOverNSNMobility;20;16;40.31178;10;1000000;1000;20;4;613835;589455
NotSoNaiveOrderedMobility;20;2;6.06750;10;1000000;1000;11;4;942280;923625
NotSoNaiveOrderedMobility;20;4;12.42025;10;1000000;1000;12;4;881070;817800
NotSoNaiveOrderedMobility;20;8;24.41573;10;1000000;1000;14;4;762435;751380
NotSoNaiveOrderedMobility;20;16;42.91867;10;1000000;1000;21;4;579000;561770
ZigZagOverNSNMobility;20;2;5.84413;10;1000000;1000;11;4;943505;933600
ZigZagOverNSNMobility;20;4;11.84953;10;1000000;1000;12;4;884090;878330
ZigZagOverNSNMobility;20;8;24.04272;10;1000000;1000;15;4;764290;754005
ZigZagOverNSNMobility;20;16;42.03603;10;1000000;1000;21;4;621165;354730
NotSoNaiveOrderedMobility;20;2;5.86595;10;1000000;1000;11;4;944790;909595
NotSoNaiveOrderedMobility;20;4;13.17242;10;1000000;1000;12;4;871020;864875
NotSoNaiveOrderedMobility;20;8;23.29663;10;1000000;1000;14;4;784655;635280
NotSoNaiveOrderedMobility;20;16;49.65262;10;1000000;1000;22;4;511890;491295
ZigZagOverNSNMobility;20;2;7.15180;10;1000000;1000;11;4;930620;927180
ZigZagOverNSNMobility;20;4;10.33320;10;1000000;1000;12;4;900385;868195
ZigZagOverNSNMobility;20;8;22.59730;10;1000000;1000;14;4;778060;769155
ZigZagOverNSNMobility;20;16;50.36450;10;1000000;1000;22;4;519535;234990
NotSoNaiveOrderedMobility;20;2;5.37555;10;1000000;1000;10;4;947465;945065
NotSoNaiveOrderedMobility;20;4;10.10785;10;1000000;1000;12;4;904000;841905
NotSoNaiveOrderedMobility;20;8;23.27725;10;1000000;1000;14;4;777600;637990
NotSoNaiveOrderedMobility;20;16;52.00705;10;1000000;1000;22;4;502205;240150
ZigZagOverNSNMobility;20;2;5.43820;10;1000000;1000;11;4;946780;944240
ZigZagOverNSNMobility;20;4;9.69938;10;1000000;1000;13;4;910550;851620
ZigZagOverNSNMobility;20;8;20.54763;10;1000000;1000;14;4;797780;789135
ZigZagOverNSNMobility;20;16;46.46793;10;1000000;1000;21;4;548565;528755
NotSoNaiveOrderedMobility;20;2;5.17520;10;1000000;1000;11;4;950850;917595
NotSoNaiveOrderedMobility;20;4;11.77968;10;1000000;1000;12;4;886320;858125
NotSoNaiveOrderedMobility;20;8;28.11980;10;1000000;1000;15;4;726040;713920
NotSoNaiveOrderedMobility;20;16;48.06898;10;1000000;1000;21;4;531060;511755
ZigZagOverNSNMobility;20;2;5.48412;10;1000000;1000;10;4;946595;943880
ZigZagOverNSNMobility;20;4;10.39142;10;1000000;1000;12;4;898555;884020
ZigZagOverNSNMobility;20;8;22.19870;10;1000000;1000;15;4;781085;772335
ZigZagOverNSNMobility;20;16;48.07178;10;1000000;1000;24;4;718065;184115
NotSoNaiveOrderedMobility;20;2;5.79625;10;1000000;1000;11;4;943570;940520
NotSoNaiveOrderedMobility;20;4;12.80113;10;1000000;1000;13;4;875185;870090
NotSoNaiveOrderedMobility;20;8;27.06190;10;1000000;1000;14;4;741135;606040
NotSoNaiveOrderedMobility;20;16;44.28710;10;1000000;1000;22;4;565665;547455
ZigZagOverNSNMobility;20;2;6.25218;10;1000000;1000;11;4;940690;905680
ZigZagOverNSNMobility;20;4;14.21223;10;1000000;1000;13;4;872085;786870
ZigZagOverNSNMobility;20;8;25.07683;10;1000000;1000;14;4;754220;744500
ZigZagOverNSNMobility;20;16;43.02453;10;1000000;1000;22;4;598275;384225
NotSoNaiveOrderedMobility;20;2;7.20897;10;1000000;1000;11;4;929130;925860
NotSoNaiveOrderedMobility;20;4;12.03827;10;1000000;1000;12;4;882390;877220
NotSoNaiveOrderedMobility;20;8;27.93535;10;1000000;1000;14;4;734250;594220
NotSoNaiveOrderedMobility;20;16;50.71035;10;1000000;1000;22;4;506575;486340
ZigZagOverNSNMobility;20;2;5.97262;10;1000000;1000;11;4;941560;938390
ZigZagOverNSNMobility;20;4;10.70180;10;1000000;1000;12;4;902095;833530
ZigZagOverNSNMobility;20;8;22.60927;10;1000000;1000;14;4;778545;769055
ZigZagOverNSNMobility;20;16;50.52298;10;1000000;1000;21;4;521755;256970
NotSoNaiveOrderedMobility;20;2;6.48232;10;1000000;1000;10;4;938610;897955
NotSoNaiveOrderedMobility;20;4;13.38953;10;1000000;1000;12;4;874285;789090
NotSoNaiveOrderedMobility;20;8;26.24098;10;1000000;1000;14;4;749240;606515
NotSoNaiveOrderedMobility;20;16;47.01275;10;1000000;1000;21;4;539880;520920
ZigZagOverNSNMobility;20;2;6.47583;10;1000000;1000;11;4;937290;934070
ZigZagOverNSNMobility;20;4;12.42620;10;1000000;1000;12;4;890735;754065
ZigZagOverNSNMobility;20;8;21.23873;10;1000000;1000;14;4;793740;783605
ZigZagOverNSNMobility;20;16;53.25425;10;1000000;1000;21;4;517595;144585
NotSoNaiveOrderedMobility;20;2;6.73413;10;1000000;1000;10;4;934375;930835
NotSoNaiveOrderedMobility;20;4;11.96225;10;1000000;1000;12;4;882425;877025
NotSoNaiveOrderedMobility;20;8;20.81557;10;1000000;1000;14;4;802675;670505
NotSoNaiveOrderedMobility;20;16;52.13795;10;1000000;1000;23;4;512830;258935
ZigZagOverNSNMobility;20;2;6.90397;10;1000000;1000;12;4;935195;897110
ZigZagOverNSNMobility;20;4;10.49298;10;1000000;1000;14;4;896680;892695
ZigZagOverNSNMobility;20;8;26.52330;10;1000000;1000;15;4;779770;613300
ZigZagOverNSNMobility;20;16;51.41010;10;1000000;1000;21;4;500165;471785
NotSoNaiveOrderedMobility;20;2;6.01135;10;1000000;1000;11;4;941265;938475
NotSoNaiveOrderedMobility;20;4;11.33013;10;1000000;1000;12;4;895650;827085
NotSoNaiveOrderedMobility;20;8;20.49800;10;1000000;1000;14;4;806250;670670
NotSoNaiveOrderedMobility;20;16;49.17310;10;1000000;1000;22;4;517885;498730
ZigZagOverNSNMobility;20;2;5.59270;10;1000000;1000;11;4;948580;914655
ZigZagOverNSNMobility;20;4;10.75330;10;1000000;1000;13;4;904075;836410
ZigZagOverNSNMobility;20;8;22.96180;10;1000000;1000;14;4;840625;723090
ZigZagOverNSNMobility;20;16;52.48587;10;1000000;1000;24;4;506290;258820
NotSoNaiveOrderedMobility;20;2;6.19772;10;1000000;1000;10;4;939730;936655
NotSoNaiveOrderedMobility;20;4;12.83937;10;1000000;1000;12;4;874830;868270
NotSoNaiveOrderedMobility;20;8;28.11178;10;1000000;1000;15;4;732375;572955
NotSoNaiveOrderedMobility;20;16;48.13845;10;1000000;1000;21;4;543270;242765
ZigZagOverNSNMobility;20;2;5.61432;10;1000000;1000;11;4;945595;942595
ZigZagOverNSNMobility;20;4;13.08470;10;1000000;1000;12;4;875745;797090
ZigZagOverNSNMobility;20;8;21.45805;10;1000000;1000;14;4;788950;779970
ZigZagOverNSNMobility;20;16;46.27058;10;1000000;1000;20;4;554660;382705
NotSoNaiveOrderedMobility;20;2;4.72370;10;1000000;1000;10;4;953955;951400
NotSoNaiveOrderedMobility;20;4;12.38130;10;1000000;1000;12;4;886225;806805
NotSoNaiveOrderedMobility;20;8;21.34603;10;1000000;1000;14;4;789830;781095
