Strategy;nPOIs;nUAV;SucessTax;V2V_range;nRounds;dimX;simumationTimeMS;TSP_threads;maxData;minData;globalAvgDelay;GSglobalAvgDelay;nMsgs;tourSize;throughput;TaxPerPathSize;mapName
FPPWRMobility;20;2;1.88956;71;259200;12649;3287;1;254735;253630;3183;614;18249;108773;0.7289984734606015;1.7371627547368182;26
FPPWRMobility;20;4;3.26312;71;259200;12649;4097;1;251310;249860;3108;614;31622;108773;1.2589187052278594;2.9999331488058725;26
FPPWRMobility;20;8;5.00617;71;259200;12649;6173;1;247400;244395;3086;614;47976;108773;1.931393842402073;4.602403941700765;26
FPPWRMobility;20;16;9.57427;71;259200;12649;14669;1;236020;231460;3065;614;91929;108773;3.693775839239445;8.802062069915;26
ZigZagOverNSN;20;2;4.45467;71;259200;12649;4243;1;254005;243950;2540;88;42926;58323;1.718621994551136;7.637927078299375;26
ZigZagOverNSN;20;4;7.98688;71;259200;12649;4843;1;253490;230830;1876;88;76061;58323;3.0813590725499154;13.694224775902098;26
ZigZagOverNSN;20;8;12.84587;71;259200;12649;6250;1;247915;217025;1815;88;121671;58323;4.955969102461514;22.025396350633958;26
ZigZagOverNSN;20;16;24.83410;71;259200;12649;11894;1;236540;175495;1584;88;236119;58323;9.581059003962812;42.58029411770932;26
FPPWRMobility;800;8;0.25505;71;259200;12649;114404;1;258900;257895;19617;359;76569;559429;0.09839767690948445;0.04559055368051776;26
FPPWRMobility;800;2;0.22421;71;259200;12649;115085;1;258935;258135;25388;357;64096;559429;0.08650135656006883;0.04007863664624079;26
FPPWRMobility;800;4;0.27459;71;259200;12649;126349;1;258870;257865;26093;14467;90544;559429;0.10593660247342411;0.049083560847062856;26
FPPWRMobility;800;16;0.39763;71;259200;12649;141214;1;258750;257060;19300;357;122356;559429;0.15340653012355357;0.07107778218151917;26
ZigZagOverNSN;800;4;0.57749;71;259200;12649;117131;1;258605;256790;22213;6923;168909;316782;0.2227955303474108;0.18229760992117253;26
ZigZagOverNSN;800;2;0.42061;71;259200;12649;117581;1;258575;257560;30201;6;162643;316782;0.16227388432832285;0.1327770858757798;26
ZigZagOverNSN;800;8;0.67339;71;259200;12649;119621;1;258620;256625;17256;6;181522;316782;0.259795244865494;0.21257182374357145;26
ZigZagOverNSN;800;16;1.21257;71;259200;12649;155799;1;257465;254205;14585;1807;409789;316782;0.4678115414475674;0.3827766462210905;26
FPPWRMobility;20;2;2.60185;71;259200;12649;3329;1;252935;251950;2886;646;25051;80246;1.003800868770006;3.2423446051539706;27
FPPWRMobility;20;4;4.55044;71;259200;12649;4232;1;248145;246740;2791;646;43765;80246;1.7555724046448726;5.670617442413964;27
FPPWRMobility;20;8;7.38108;71;259200;12649;5749;1;241290;239100;2683;2705;70957;80246;2.8476374957133044;9.198061447161086;27
FPPWRMobility;20;16;14.44290;71;259200;12649;11778;1;224190;219810;2653;646;138795;80246;5.572106957780828;17.998281826593107;27
ZigZagOverNSN;20;2;5.63860;71;259200;12649;4005;1;253570;211165;2935;229;50296;47570;2.175385623856881;11.853267893708296;27
ZigZagOverNSN;20;4;9.07610;71;259200;12649;5182;1;251010;226010;1783;229;85730;47570;3.501581611511204;19.07946087247644;27
ZigZagOverNSN;20;8;14.88040;71;259200;12649;6469;1;244445;204510;1611;229;138662;47570;5.740895538027738;31.28106208654172;27
ZigZagOverNSN;20;16;29.68519;71;259200;12649;10891;1;221655;156840;1503;229;259771;47570;11.452617741197985;62.40316414796127;27
FPPWRMobility;800;2;0.22484;71;259200;12649;113447;1;258940;258165;25392;39;64143;560009;0.08674415759316302;0.04014950768317626;27
FPPWRMobility;800;4;0.27572;71;259200;12649;117763;1;258870;257950;26199;14559;90996;560009;0.1063729001152661;0.04923466535337284;27
FPPWRMobility;800;8;0.25668;71;259200;12649;120120;1;258870;257950;18535;40;76715;560009;0.09902747116007425;0.0458348357342315;27
FPPWRMobility;800;16;0.40031;71;259200;12649;143985;1;258735;257255;19360;39;123268;560009;0.15444192303478957;0.07148339839291415;27
ZigZagOverNSN;800;4;0.52956;71;259200;12649;112756;1;258565;257075;26851;39;189297;333716;0.20430544094602743;0.15868573965051214;27
ZigZagOverNSN;800;2;0.41211;71;259200;12649;113879;1;258650;257265;26338;7617;142758;333716;0.1589937447011707;0.12349176733073464;27
ZigZagOverNSN;800;8;0.61473;71;259200;12649;117436;1;258475;256800;24525;39;213823;333716;0.23716358381915809;0.18420693321844256;27
ZigZagOverNSN;800;16;1.13240;71;259200;12649;143773;1;257795;254945;14353;39;365135;333716;0.436884643573294;0.3393319457688508;27
FPPWRMobility;20;2;1.69039;71;259200;12649;3479;1;255170;253430;3195;733;16182;122027;0.6521579932556012;1.3852618834508086;28
FPPWRMobility;20;4;2.79234;71;259200;12649;4174;1;252430;249870;3171;733;26657;122027;1.0772923692081995;2.28829834461853;28
FPPWRMobility;20;8;4.13503;71;259200;12649;6407;1;249235;245130;3163;733;38994;122027;1.5953051173601582;3.388619620409852;28
FPPWRMobility;20;16;7.97242;71;259200;12649;14393;1;240060;232355;3151;733;75882;122027;3.0757774396052424;6.533320595816327;28
ZigZagOverNSN;20;2;4.34626;71;259200;12649;3861;1;254250;244380;2584;148;41609;56656;1.6767969583523858;7.671310569135457;28
ZigZagOverNSN;20;4;7.40924;71;259200;12649;4693;1;252745;231140;2252;147;69291;56656;2.858503074512271;13.077591021490761;28
ZigZagOverNSN;20;8;12.26177;71;259200;12649;6471;1;247425;213680;1961;148;114942;56656;4.730619975041914;21.642486189121435;28
ZigZagOverNSN;20;16;23.69309;71;259200;12649;11298;1;233395;176430;1708;147;216460;56656;9.140854219059596;41.81921444472337;28
FPPWRMobility;800;4;0.27515;71;259200;12649;109707;1;258905;257945;24303;14501;83784;557305;0.10615428615826643;0.049371871725935816;28
FPPWRMobility;800;2;0.22456;71;259200;12649;110422;1;258955;258080;27524;12;71116;557305;0.08663624602290132;0.04029412075817734;28
FPPWRMobility;800;8;0.25819;71;259200;12649;119566;1;258900;257940;19538;12;76710;557305;0.09961168207495118;0.04632893656763773;28
FPPWRMobility;800;16;0.40442;71;259200;12649;140848;1;258740;257060;19218;12;122944;557305;0.1560280370632348;0.07256792457772755;28
ZigZagOverNSN;800;2;0.42143;71;259200;12649;107495;1;258595;257440;32349;20;162976;319485;0.16258924658969637;0.13190958172073589;28
ZigZagOverNSN;800;4;0.57480;71;259200;12649;111581;1;258750;256975;23812;8;180291;319485;0.2217610677083321;0.17991601718390435;28
ZigZagOverNSN;800;8;0.67216;71;259200;12649;119496;1;258685;255860;14018;8;192960;319485;0.25931987579304044;0.21038769208431096;28
ZigZagOverNSN;800;16;1.17993;71;259200;12649;148764;1;258070;254425;14243;8;402282;319485;0.4552193775243882;0.36932207350680446;28
FPPWRMobility;20;2;2.53800;71;259200;12649;3643;1;253340;251840;2698;702;24591;81302;0.9791672620408479;3.1216963213818576;29
FPPWRMobility;20;4;4.41647;71;259200;12649;4523;1;248985;246280;2631;702;42472;81302;1.703886483577197;5.432183421603521;29
FPPWRMobility;20;8;7.20737;71;259200;12649;6126;1;242615;238075;2572;702;68942;81302;2.780620689490933;8.864934229367664;29
FPPWRMobility;20;16;14.00530;71;259200;12649;12169;1;226630;217530;2569;765;134677;81302;5.403281166647612;17.226273380667894;29
ZigZagOverNSN;20;2;4.18856;71;259200;12649;3690;1;254345;244505;2918;215;39982;58848;1.6159571592554482;7.117592707976689;29
ZigZagOverNSN;20;4;6.96856;71;259200;12649;4906;1;252705;232375;2079;215;66293;58848;2.688486535017525;11.841620953584533;29
ZigZagOverNSN;20;8;11.66069;71;259200;12649;6511;1;245620;216650;1972;215;111227;58848;4.498721731633898;19.81492442970885;29
ZigZagOverNSN;20;16;22.45775;71;259200;12649;11057;1;229360;172730;1713;215;205213;58848;8.664257187357112;38.16230735051257;29
FPPWRMobility;800;2;0.22440;71;259200;12649;109697;1;258970;258145;27777;138;70808;566479;0.08657298751619513;0.03961262176390966;29
FPPWRMobility;800;4;0.27435;71;259200;12649;112151;1;258890;257945;26200;12156;90098;566479;0.10584357525767947;0.04843013546272769;29
FPPWRMobility;800;8;0.25223;71;259200;12649;122823;1;258885;257985;18990;138;76523;566479;0.09731204930174474;0.044526422301642665;29
FPPWRMobility;800;16;0.38967;71;259200;12649;144053;1;258770;257215;19087;138;122313;566479;0.15033570173182362;0.06878809962750372;29
ZigZagOverNSN;800;2;0.40960;71;259200;12649;109612;1;258740;257485;23155;21;158547;329632;0.1580234708409555;0.12425882087289968;29
ZigZagOverNSN;800;4;0.54579;71;259200;12649;111292;1;258760;257130;28027;19;165998;329632;0.2105689633821045;0.16557699285458174;29
ZigZagOverNSN;800;8;0.62175;71;259200;12649;117917;1;258370;256850;25385;18;157580;329632;0.23987439688595466;0.18862077611651615;29
ZigZagOverNSN;800;16;1.14831;71;259200;12649;141699;1;257690;254780;13618;19;351536;329632;0.44302257926812033;0.34836257567923257;29
FPPWRMobility;20;2;2.66368;71;259200;12649;3289;1;252980;250055;2614;768;25631;77788;1.0276530468869056;3.424277134687689;30
FPPWRMobility;20;4;4.65027;71;259200;12649;4194;1;248640;243605;2579;768;44866;77788;1.7940856719631135;5.97813295331978;30
FPPWRMobility;20;8;7.55228;71;259200;12649;5875;1;241490;233540;2409;748;72615;77788;2.913686818891937;9.708793431593435;30
FPPWRMobility;20;16;14.82263;71;259200;12649;11348;1;224885;209190;2396;748;142560;77788;5.7186062171353464;19.0551592981113;30
ZigZagOverNSN;20;2;5.66300;71;259200;12649;4296;1;252395;239560;2226;54;54601;43321;2.184799978090231;13.07218564486018;30
ZigZagOverNSN;20;4;10.00135;71;259200;12649;4759;1;249460;222525;1573;54;95869;43321;3.8585456437661945;23.086609978167576;30
ZigZagOverNSN;20;8;16.96113;71;259200;12649;6376;1;241270;197495;1474;53;160927;43321;6.5436459881306215;39.15221347899303;30
ZigZagOverNSN;20;16;33.35590;71;259200;12649;10542;1;215865;144405;1282;54;298579;43321;12.868789651920439;76.99707480847114;30
FPPWRMobility;800;2;0.22558;71;259200;12649;112494;1;258945;258075;25637;190;64367;558454;0.08702789060118349;0.04039299430897936;30
FPPWRMobility;800;4;0.27517;71;259200;12649;113153;1;258890;257955;24531;14799;83605;558454;0.10616172833552497;0.04927374498986142;30
FPPWRMobility;800;8;0.25750;71;259200;12649;130205;1;258910;257855;19783;190;76738;558454;0.09934283342144781;0.04610883335572719;30
FPPWRMobility;800;16;0.40222;71;259200;12649;141693;1;258755;257155;19423;190;123236;558454;0.15517869858348374;0.07202440787036889;30
ZigZagOverNSN;800;2;0.40714;71;259200;12649;112293;1;258645;257050;23014;20;157174;331562;0.1570745932403586;0.12279372958270535;30
ZigZagOverNSN;800;8;0.62407;71;259200;12649;113735;1;258480;256375;24542;14;212847;331562;0.24076931870141857;0.18822243624844734;30
ZigZagOverNSN;800;4;0.53654;71;259200;12649;114820;1;258385;256900;26143;9379;141692;331562;0.20699950911398798;0.16182274435051572;30
ZigZagOverNSN;800;16;1.15990;71;259200;12649;146419;1;258105;253510;15069;14;414851;331562;0.44749160671248733;0.3498284618257723;30
TSPbased;20;4;7.91416;71;259200;12649;26037;1;240300;237515;1649;920;76702;55661;3.053302064281362;14.218499399251343;1
TSPbased;20;2;4.44232;71;259200;12649;26001;1;248605;247155;1657;85;42925;55661;1.713859001105014;7.981032555764712;1
TSPbased;20;8;12.92188;71;259200;12649;27316;1;228225;223530;1624;830;125190;55661;4.9852912808642;23.215312337184034;1
TSPbased;20;16;25.40712;71;259200;12649;31178;1;197505;189910;1608;85;245806;55661;9.802128879458161;45.64617605784221;1
TSPbased;800;4;0.06553;71;259200;12649;394445;1;259200;258370;-1;0;0;5027777;0.025281076150741003;0.0013033304655858976;1
TSPbased;800;2;0.06526;71;259200;12649;391885;1;259200;258325;-1;0;0;5027777;0.0251778159412616;0.0012980070301397628;1
TSPbased;800;8;0.01820;71;259200;12649;400573;1;259200;258915;-1;0;0;5027777;0.007020763972240822;3.6194565144890493E-4;1
TSPbased;800;16;0.01836;71;259200;12649;420408;1;259200;258920;-1;0;0;5027777;0.00708216193463236;3.6511093738976643E-4;1
TSPbased;20;4;8.28713;71;259200;12649;46308;1;239315;236170;1369;24;80321;53841;3.197196561595031;15.39186398405364;2
TSPbased;20;2;4.62143;71;259200;12649;45893;1;247905;246385;1399;1931;44768;53841;1.7829596169600683;8.583479740644671;2
TSPbased;20;8;13.65162;71;259200;12649;47042;1;226075;221295;1349;24;132311;53841;5.266828846593505;25.355436136718048;2
TSPbased;20;16;26.80276;71;259200;12649;50378;1;194275;184685;1338;24;258695;53841;10.340570404187625;49.78131626020008;2
TSPbased;800;4;0.06599;71;259200;12649;394864;1;259200;258305;-1;0;0;4977933;0.025460618677124746;0.0013257294465616018;2
TSPbased;800;2;0.06662;71;259200;12649;391136;1;259200;258285;-1;0;0;4977933;0.025702489438061627;0.0013383236098889989;2
TSPbased;800;8;0.01837;71;259200;12649;400522;1;259200;258885;-1;0;0;4977933;0.00708681329541895;3.6900898549108467E-4;2
TSPbased;800;16;0.01823;71;259200;12649;430858;1;259200;258860;-1;0;0;4977933;0.007031927238128635;3.6615107919751877E-4;2
TSPbased;20;4;8.58304;71;259200;12649;56818;1;238600;235600;1621;234;82726;49384;3.311359560756746;17.380212176983406;3
TSPbased;20;2;4.71345;71;259200;12649;55937;1;247995;246150;1650;234;45631;49384;1.8184588024881878;9.544478406061442;3
TSPbased;20;8;14.29562;71;259200;12649;57107;1;225070;220025;1596;234;138068;49384;5.515285934404056;28.94788016761565;3
TSPbased;20;16;28.20997;71;259200;12649;60719;1;191450;182030;1588;234;272355;49384;10.883477235272824;57.1237100960375;3
TSPbased;800;4;0.06970;71;259200;12649;394168;1;259200;258365;-1;0;0;5076908;0.02689137725527648;0.0013729311196042284;3
TSPbased;800;2;0.06970;71;259200;12649;391824;1;259200;258315;-1;0;0;5077205;0.026890446983119164;0.0013728033156085852;3
TSPbased;800;8;0.01949;71;259200;12649;399238;1;259200;258920;-1;0;0;5076908;0.00751938984863167;3.839001708845874E-4;3
TSPbased;800;16;0.01955;71;259200;12649;420555;1;259200;258905;-1;0;0;5076908;0.007542646652568897;3.850875399644544E-4;3
TSPbased;20;4;8.27112;71;259200;12649;76848;1;239090;236450;1562;36;80025;54351;3.1910195544695923;15.2179770108833;4
TSPbased;20;2;4.63166;71;259200;12649;76214;1;247970;245975;1585;1401;44877;54351;1.786903970907635;8.521747700304669;4
TSPbased;20;8;13.58507;71;259200;12649;78613;1;226070;221995;1542;36;131241;54351;5.24115333504801;24.99506806580273;4
TSPbased;20;16;26.77421;71;259200;12649;81616;1;194180;185390;1542;36;258698;54351;10.32955598184347;49.26166787168272;4
TSPbased;800;4;0.06425;71;259200;12649;395762;1;259200;258125;-1;0;0;5216087;0.024786171362979427;0.0012316849042748458;4
TSPbased;800;2;0.06387;71;259200;12649;391554;1;259200;258030;-1;0;0;5216087;0.02464104890641644;0.0012244734178212789;4
TSPbased;800;8;0.01775;71;259200;12649;397540;1;259200;258840;-1;0;0;5216087;0.006846803078800986;3.402342326777171E-4;4
TSPbased;800;16;0.01780;71;259200;12649;418632;1;259200;258825;-1;0;0;5216087;0.006866338794104658;3.412050097001694E-4;4
TSPbased;20;4;9.28926;71;259200;12649;101788;1;236255;234210;1481;211;89953;46196;3.5838176702293847;20.108354405651063;5
TSPbased;20;2;4.98823;71;259200;12649;101896;1;246900;245715;1503;211;48440;46196;1.9244726175506779;10.797976068688538;5
TSPbased;20;8;15.58661;71;259200;12649;103109;1;220620;217335;1439;212;151072;46196;6.013353647500381;33.74017805507184;5
TSPbased;20;16;30.80179;71;259200;12649;106979;1;182045;176510;1429;211;298094;46196;11.883408171867856;66.67632258524868;5
TSPbased;800;4;0.06725;71;259200;12649;400822;1;259200;258110;-1;0;0;5078851;0.02594529047115583;0.001324122186321983;5
TSPbased;800;2;0.06777;71;259200;12649;393987;1;259200;258050;-1;0;0;5078851;0.026146229257162163;0.001334377130468374;5
TSPbased;800;8;0.01924;71;259200;12649;400671;1;259200;258885;-1;0;0;5078068;0.007421711272100457;3.7882666433935867E-4;5
TSPbased;800;16;0.01859;71;259200;12649;421627;1;259200;258830;-1;0;0;5078851;0.007170537789590396;3.659495809311655E-4;5
TSPbased;20;4;8.45216;71;259200;12649;289176;1;238745;235735;1681;518;81679;45339;3.260864388050604;18.64214140988369;6
TSPbased;20;2;4.55459;71;259200;12649;287542;1;248040;246760;1683;518;44044;45339;1.757172472755678;10.04563631615765;6
TSPbased;20;8;14.26128;71;259200;12649;291404;1;224075;219510;1678;518;138106;45339;5.502038858882031;31.454784450963242;6
TSPbased;20;16;28.33883;71;259200;12649;291658;1;189885;180705;1677;638;273709;45339;10.933190979366712;62.50431420745609;6
TSPbased;800;4;0.07081;71;259200;12649;396513;1;259200;258300;-1;0;0;4993015;0.027318372175545294;0.0014181655909107705;6
TSPbased;800;2;0.07129;71;259200;12649;390124;1;259200;258275;-1;0;0;4993015;0.027504426607034546;0.0014278241456401302;6
TSPbased;800;8;0.01942;71;259200;12649;398779;1;259200;258910;-1;0;0;4993015;0.00749334222822249;3.8899829172459315E-4;6
TSPbased;800;16;0.01956;71;259200;12649;427207;1;259200;258900;-1;0;0;4993015;0.007547298013355486;3.917992725961653E-4;6
TSPbased;20;4;8.49807;71;259200;12649;33774;1;238790;236195;1593;305;82262;48461;3.278576769928363;17.535896881315526;7
TSPbased;20;2;4.64815;71;259200;12649;33449;1;248175;246580;1617;305;44978;48461;1.7932670324645623;9.591523386121098;7
TSPbased;20;8;14.17728;71;259200;12649;34915;1;224570;220430;1579;305;137330;48461;5.469628176916629;29.255022047766047;7
TSPbased;20;16;27.92641;71;259200;12649;38387;1;190785;182970;1571;305;270070;48461;10.77407722955723;57.62656193436442;7
TSPbased;800;4;0.07087;71;259200;12649;392238;1;259200;258375;-1;0;0;4994932;0.027340698707325205;0.001418779896290619;7
TSPbased;800;2;0.07086;71;259200;12649;391780;1;259200;258370;-1;0;0;4994932;0.027339768435167888;0.0014187316220512143;7
TSPbased;800;8;0.01999;71;259200;12649;398185;1;259200;258895;-1;0;0;4994932;0.0077110259130648276;4.001451704780772E-4;7
TSPbased;800;16;0.01990;71;259200;12649;420173;1;259200;258895;-1;0;0;4994932;0.007679396659711741;3.9850384633810493E-4;7
TSPbased;20;4;9.25135;71;259200;12649;303125;1;236550;234060;1338;383;89698;43240;3.5691937919143406;21.39535224015257;8
TSPbased;20;2;4.94309;71;259200;12649;302653;1;247195;245690;1379;383;47938;43240;1.9070579227632996;11.43176257123606;8
TSPbased;20;8;15.67390;71;259200;12649;304098;1;220965;216630;1309;383;151942;43240;6.047029499599909;36.24861346661185;8
TSPbased;20;16;31.13146;71;259200;12649;307524;1;183205;174540;1303;383;301708;43240;12.010594981233806;71.99690608547185;8
TSPbased;800;4;0.07266;71;259200;12649;396581;1;259200;258250;-1;0;0;5054742;0.028030960648149212;0.0014373879022906166;8
TSPbased;800;2;0.07278;71;259200;12649;392252;1;259200;258170;-1;0;0;5054742;0.0280784045281767;0.0014398207571629572;8
TSPbased;800;8;0.02017;71;259200;12649;401176;1;259200;258900;-1;0;0;5054742;0.007780796324872225;3.989881990825409E-4;8
TSPbased;800;16;0.02009;71;259200;12649;428305;1;259200;258845;-1;0;0;5054742;0.007749167071519138;3.9736629583424053E-4;8
TSPbased;20;4;8.46383;71;259200;12649;39786;1;239065;236065;1404;95;81872;52086;3.2653669052926384;16.249723569708788;9
TSPbased;20;2;4.68615;71;259200;12649;39649;1;248270;246385;1423;95;45653;52086;1.8079281216659036;8.9969467637331;9
TSPbased;20;8;14.04196;71;259200;12649;40825;1;224825;221090;1396;95;136203;52086;5.417421303440786;26.959175245782973;9
TSPbased;20;16;27.54321;71;259200;12649;44527;1;192355;184305;1385;95;266925;52086;10.626238378295989;52.88025549388166;9
TSPbased;800;4;0.06781;71;259200;12649;394677;1;259200;258210;-1;0;0;4903637;0.026160183339526213;0.0013827939387856796;9
TSPbased;800;2;0.06806;71;259200;12649;391288;1;259200;258295;-1;0;0;4903637;0.026258792188214745;0.0013880062768074515;9
TSPbased;800;8;0.01898;71;259200;12649;403383;1;259200;258910;-1;0;0;4903637;0.007322172151254607;3.8704068461943537E-4;9
TSPbased;800;16;0.01875;71;259200;12649;427969;1;259200;258930;-1;0;0;4903637;0.0072356568406112065;3.824675956002503E-4;9
TSPbased;20;4;9.10185;71;259200;12649;7373;1;237385;234215;1478;256;88052;46254;3.5115169181527195;19.677977800518548;10
TSPbased;20;2;4.92699;71;259200;12649;6936;1;247595;245745;1512;256;47873;46254;1.9008437047515605;10.652023355203971;10
TSPbased;20;8;15.33758;71;259200;12649;8376;1;222315;216980;1456;257;148046;46254;5.91727513907941;33.15946115037366;10
TSPbased;20;16;30.28800;71;259200;12649;11877;1;186910;176745;1446;256;291927;46254;11.685185780559365;65.48190760412045;10
TSPbased;800;4;0.06578;71;259200;12649;394035;1;259200;258410;-1;0;0;4994484;0.025379684999429532;0.0013171359347336252;10
TSPbased;800;2;0.06548;71;259200;12649;392328;1;259200;258420;-1;0;0;4994484;0.025262470707590363;0.0013110528349690224;10
TSPbased;800;8;0.01845;71;259200;12649;398769;1;259200;258900;-1;0;0;4994484;0.007116582004457401;3.693310571333011E-4;10
TSPbased;800;16;0.01831;71;259200;12649;421017;1;259200;258890;-1;0;0;4994484;0.007063556491481722;3.6657917866831936E-4;10
TSPbased;20;4;8.89834;71;259200;12649;50924;1;237490;234525;1634;134;86111;48852;3.4330019480643204;18.214896113532134;11
TSPbased;20;2;4.87992;71;259200;12649;50542;1;247230;245800;1651;134;47463;48852;1.882684792238225;9.989189759849094;11
TSPbased;20;8;14.89381;71;259200;12649;51904;1;223120;218635;1606;134;144014;48852;5.746067851223136;30.487611296099175;11
TSPbased;20;16;29.25627;71;259200;12649;55900;1;187970;178485;1596;134;282293;48852;11.287140929831581;59.88755688635769;11
TSPbased;800;4;0.06511;71;259200;12649;393053;1;259200;258275;-1;0;0;5305538;0.025118278523184698;0.0012271437492690606;11
TSPbased;800;2;0.06487;71;259200;12649;390700;1;259200;258295;-1;0;0;5305538;0.025027111851754706;0.001222689836916599;11
TSPbased;800;8;0.01821;71;259200;12649;398268;1;259200;258895;-1;0;0;5305538;0.0070254153330274105;3.432239396496086E-4;11
TSPbased;800;16;0.01809;71;259200;12649;421855;1;259200;258910;-1;0;0;5305538;0.006979831997314558;3.409969834734825E-4;11
TSPbased;20;4;7.89969;71;259200;12649;55215;1;240165;237585;1507;40;76148;55952;3.0477204313366886;14.11869344799953;12
TSPbased;20;2;4.42438;71;259200;12649;54555;1;248370;247125;1552;40;42587;55952;1.7069377762536186;7.9074612454414135;12
TSPbased;20;8;12.90789;71;259200;12649;56448;1;228530;223695;1484;810;124714;55952;4.979895702351016;23.069576888214602;12
TSPbased;20;16;25.46991;71;259200;12649;60408;1;198590;189215;1470;40;246356;55952;9.826353166438045;45.520995509378416;12
TSPbased;800;4;0.06614;71;259200;12649;392406;1;259200;258360;-1;0;0;5034701;0.025515504734415058;0.0013136070696473103;12
TSPbased;800;2;0.06387;71;259200;12649;390824;1;259200;258395;-1;0;0;5034813;0.024640118634259123;0.0012685116110568485;12
TSPbased;800;8;0.01767;71;259200;12649;400618;1;259200;258890;-1;0;0;5034813;0.006817964641919852;3.5099941848597467E-4;12
TSPbased;800;16;0.01873;71;259200;12649;418269;1;259200;258890;-1;0;0;5034701;0.0072254238468807104;3.719843265988348E-4;12
TSPbased;20;4;8.55768;71;259200;12649;88017;1;238810;235500;1647;174;82540;50436;3.301573097660418;16.967399217098507;13
TSPbased;20;2;4.70274;71;259200;12649;87344;1;247925;246370;1696;174;45515;50436;1.8143283941091317;9.324171618548;13
TSPbased;20;8;14.24904;71;259200;12649;88155;1;225110;220505;1638;174;137629;50436;5.497313076322206;28.25171602392568;13
TSPbased;20;16;28.01505;71;259200;12649;92209;1;192460;183590;1626;174;270516;50436;10.80827403406493;55.5457337939097;13
TSPbased;800;4;0.06732;71;259200;12649;392661;1;259200;258270;-1;0;0;5178209;0.02597412890803696;0.0013001588412061352;13
TSPbased;800;2;0.06635;71;259200;12649;390310;1;259200;258230;-1;0;0;5178209;0.025598298956429188;0.001281346328336003;13
TSPbased;800;8;0.01929;71;259200;12649;401575;1;259200;258870;-1;0;0;5178209;0.007440316715251094;3.7243187607782606E-4;13
TSPbased;800;16;0.01928;71;259200;12649;419867;1;259200;258875;-1;0;0;5178209;0.007437525898774858;3.722921791998823E-4;13
TSPbased;20;4;8.76206;71;259200;12649;16064;1;237505;235480;1406;158;84963;50136;3.3804229657254994;17.476576366603826;14
TSPbased;20;2;4.83989;71;259200;12649;15553;1;247370;245970;1478;158;47032;50136;1.86724227442463;9.653526358921017;14
TSPbased;20;8;14.52305;71;259200;12649;16954;1;223160;219980;1386;158;140773;50136;5.603029204294314;28.967312305590518;14
TSPbased;20;16;28.65885;71;259200;12649;20883;1;189225;182680;1380;158;277277;50136;11.056656700102883;57.16222707568747;14
TSPbased;800;4;0.06784;71;259200;12649;394234;1;259200;258030;-1;0;0;5133715;0.026174137421885978;0.001321525721578398;14
TSPbased;800;2;0.06757;71;259200;12649;391546;1;259200;258225;-1;0;0;5135322;0.026068086395938904;0.0013157593611125775;14
TSPbased;800;8;0.01840;71;259200;12649;399068;1;259200;258885;-1;0;0;5134341;0.007097976561311045;3.583313856036876E-4;14
TSPbased;800;16;0.01849;71;259200;12649;429907;1;259200;258865;-1;0;0;5129312;0.007134257175450721;3.6051608088508304E-4;14
TSPbased;20;4;8.63792;71;259200;12649;15359;1;238805;235680;1599;215;83735;49239;3.332532555060202;17.54285095699759;15
TSPbased;20;2;4.74479;71;259200;12649;14873;1;247720;246215;1634;215;46067;49239;1.8305523405349806;9.636247012869209;15
TSPbased;20;8;14.41358;71;259200;12649;16415;1;224925;220160;1568;215;139417;49239;5.56079484834629;29.272690848541973;15
TSPbased;20;16;28.41127;71;259200;12649;19760;1;191280;182315;1560;215;274542;49239;10.961136354976377;57.7007360671394;15
TSPbased;800;4;0.06677;71;259200;12649;394125;1;259200;258255;-1;0;0;5092203;0.02575830576750926;0.0013111325009899251;15
TSPbased;800;2;0.06673;71;259200;12649;391526;1;259200;258290;-1;0;0;5092203;0.025746212229459844;0.0013105169235939713;15
TSPbased;800;8;0.01811;71;259200;12649;398341;1;259200;258905;-1;0;0;5092203;0.0069872741745731;3.5566167846202274E-4;15
TSPbased;800;16;0.01823;71;259200;12649;421539;1;259200;258895;-1;0;0;5092203;0.007031927238128635;3.579345796157267E-4;15
TSPbased;20;4;9.50868;71;259200;12649;24326;1;235980;233850;1484;246;92418;45510;3.6684724365569292;20.893607021655814;16
TSPbased;20;2;5.10118;71;259200;12649;24159;1;246785;245515;1519;246;49644;45510;1.9680465654054253;11.208913859659113;16
TSPbased;20;8;15.95544;71;259200;12649;25595;1;220210;216690;1448;246;154862;45510;6.155648076703248;35.05919537423604;16
TSPbased;20;16;31.57051;71;259200;12649;29063;1;181515;176165;1435;246;305555;45510;12.179978935661486;69.37047989724142;16
TSPbased;800;4;0.07102;71;259200;12649;394474;1;259200;258230;-1;0;0;4996971;0.02739837558108319;0.0014211927486905093;16
TSPbased;800;2;0.07059;71;259200;12649;393447;1;259200;258230;-1;0;0;4996971;0.027232787137059213;0.0014126034403493131;16
TSPbased;800;8;0.01950;71;259200;12649;400458;1;259200;258870;-1;0;0;4996971;0.007522180665103624;3.901862204913455E-4;16
TSPbased;800;16;0.01984;71;259200;12649;418915;1;259200;258865;-1;0;0;4996863;0.007652418767145242;3.969504355920998E-4;16
TSPbased;20;4;8.17120;71;259200;12649;32214;1;239215;236755;1521;136;79045;53495;3.1524690762650502;15.2746982814824;17
