Strategy;nPOIs;nUAV;SucessTax;V2V_range;ctRounds;dimX;simumationTimeMS;pathTime;TSP_threads;maxData;minData;globalAvgDelay;GSglobalAvgDelay;nMsgs;tourSize;throughput;TaxPerPathSize;mapName
TSPConcorde;40;4;7.64607;71;259200;13000;5791;202;4;240240;238305;1989;198;148070;65679;2.949874405816566;11.641581723041671;3
DADCA-lkh-cutted;40;4;7.75892;71;259200;13000;5725;63;4;249810;232345;1884;198;150730;67432;2.993411142785016;11.506290310384923;3
DADCA-lkh;40;4;7.85508;71;259200;13000;5634;63;4;249425;231635;3821;198;149279;67662;3.0305103964239457;11.609297608008731;3
DADCA-parted-nsn;40;4;6.41146;71;259200;13000;5665;0;4;251430;236480;2244;198;123460;82246;2.4735564557613157;7.795465230325281;3
DADCA-NSN;40;4;6.87529;71;259200;13000;6118;0;4;251300;236150;2638;99;132385;69901;2.652503607967536;9.835752495460515;3
FPPWR;40;4;2.88648;71;259200;13000;5586;16;4;252350;249105;4867;806;54330;156408;1.1136101942348706;1.8454795301114935;3
TSPConcorde;40;8;15.02556;71;259200;13000;7665;187;4;222080;218170;1988;198;290515;65679;5.79689792190596;22.87726581339583;3
DADCA-lkh-cutted;40;8;15.24441;71;259200;13000;7630;63;4;240625;205960;1884;198;295358;67432;5.881329422915713;22.60707952336803;3
DADCA-lkh;40;8;15.48206;71;259200;13000;7869;63;4;240365;204810;3816;198;293726;67662;5.973017046753545;22.881469931697534;3
DADCA-parted-nsn;40;8;12.53612;71;259200;13000;7447;16;4;243455;215040;2240;198;242214;82246;4.836466341116066;15.242225465278363;3
DADCA-NSN;40;8;14.80753;71;259200;13000;8159;0;4;239595;210075;2230;99;282407;69901;5.712782713429737;21.183577907626326;3
FPPWR;40;8;5.49002;71;259200;13000;7804;16;4;246145;239755;4879;806;103702;156408;2.118062253515089;3.510061736682977;3
TSPConcorde;40;12;22.36834;71;259200;13000;9536;171;4;204025;198835;1989;198;432542;65679;8.629762695759032;34.05707289606634;3
DADCA-lkh-cutted;40;12;22.69647;71;259200;13000;9616;46;4;232015;179375;1887;99;439624;67432;8.756354130944217;33.658307491113135;3
DADCA-lkh;40;12;23.06978;71;259200;13000;9760;62;4;230590;178305;3815;198;442323;67662;8.900378866359928;34.09562534599174;3
DADCA-parted-nsn;40;12;18.68875;71;259200;13000;9692;0;4;237305;192500;2242;198;360664;82246;7.210167383497178;22.722994258717367;3
DADCA-NSN;40;12;20.64000;71;259200;13000;11451;16;4;232950;187120;2085;99;372980;69901;7.962962218745237;29.527471811544405;3
FPPWR;40;12;8.11598;71;259200;13000;10831;16;4;239705;231085;4882;806;153595;156408;3.131165843859548;5.188981297174025;3
TSPConcorde;40;16;29.68567;71;259200;13000;11855;187;4;185895;179295;1912;99;573842;67662;11.452803795629476;43.87347024662529;3
DADCA-lkh-cutted;40;16;30.15668;71;259200;13000;11857;63;4;223065;153195;1886;99;583720;67432;11.634523158864884;44.721621823137056;3
DADCA-lkh;40;16;30.54876;71;259200;13000;12349;62;4;221565;152105;3808;198;585535;67662;11.785785411665525;45.14905824101718;3
DADCA-parted-nsn;40;16;24.89849;71;259200;13000;12091;0;4;230045;171325;2234;99;480192;82246;9.605897270566604;30.273187419824232;3
DADCA-NSN;40;16;29.02136;71;259200;13000;14454;0;4;221005;162005;1949;99;534440;69901;11.196513816253239;41.517809204057734;3
FPPWR;40;16;10.72121;71;259200;13000;14394;16;4;233825;222145;4883;806;202899;156408;4.136269093649979;6.854642659416875;3
TSPConcorde;40;4;7.54061;71;259200;13000;5764;187;4;240975;238645;1991;241;145770;65988;2.909184301649902;11.427237846087994;4
DADCA-lkh-cutted;40;4;7.45862;71;259200;13000;5698;46;4;250815;233700;1963;36;144083;70598;2.8775550482967556;10.564920656654849;4
DADCA-lkh;40;4;7.57706;71;259200;13000;5748;47;4;249260;232325;3950;241;144311;70089;2.9232500166704782;10.810632257857694;4
DADCA-parted-nsn;40;4;6.96152;71;259200;13000;5788;15;4;251035;235470;2153;36;133880;76797;2.685770140317785;9.064828318428713;4
DADCA-NSN;40;4;7.46369;71;259200;13000;5820;0;4;249410;233685;2818;36;143717;72183;2.879508619827388;10.339950324304324;4
FPPWR;40;4;2.33719;71;259200;13000;5663;16;4;253660;251230;4917;144;44526;188311;0.9016941967687858;1.241133740474371;4
TSPConcorde;40;8;14.70404;71;259200;13000;7702;187;4;223175;219545;1976;36;283535;70089;5.672855432432175;20.97909983144887;4
DADCA-lkh-cutted;40;8;14.63084;71;259200;13000;7663;47;4;242430;208150;1962;36;283120;70598;5.644612369732128;20.724149780936678;4
DADCA-lkh;40;8;14.89063;71;259200;13000;7550;47;4;239215;206825;3938;241;282984;70089;5.744839891975309;21.245309535019764;4
DADCA-parted-nsn;40;8;13.63440;71;259200;13000;7425;0;4;244390;212700;2154;36;262580;76797;5.260186703389344;17.75382363267469;4
DADCA-NSN;40;8;14.54475;71;259200;13000;8087;16;4;240215;208940;2335;36;275813;72183;5.611401653711322;20.14983179754201;4
FPPWR;40;8;4.37915;71;259200;13000;8179;15;4;249000;243910;4926;144;82565;188311;1.6894858705799434;2.325486762081457;4
TSPConcorde;40;12;21.95448;71;259200;13000;9220;171;4;205445;199825;1976;36;424071;70089;8.470090782655085;31.32371029497065;4
DADCA-lkh-cutted;40;12;21.89193;71;259200;13000;9099;32;4;234785;181530;1962;241;424140;70598;8.445959522890945;31.00927375185321;4
DADCA-lkh;40;12;22.21947;71;259200;13000;9300;47;4;230855;181255;3937;241;425625;70089;8.572327692758346;31.701798255974023;4
DADCA-parted-nsn;40;12;20.24908;71;259200;13000;9563;0;4;237270;189980;2152;241;389665;76797;7.812146496580174;26.367024387848236;4
DADCA-NSN;40;12;21.59187;71;259200;13000;10206;0;4;230240;185340;2175;36;403774;72183;8.33019645561843;29.91267918064221;4
FPPWR;40;12;6.43711;71;259200;13000;11298;16;4;243995;236910;4925;144;122264;188311;2.483454551516539;3.418342102973735;4
TSPConcorde;40;16;29.40104;71;259200;13000;10984;203;4;186650;180415;1988;241;566991;65988;11.34299447016461;44.55513376169405;4
DADCA-lkh-cutted;40;16;29.03868;71;259200;13000;11534;62;4;226305;158775;1960;241;562188;70598;11.203193170343697;41.1324353346141;4
DADCA-lkh;40;16;29.56896;71;259200;13000;11550;48;4;221535;155275;3936;241;565995;70089;11.407778623209115;42.18773586633855;4
DADCA-parted-nsn;40;16;26.88436;71;259200;13000;11699;0;4;231400;168615;2152;36;518870;76797;10.372050813995578;35.00703895969444;4
DADCA-NSN;40;16;28.43697;71;259200;13000;13392;16;4;220055;161155;2103;35;517408;72183;10.971053056174744;39.39566036546685;4
FPPWR;40;16;8.46836;71;259200;13000;15467;0;4;239635;229380;4931;144;159443;188311;3.267115816948636;4.497009838793732;4
TSPConcorde;40;4;7.77392;71;259200;13000;5916;187;4;240205;238020;1933;211;149783;64566;2.9991974356043296;12.040268489741385;5
DADCA-lkh-cutted;40;4;7.73698;71;259200;13000;5696;47;4;250315;231520;1910;211;149925;68237;2.984945666152264;11.338392905119903;5
DADCA-lkh;40;4;7.98491;71;259200;13000;5790;47;4;249035;231165;3787;211;152731;66904;3.0805962493808123;11.934870080107416;5
DADCA-parted-nsn;40;4;6.36598;71;259200;13000;5790;16;4;250955;235615;2253;125;123337;81559;2.456011522871896;7.805370182670159;5
DADCA-NSN;40;4;7.18533;71;259200;13000;5834;0;4;249770;234370;2731;94;135842;73296;2.77211800197188;9.803167786933956;5
FPPWR;40;4;2.87770;71;259200;13000;5696;16;4;252365;249915;4839;648;54669;158737;1.1102240035817714;1.81287325405164;5
TSPConcorde;40;8;15.23741;71;259200;13000;7633;281;4;221800;217855;1930;94;294156;66904;5.878631633659124;22.775040646963486;5
DADCA-lkh-cutted;40;8;15.14820;71;259200;13000;7589;47;4;242455;205275;1905;211;293657;68237;5.844211563833639;22.19938797640106;5
DADCA-lkh;40;8;15.65861;71;259200;13000;7630;47;4;239395;203910;3781;211;303931;66904;6.041131574121705;23.404599187079185;5
DADCA-parted-nsn;40;8;12.43774;71;259200;13000;7453;0;4;243265;213225;2266;125;239723;81559;4.798511237092288;15.24999218546477;5
DADCA-NSN;40;8;14.09264;71;259200;13000;8018;0;4;240675;211025;2253;94;269504;73296;5.436975624190292;19.22702578299121;5
FPPWR;40;8;5.47970;71;259200;13000;7910;16;4;246140;240730;4844;648;103713;158737;2.114080688681221;3.452060417584889;5
TSPConcorde;40;12;22.68822;71;259200;13000;9284;172;4;203580;198260;1928;94;438575;66904;8.753172600165755;33.911609738774416;5
DADCA-lkh-cutted;40;12;22.62447;71;259200;13000;9251;47;4;233940;178515;1906;211;437349;68237;8.728576204322895;33.15572126794106;5
DADCA-lkh;40;12;23.32388;71;259200;13000;9492;47;4;228795;177535;3777;211;447230;66904;8.99841094631154;34.86171405721558;5
DADCA-parted-nsn;40;12;18.46668;71;259200;13000;9656;16;4;235560;192565;2269;94;357006;81559;7.124489317796448;22.64210732319964;5
DADCA-NSN;40;12;20.85971;71;259200;13000;10585;0;4;231435;188500;2101;94;387948;73296;8.047728617731671;28.459551103962692;5
FPPWR;40;12;8.06713;71;259200;13000;10913;16;4;239875;232105;4854;648;152473;158737;3.112318529949704;5.082072629336344;5
TSPConcorde;40;16;30.16011;71;259200;13000;11625;171;4;185355;178170;1928;94;581704;66904;11.635844145328456;45.07967838199713;5
DADCA-lkh-cutted;40;16;30.09717;71;259200;13000;11539;46;4;226155;153110;1904;94;582683;68237;11.611564042019129;44.10682473865144;5
DADCA-lkh;40;16;31.01673;71;259200;13000;11123;31;4;219620;152025;3773;211;595985;66904;11.966332631982551;46.36005946146534;5
DADCA-parted-nsn;40;16;24.34616;71;259200;13000;11957;0;4;228710;170415;2279;125;469227;81559;9.392809130182137;29.850980597398323;5
DADCA-NSN;40;16;27.58560;71;259200;13000;13840;16;4;222050;167925;2033;94;501920;73296;10.642592562823886;37.635887255565805;5
FPPWR;40;16;10.65075;71;259200;13000;14620;16;4;233555;224135;4848;648;202656;158737;4.10908654120942;6.709684770919707;5
TSPConcorde;40;4;7.50680;71;259200;13000;5881;280;4;240740;238735;2076;160;144693;67625;2.8961418860025168;11.100628123502439;6
DADCA-lkh-cutted;40;4;7.48515;71;259200;13000;5638;156;4;249715;232000;1969;245;144554;70264;2.8877880420286557;10.652889964901338;6
DADCA-lkh;40;4;7.85730;71;259200;13000;5914;140;4;249110;232135;3819;245;149244;67625;3.0313662468087936;11.618929850984685;6
DADCA-parted-nsn;40;4;7.17549;71;259200;13000;5648;0;4;250895;233805;2050;334;139125;72623;2.7683224915695006;9.880467480203443;6
DADCA-NSN;40;4;6.98081;71;259200;13000;5870;0;4;249905;235340;2861;160;134172;75456;2.693212317577351;9.251492693968;6
FPPWR;40;4;2.85311;71;259200;13000;5696;16;4;252475;249615;5042;671;54030;159534;1.1007352275758282;1.7883997830409484;6
TSPConcorde;40;8;14.77083;71;259200;13000;7651;250;4;222575;219245;2076;160;285218;67625;5.698623971193415;21.8422674060382;6
DADCA-lkh-cutted;40;8;14.64815;71;259200;13000;7847;140;4;240270;205660;1968;245;284453;70264;5.651291723822586;20.847301816219037;6
DADCA-lkh;40;8;15.42930;71;259200;13000;8010;156;4;239325;205915;3810;245;293363;67625;5.9526626919486345;22.815972935350626;6
DADCA-parted-nsn;40;8;14.00612;71;259200;13000;7674;0;4;244285;210865;2064;334;271071;72623;5.403597459181148;19.286072751328827;6
DADCA-NSN;40;8;13.66257;71;259200;13000;8175;16;4;242025;212350;2354;160;257850;75456;5.27105228218831;18.106668144921674;6
FPPWR;40;8;5.39212;71;259200;13000;7896;15;4;246495;240900;5043;671;101794;159534;2.0802932039228015;3.3799190044554144;6
TSPConcorde;40;12;21.98626;71;259200;13000;9429;265;4;204745;199740;2075;160;424606;67625;8.482351769690213;32.51202334497158;6
DADCA-lkh-cutted;40;12;21.77180;71;259200;13000;9830;156;4;231850;179390;1970;160;421001;70264;8.399613364007008;30.985707957853474;6
DADCA-lkh;40;12;23.02459;71;259200;13000;9905;141;4;228970;178445;3811;245;440904;67625;8.882945566129399;34.04746012185937;6
DADCA-parted-nsn;40;12;20.81096;71;259200;13000;9689;16;4;235325;186275;2070;160;401184;72623;8.028918514708124;28.656151343408368;6
DADCA-NSN;40;12;20.11217;71;259200;13000;10566;0;4;232910;194755;2199;160;376919;75456;7.759325643480414;26.654172057757147;6
FPPWR;40;12;7.98640;71;259200;13000;10821;16;4;239730;232170;5037;671;150957;159534;3.0811730181184265;5.00608049880462;6
TSPConcorde;40;16;29.25632;71;259200;13000;11842;320;4;186975;180360;2077;160;564490;67625;11.287159535274728;43.26257673261677;6
DADCA-lkh-cutted;40;16;28.98659;71;259200;13000;12205;156;4;224615;155390;1968;245;561208;70264;11.183099291742876;41.253833206474916;6
DADCA-lkh;40;16;30.63981;71;259200;13000;12514;156;4;219690;151410;3809;245;588256;67625;11.820912488330666;45.30839951164967;6
DADCA-parted-nsn;40;16;27.74730;71;259200;13000;11457;10;4;228950;163005;2050;160;536362;72623;10.70497661370218;38.207316391110325;6
DADCA-NSN;40;16;26.69994;71;259200;13000;13870;0;4;224805;172725;2096;160;498072;75456;10.300903599394147;35.38478335669745;6
FPPWR;40;16;10.55247;71;259200;13000;14675;16;4;233850;223790;5038;671;200023;159534;4.071168648071939;6.614558110373004;6
TSPConcorde;40;4;7.68147;71;259200;13000;5864;219;4;240295;238345;1907;181;148532;65180;2.963530801087867;11.785013556949604;7
DADCA-lkh-cutted;40;4;7.58922;71;259200;13000;5772;63;4;250140;232785;1921;150;146907;68558;2.9279385883440026;11.069775695013938;7
DADCA-lkh;40;4;8.00955;71;259200;13000;5759;78;4;249220;230820;3716;181;152710;65789;3.0901036308299017;12.174601546020012;7
DADCA-parted-nsn;40;4;7.00053;71;259200;13000;5649;0;4;250570;234605;2083;181;135514;73754;2.7008219438252548;9.491729910777803;7
DADCA-NSN;40;4;7.51780;71;259200;13000;5944;0;4;249165;233210;2743;150;142689;70533;2.9003839270404685;10.658550095542363;7
FPPWR;40;4;2.96470;71;259200;13000;5600;15;4;252255;248425;4697;626;56151;153885;1.143788223022405;1.9265679397433626;7
TSPConcorde;40;8;15.11227;71;259200;13000;7659;187;4;221860;218160;1947;150;291755;65789;5.830350508687701;22.970813538005626;7
DADCA-lkh-cutted;40;8;14.95819;71;259200;13000;7444;62;4;240765;207740;1923;150;289914;68558;5.770906117826933;21.818297875386406;7
DADCA-lkh;40;8;15.75612;71;259200;13000;7811;47;4;240220;204305;3714;181;300126;65789;6.0787517801688;23.949481849849565;7
DADCA-parted-nsn;40;8;13.72338;71;259200;13000;7847;0;4;242940;209970;2082;181;264934;73754;5.294513745999085;18.606963187935065;7
DADCA-NSN;40;8;14.70409;71;259200;13000;8378;16;4;240860;208420;2281;150;278894;70533;5.672874037875323;20.84710632777967;7
FPPWR;40;8;5.66155;71;259200;13000;7908;16;4;245665;238760;4696;626;107639;153885;2.1842418147957625;3.679081641453434;7
TSPConcorde;40;12;22.43885;71;259200;13000;9194;203;4;203765;198210;1945;150;433329;65789;8.656963853642738;34.10729804168171;7
DADCA-lkh-cutted;40;12;22.27199;71;259200;13000;9719;78;4;233760;181735;1918;150;430281;68558;8.592589020347509;32.48634840680992;7
DADCA-lkh;40;12;23.52474;71;259200;13000;9427;63;4;230575;177440;3716;181;451475;65789;9.075902617026747;35.75786162327035;7
DADCA-parted-nsn;40;12;20.36936;71;259200;13000;9587;0;4;235150;186330;2085;150;394249;73754;7.8585484717935525;27.61797006113416;7
DADCA-NSN;40;12;21.76630;71;259200;13000;10800;0;4;231310;186010;2202;150;406224;70533;8.397492343488034;30.859739631549747;7
FPPWR;40;12;8.36502;71;259200;13000;10581;16;4;239025;229035;4699;626;158160;153885;3.2272443522805236;5.435888722819714;7
TSPConcorde;40;16;29.96301;71;259200;13000;11252;203;4;184550;177515;1947;150;578100;65789;11.55980369917886;45.54410492372829;7
DADCA-lkh-cutted;40;16;29.58594;71;259200;13000;12369;78;4;225445;155625;1919;181;571425;68558;11.414327739197534;43.15460996528488;7
DADCA-lkh;40;16;31.25728;71;259200;13000;12008;62;4;220735;150725;3711;181;598699;65789;12.059136582409312;47.511410754996945;7
DADCA-parted-nsn;40;16;26.99855;71;259200;13000;12029;0;4;227625;161825;2087;150;521988;73754;10.416108503372199;36.606222361825445;7
DADCA-NSN;40;16;28.74402;71;259200;13000;14248;0;4;222245;162685;2067;150;535420;70533;11.089513912703854;40.75258398441636;7
FPPWR;40;16;11.05975;71;259200;13000;13924;16;4;232685;219155;4699;626;210147;153885;4.266879304555326;7.187023528873772;7
TSPConcorde;40;4;8.28800;71;259200;13000;6027;203;4;238950;236845;1698;158;160088;61235;3.1975314595717115;13.534745722560425;8
DADCA-lkh-cutted;40;4;8.26206;71;259200;13000;5881;47;4;248345;230090;1800;158;160703;63183;3.1875217311575983;13.076391319121432;8
DADCA-lkh;40;4;8.85041;71;259200;13000;5587;31;4;248340;228840;3437;158;169310;59933;3.414508137574304;14.767165155411202;8
DADCA-parted-nsn;40;4;6.92993;71;259200;13000;5760;0;4;250390;234590;2136;223;133850;76982;2.673583575055252;9.002011673564228;8
DADCA-NSN;40;4;7.89988;71;259200;13000;5834;0;4;248445;231355;2641;157;150936;67645;3.0477948531092824;11.678445205498203;8
FPPWR;40;4;2.83560;71;259200;13000;5571;16;4;252415;251445;4825;842;53602;155751;1.0939814517127717;1.820598213070545;8
TSPConcorde;40;8;16.28241;71;259200;13000;7663;187;4;219460;215170;1700;158;314579;61235;6.281792981252857;26.59003414290423;8
DADCA-lkh-cutted;40;8;16.25984;71;259200;13000;7704;46;4;238220;201250;1800;158;315820;63183;6.273085633859169;25.73451397205414;8
DADCA-lkh;40;8;17.47251;71;259200;13000;7490;47;4;237595;199660;3426;158;333706;59933;6.740938107281667;29.15340726156555;8
DADCA-parted-nsn;40;8;13.54225;71;259200;13000;7468;0;4;242240;210915;2138;223;261454;76982;5.224631701531776;17.591443935426938;8
DADCA-NSN;40;8;15.48148;71;259200;13000;8256;0;4;238495;204980;2298;157;292591;67645;5.972793781435758;22.886364818510586;8
FPPWR;40;8;5.43036;71;259200;13000;7818;15;4;246145;244295;4834;842;102895;155751;2.0950473203398863;3.486566798493098;8
TSPConcorde;40;12;24.23143;71;259200;13000;9502;187;4;199330;193810;1698;158;468444;61235;9.34854678093088;39.5712145932438;8
DADCA-lkh-cutted;40;12;24.25757;71;259200;13000;9518;31;4;228070;173230;1805;158;470187;63183;9.35863093111759;38.392560298587895;8
DADCA-lkh;40;12;26.03342;71;259200;13000;9411;31;4;227360;170030;3426;158;501640;59933;10.043757769633057;43.43753881649322;8
DADCA-parted-nsn;40;12;20.14217;71;259200;13000;9700;16;4;234240;188305;2134;223;388414;76982;7.770898229119037;26.164776454075685;8
DADCA-NSN;40;12;22.84389;71;259200;13000;11029;0;4;228455;178070;2207;157;426619;67645;8.813230970650434;33.77026339851567;8
FPPWR;40;12;7.96687;71;259200;13000;10584;0;4;240060;237595;4826;842;150919;155751;3.07363781364312;5.115131981793355;8
TSPConcorde;40;16;32.35248;71;259200;13000;11063;187;4;178860;172250;1942;223;622164;59933;12.481666196321065;53.98107683724192;8
DADCA-lkh-cutted;40;16;32.25367;71;259200;13000;11872;46;4;219765;144345;1802;158;624284;63183;12.443543643308946;51.048011527557705;8
DADCA-lkh;40;16;34.65138;71;259200;13000;11772;31;4;216840;140145;3423;158;665410;59933;13.368587671229616;57.81686090105145;8
DADCA-parted-nsn;40;16;26.79239;71;259200;13000;12075;0;4;228150;163955;2131;158;516791;76982;10.336570233910608;34.8034476193088;8
DADCA-NSN;40;16;30.33420;71;259200;13000;14651;0;4;218310;151740;2063;158;553031;67645;11.703009795096023;44.843227716592345;8
FPPWR;40;16;10.56101;71;259200;13000;14322;16;4;233820;230385;4835;842;200695;155751;4.074461811509298;6.780698047159955;8
TSPConcorde;40;4;7.59129;71;259200;13000;5853;203;4;240580;238480;1978;51;146428;68918;2.928738622399407;11.014960546242293;9
DADCA-lkh-cutted;40;4;7.63272;71;259200;13000;5783;78;4;250170;232840;1918;51;147866;68497;2.944720698064319;11.143139187676416;9
DADCA-lkh;40;4;7.71899;71;259200;13000;5744;78;4;249140;232460;3885;150;148393;68918;2.9780058358577186;11.200254108568453;9
DADCA-parted-nsn;40;4;6.47290;71;259200;13000;5616;0;4;251510;236410;2210;51;124558;82474;2.497259790333027;7.848409652185182;9
DADCA-NSN;40;4;7.84423;71;259200;13000;5803;0;4;248620;231375;2452;51;148914;67288;3.0263241717154417;11.65769862841283;9
FPPWR;40;4;2.73534;71;259200;13000;5835;16;4;252775;250285;4950;603;51762;163187;1.0553007354061883;1.676199394665531;9
TSPConcorde;40;8;14.87177;71;259200;13000;7726;187;4;222440;219105;1973;51;286520;68918;5.737565163704087;21.578932795961858;9
DADCA-lkh-cutted;40;8;14.98891;71;259200;13000;7492;78;4;241855;207195;1918;150;289523;68497;5.78275778511279;21.88257614057893;9
