Strategy;nPOIs;nUAV;SucessTax;V2V_range;ctRounds;dimX;simumationTimeMS;pathTime;TSP_threads;maxData;minData;globalAvgDelay;GSglobalAvgDelay;nMsgs;tourSize;throughput;TaxPerPathSize;mapName
DADCA-lkh-cutted;40;12;23.55903;71;259200;13000;9350;78;4;230300;176675;1832;28;457067;65528;9.089131087105622;35.95261228448568;51
DADCA-lkh;40;12;23.70809;71;259200;13000;9077;78;4;228355;176470;3731;123;455789;65961;9.146640511878905;35.942590632025166;51
DADCA-parted-nsn;40;12;20.85643;71;259200;13000;9547;0;4;232315;183050;2079;123;403409;72721;8.046463447597544;28.68006938322195;51
DADCA-NSN;40;12;20.67327;71;259200;13000;10705;15;4;230755;188625;2181;28;381451;73037;7.975799974517986;28.305206311801715;51
FPPWR;40;12;7.17839;71;259200;13000;11175;16;4;242310;233700;5489;634;134469;175366;2.769438818158436;4.093373525464838;51
TSPConcorde;40;16;31.19941;71;259200;13000;11460;234;4;182245;175300;1933;123;603167;64043;12.036810050630619;48.71634940779565;51
DADCA-lkh-cutted;40;16;31.35378;71;259200;13000;11608;78;4;221835;150085;1829;123;608204;65528;12.096366074150282;47.84791366163706;51
DADCA-lkh;40;16;31.41368;71;259200;13000;11253;78;4;218560;149735;3727;123;603170;65961;12.11947403454123;47.62462166663766;51
DADCA-parted-nsn;40;16;27.62172;71;259200;13000;11827;0;4;224475;159235;2090;28;532753;72721;10.656528039742415;37.983141979637715;51
DADCA-NSN;40;16;26.78062;71;259200;13000;14401;0;4;221850;164405;1977;28;457472;73037;10.332030505782274;36.66720028340109;51
FPPWR;40;16;9.50492;71;259200;13000;15527;16;4;236810;225770;5487;634;178973;175366;3.667021211991312;5.4200466347419;51
TSPConcorde;40;4;7.59216;71;259200;13000;5867;203;4;240675;238340;1949;194;146749;66481;2.9290735203760847;11.420042666047157;52
DADCA-lkh-cutted;40;4;7.57504;71;259200;13000;5757;78;4;250335;232735;1927;194;146361;69360;2.9224685880582246;10.921335900009975;52
DADCA-lkh;40;4;7.97193;71;259200;13000;5772;62;4;249535;230795;3769;39;154018;66481;3.075591385173753;11.99129506230407;52
DADCA-parted-nsn;40;4;5.90963;71;259200;13000;5729;15;4;251755;237750;2437;145;114381;90140;2.2799482143537584;6.55605255336692;52
DADCA-NSN;40;4;7.20978;71;259200;13000;5835;0;4;249175;233850;2788;39;136924;73921;2.781550961648375;9.7533584402167;52
FPPWR;40;4;2.83150;71;259200;13000;5649;16;4;252770;249540;4996;729;53770;161806;1.0923999890451133;1.7499355843447917;52
TSPConcorde;40;8;14.79620;71;259200;13000;7587;188;4;222840;219090;1994;39;285729;69582;5.708410434289743;21.264407239916952;52
DADCA-lkh-cutted;40;8;14.87100;71;259200;13000;7538;78;4;241940;207895;1927;194;287395;69360;5.737267476613702;21.440307525061588;52
DADCA-lkh;40;8;15.68875;71;259200;13000;7585;78;4;240015;204030;3756;39;302645;66481;6.052759976089774;23.59885359429716;52
DADCA-parted-nsn;40;8;11.51548;71;259200;13000;7458;0;4;244610;217290;2429;145;221295;90140;4.442700742312531;12.7751057511361;52
DADCA-NSN;40;8;14.07899;71;259200;13000;8096;0;4;240585;209560;2337;39;269105;73921;5.431710283779149;19.045999182310243;52
FPPWR;40;8;5.35913;71;259200;13000;8021;16;4;246660;241140;4988;729;101413;161806;2.0675670808089466;3.3120736397023536;52
TSPConcorde;40;12;22.01828;71;259200;13000;9210;202;4;205325;199720;1994;39;424921;69582;8.49470578394109;31.643639722881353;52
DADCA-lkh-cutted;40;12;22.14400;71;259200;13000;9463;78;4;234290;181865;1927;194;428822;69360;8.543210174230303;31.926183350064797;52
DADCA-lkh;40;12;23.41831;71;259200;13000;9224;78;4;230620;177610;3755;39;448496;66481;9.034840403997107;35.22556268281238;52
DADCA-parted-nsn;40;12;17.23592;71;259200;13000;9706;0;4;238360;196820;2420;145;332029;90140;6.649659803193111;19.121276026044534;52
DADCA-NSN;40;12;20.83300;71;259200;13000;10891;0;4;231450;187305;2107;39;383975;73921;8.037421202227174;28.18278399395684;52
FPPWR;40;12;7.90654;71;259200;13000;11014;15;4;240375;232175;4990;729;148892;161806;3.0503624042638307;4.886431499358398;52
TSPConcorde;40;16;29.32075;71;259200;13000;11520;188;4;186745;180355;1993;39;566648;69582;11.312016407321673;42.13840724293319;52
DADCA-lkh-cutted;40;16;29.40471;71;259200;13000;11394;78;4;226375;156440;1926;194;569822;69360;11.344408483843928;42.39432928218492;52
DADCA-lkh;40;16;31.17501;71;259200;13000;11655;63;4;221535;149900;3755;39;596215;66481;12.027395696397269;46.893111783910776;52
DADCA-parted-nsn;40;16;22.88064;71;259200;13000;12655;16;4;230675;174575;2415;39;441054;90140;8.827408318329905;25.383450589206916;52
DADCA-NSN;40;16;27.55030;71;259200;13000;14074;0;4;221865;163515;2047;39;506180;73921;10.62897337843888;37.26992193952135;52
FPPWR;40;16;10.39198;71;259200;13000;8455;31;4;234470;224225;4984;729;195677;161806;4.009249733272368;6.422490704078944;52
TSPConcorde;40;4;7.78072;71;259200;13000;6444;655;4;240100;237965;1865;34;150299;67330;3.0018208030883256;11.556096125954165;53
DADCA-lkh-cutted;40;4;7.73042;71;259200;13000;6152;374;4;249415;232230;1890;268;149988;67693;2.982415325884013;11.419822617835466;53
DADCA-lkh;40;4;7.87047;71;259200;13000;5597;93;4;249540;232350;3803;268;149950;67330;3.0364455327884468;11.689390793090233;53
DADCA-parted-nsn;40;4;6.40977;71;259200;13000;5679;15;4;250980;236260;2257;105;123108;81125;2.4729052652511037;7.901103787403218;53
DADCA-NSN;40;4;7.34172;71;259200;13000;5913;0;4;250025;233780;2687;34;142005;72118;2.832455454103797;10.180155491052222;53
FPPWR;40;4;2.66570;71;259200;13000;5694;16;4;252930;249945;5096;143;50156;167377;1.0284344754991637;1.5926334923518954;53
TSPConcorde;40;8;15.29061;71;259200;13000;7646;218;4;221740;217785;1867;34;295915;67330;5.899153437452371;22.709944615886744;53
DADCA-lkh-cutted;40;8;15.19854;71;259200;13000;7602;94;4;239005;206070;1894;268;295091;67693;5.863635646481101;22.45216432375432;53
DADCA-lkh;40;8;15.47685;71;259200;13000;7442;94;4;240370;205445;3796;268;295626;67330;5.971007658893459;22.98656149094289;53
DADCA-parted-nsn;40;8;12.53675;71;259200;13000;7544;0;4;243700;214035;2265;34;241846;81125;4.836708211877003;15.453618101923194;53
DADCA-NSN;40;8;14.37080;71;259200;13000;8089;0;4;240915;210415;2199;34;270277;72118;5.544291820273207;19.926792753748238;53
FPPWR;40;8;5.03482;71;259200;13000;7911;16;4;247380;241075;5104;143;94959;167377;1.9424454756325242;3.008070805928833;53
TSPConcorde;40;12;22.75294;71;259200;13000;9578;219;4;202815;198065;1862;34;439509;67330;8.778141104871588;33.793170568583335;53
DADCA-lkh-cutted;40;12;22.62307;71;259200;13000;9677;93;4;229820;180150;1891;268;438142;67693;8.728036646471578;33.420103980698634;53
DADCA-lkh;40;12;23.12982;71;259200;13000;9562;94;4;230865;180005;3793;268;443725;67330;8.92354264308032;34.35292222020525;53
DADCA-parted-nsn;40;12;18.64381;71;259200;13000;9691;0;4;235255;193110;2269;34;359630;81125;7.192827110482394;22.98158135022541;53
DADCA-NSN;40;12;21.16098;71;259200;13000;10520;0;4;232055;187635;2053;34;393676;72118;8.163956821082916;29.342156022417313;53
FPPWR;40;12;7.40673;71;259200;13000;10717;16;4;241545;232980;5099;143;139238;167377;2.8575355914685274;4.425179237939754;53
TSPConcorde;40;16;30.29663;71;259200;13000;11925;234;4;185450;177335;1865;34;586065;67330;11.688516154883022;44.9972283877273;53
DADCA-lkh-cutted;40;16;30.15678;71;259200;13000;12074;93;4;220550;152875;1891;268;583021;67693;11.634560369751181;44.54933372489779;53
DADCA-lkh;40;16;30.68601;71;259200;13000;12238;78;4;222080;154130;3790;268;590311;67330;11.83873650286732;45.57553098979964;53
DADCA-parted-nsn;40;16;24.66879;71;259200;13000;12628;0;4;228375;170995;2277;105;475908;81125;9.517279544848346;30.408368049610985;53
DADCA-NSN;40;16;27.87838;71;259200;13000;14526;0;4;222860;166260;1996;34;514776;72118;10.755546208180919;38.65661245681375;53
FPPWR;40;16;9.80117;71;259200;13000;14873;15;4;236025;224570;5104;143;184484;167377;3.781314449255069;5.8557430545828515;53
TSPConcorde;40;4;7.72902;71;259200;13000;5930;187;4;240500;238355;2035;47;149883;68374;2.9818757680326917;11.304036608565736;54
DADCA-lkh-cutted;40;4;7.71914;71;259200;13000;5725;78;4;249690;231730;1908;39;149966;68529;2.978061652187166;11.264042671670582;54
DADCA-lkh;40;4;7.80204;71;259200;13000;5977;62;4;249355;232220;3862;47;150397;68521;3.0100444089601455;11.386341571233194;54
DADCA-parted-nsn;40;4;6.86767;71;259200;13000;5649;0;4;250330;234645;2131;39;132285;76406;2.6495639479500097;8.988390640900485;54
DADCA-NSN;40;4;7.49957;71;259200;13000;5839;0;4;249745;232855;2925;39;142264;70901;2.893351069530178;10.577517908382422;54
FPPWR;40;4;2.84963;71;259200;13000;5756;0;4;252575;249610;4603;77;54293;161682;1.0993956356691064;1.7624927250122608;54
TSPConcorde;40;8;15.19560;71;259200;13000;7769;187;4;222120;218120;2036;47;293865;68374;5.862500714449015;22.224239991593073;54
DADCA-lkh-cutted;40;8;15.10253;71;259200;13000;7537;78;4;239375;205795;1908;39;293102;68529;5.826592209171619;22.038154658863895;54
DADCA-lkh;40;8;15.34799;71;259200;13000;7582;78;4;239460;206435;3855;47;294882;68521;5.921293914799571;22.398963569067128;54
DADCA-parted-nsn;40;8;13.42872;71;259200;13000;7560;0;4;241585;211040;2140;39;258281;76406;5.180834488359243;17.575482283887595;54
DADCA-NSN;40;8;14.69218;71;259200;13000;8145;0;4;240570;207435;2194;39;279008;70901;5.668278493417542;20.722102445576606;54
FPPWR;40;8;5.39246;71;259200;13000;8052;16;4;246925;241075;4611;77;102334;161682;2.080423442024843;3.3352244292675706;54
TSPConcorde;40;12;22.57933;71;259200;13000;9422;188;4;204020;198485;2035;47;436434;68374;8.711161509535515;33.02327000426486;54
DADCA-lkh-cutted;40;12;22.57779;71;259200;13000;9604;68;4;231190;177075;1910;47;437260;68529;8.710566135354746;32.94632553056297;54
DADCA-lkh;40;12;22.84910;71;259200;13000;9612;62;4;229255;179705;3854;47;437575;68521;8.815240358510518;33.34613185630575;54
DADCA-parted-nsn;40;12;20.01008;71;259200;13000;9610;0;4;234585;188530;2136;47;386467;76406;7.7199379203341705;26.189146257500944;54
DADCA-NSN;40;12;21.64540;71;259200;13000;10724;0;4;231840;184745;2084;39;403712;70901;8.350848497513716;30.529046565712125;54
FPPWR;40;12;7.95047;71;259200;13000;11016;16;4;240395;232575;4618;77;150873;161682;3.0673119629724908;4.917351720058321;54
TSPConcorde;40;16;30.02426;71;259200;13000;12030;203;4;185495;178685;2034;47;581135;68374;11.583432611977978;43.911804677577614;54
DADCA-lkh-cutted;40;16;29.95004;71;259200;13000;11847;78;4;222460;151085;1909;47;579549;68529;11.554798834971804;43.70418155853276;54
DADCA-lkh;40;16;30.41011;71;259200;13000;11798;78;4;220305;153625;3849;47;583431;68521;11.732294762612408;44.38071251833943;54
DADCA-parted-nsn;40;16;26.67810;71;259200;13000;11984;0;4;226945;164405;2132;47;514435;76406;10.292475333647692;34.91623179438109;54
DADCA-NSN;40;16;28.60701;71;259200;13000;14063;16;4;222725;162800;2015;39;533756;70901;11.0366558487178;40.34782578507572;54
FPPWR;40;16;10.52585;71;259200;13000;15070;15;4;233955;224160;4613;77;199060;161682;4.060898443453742;6.510216824032421;54
TSPConcorde;40;4;7.73852;71;259200;13000;6042;219;4;240195;238005;1946;146;149521;65392;2.9855410403330285;11.834050612526319;55
DADCA-lkh-cutted;40;4;8.00005;71;259200;13000;6025;47;4;248910;230435;1831;146;154816;65140;3.0864383585295685;12.281314438607064;55
DADCA-lkh;40;4;8.02228;71;259200;13000;5922;47;4;249435;231865;3737;146;153699;65939;3.0950154678212165;12.166214368723507;55
DADCA-parted-nsn;40;4;6.42641;71;259200;13000;5649;0;4;251070;236015;2238;119;124425;82284;2.4793241431374784;7.810033759919722;55
DADCA-NSN;40;4;6.81887;71;259200;13000;5882;0;4;249980;236620;2570;119;130065;78521;2.6307352394833114;8.684130029852833;55
FPPWR;40;4;2.90090;71;259200;13000;5712;15;4;252400;249005;4202;186;55194;156905;1.1191732217363974;1.8488238046848362;55
TSPConcorde;40;8;15.20476;71;259200;13000;7732;187;4;221440;217960;1949;146;293304;65392;5.8660357486473105;23.251719874745884;55
DADCA-lkh-cutted;40;8;15.68851;71;259200;13000;7585;47;4;239220;202795;1829;146;303382;65140;6.05266694887403;24.084299557079344;55
DADCA-lkh;40;8;15.77185;71;259200;13000;7614;47;4;239680;205170;3730;146;300946;65939;6.084817154635343;23.918843271530974;55
DADCA-parted-nsn;40;8;12.52373;71;259200;13000;7458;15;4;243675;214090;2235;119;242139;82284;4.831684742226792;15.22012402393156;55
DADCA-NSN;40;8;13.28106;71;259200;13000;8149;0;4;241545;214365;2193;119;246657;78521;5.123864621437282;16.914019305364725;55
FPPWR;40;8;5.52768;71;259200;13000;7943;15;4;246015;239460;4206;186;104916;156905;2.1325931046143882;3.522947851987186;55
TSPConcorde;40;12;22.69657;71;259200;13000;9706;203;4;202875;197705;1949;146;439092;65392;8.756391341830515;34.708475590324035;55
DADCA-lkh-cutted;40;12;23.28699;71;259200;13000;9688;47;4;229415;175995;1841;146;450488;65140;8.98417778230262;35.74913848899047;55
DADCA-lkh;40;12;23.50420;71;259200;13000;9410;47;4;230655;177840;3734;146;451068;65939;9.067976698245314;35.64536253484562;55
DADCA-parted-nsn;40;12;18.65066;71;259200;13000;9752;0;4;235185;191660;2244;258;360019;82284;7.19546908340954;22.66619982523641;55
DADCA-NSN;40;12;19.62336;71;259200;13000;10555;15;4;233025;193875;2024;120;368371;78521;7.570740871723058;24.991225709690614;55
FPPWR;40;12;8.14955;71;259200;13000;10686;0;4;239520;230440;4211;186;154725;156905;3.1441152322911887;5.193936893087385;55
TSPConcorde;40;16;30.15442;71;259200;13000;11766;187;4;184190;177625;1946;146;581979;65392;11.633648703036886;46.113312696157955;55
DADCA-lkh-cutted;40;16;31.06289;71;259200;13000;11843;47;4;219770;147520;1837;146;601263;65140;11.984138041076054;47.68634602773892;55
DADCA-lkh;40;16;31.26548;71;259200;13000;11970;47;4;221190;151330;3731;146;600168;65939;12.062299507744624;47.415763545207035;55
DADCA-parted-nsn;40;16;24.64072;71;259200;13000;12203;0;4;228240;170770;2249;258;475336;82284;9.50645117693568;29.945945081203252;55
DADCA-NSN;40;16;25.94666;71;259200;13000;13993;16;4;224725;173255;1851;119;473983;78521;10.01028657740817;33.04423378286315;55
FPPWR;40;16;10.78805;71;259200;13000;14659;15;4;233385;220835;4211;186;203912;156905;4.162056237854365;6.875529631636031;55
TSPConcorde;40;4;7.33488;71;259200;13000;5913;281;4;241465;239090;1859;129;141428;69946;2.8298134811766507;10.48648463559014;56
DADCA-lkh-cutted;40;4;7.35397;71;259200;13000;5772;94;4;250210;233635;2005;129;141239;71466;2.8371812366636178;10.29017122188467;56
DADCA-lkh;40;4;7.82509;71;259200;13000;5806;94;4;248830;232275;3831;129;149577;68061;3.0189378107853235;11.497166961336974;56
DADCA-parted-nsn;40;4;6.58859;71;259200;13000;5632;0;4;250880;236320;2252;223;126976;80543;2.5418942484472624;8.180214161348974;56
DADCA-NSN;40;4;6.44459;71;259200;13000;5885;0;4;250965;237045;2822;129;124776;82703;2.4863383952046183;7.792449028899037;56
FPPWR;40;4;2.65345;71;259200;13000;5741;16;4;252980;250560;4506;666;50674;169936;1.0237086929393386;1.561442503118095;56
TSPConcorde;40;8;14.46764;71;259200;13000;7675;249;4;223775;219965;2190;223;279198;68061;5.581651550116219;21.256873713141506;56
DADCA-lkh-cutted;40;8;14.38633;71;259200;13000;7677;93;4;242040;207990;2008;223;278479;71466;5.550282772967155;20.130317839995058;56
DADCA-lkh;40;8;15.38209;71;259200;13000;7712;78;4;238920;206240;3833;129;293407;68061;5.934447963105852;22.600445365731282;56
DADCA-parted-nsn;40;8;12.86970;71;259200;13000;7452;0;4;243030;214420;2263;223;248335;80543;4.965160191377076;15.9786638392528;56
DADCA-NSN;40;8;12.54721;71;259200;13000;8211;0;4;242560;214900;2366;129;236662;82703;4.840745593040314;15.17141165031558;56
FPPWR;40;8;5.05474;71;259200;13000;8131;16;4;247290;242450;4500;666;95768;169936;1.9501295236530272;2.9744937654815025;56
TSPConcorde;40;12;21.60542;71;259200;13000;9688;234;4;206090;201225;2191;223;417230;68061;8.335424585143269;31.744200826745644;56
DADCA-lkh-cutted;40;12;21.49031;71;259200;13000;9563;94;4;233750;184600;2009;129;415546;71466;8.29101339234682;30.070672365828447;56
DADCA-lkh;40;12;22.92067;71;259200;13000;9551;78;4;229270;181070;3831;129;440671;68061;8.842850836143501;33.676656774487526;56
DADCA-parted-nsn;40;12;19.16628;71;259200;13000;9563;0;4;235235;192240;2261;223;367254;80543;7.394398481557689;23.79633346684073;56
DADCA-NSN;40;12;18.51485;71;259200;13000;10589;0;4;235370;194055;2116;129;343595;82703;7.143076155502209;22.387160556523614;56
FPPWR;40;12;7.43586;71;259200;13000;11297;15;4;241645;234500;4503;666;141794;169936;2.8687732791304676;4.375682809708462;56
TSPConcorde;40;16;28.66860;71;259200;13000;11434;265;4;188640;181680;2190;223;553256;68061;11.060414999618958;42.12191369361652;56
DADCA-lkh-cutted;40;16;28.55802;71;259200;13000;12192;93;4;226070;159285;2005;223;552353;71466;11.017752718478508;39.9602818771112;56
DADCA-lkh;40;16;30.47280;71;259200;13000;12044;94;4;220235;154365;3833;129;583774;68061;11.756481838705989;44.77277872191993;56
DADCA-parted-nsn;40;16;25.52228;71;259200;13000;12438;0;4;228595;170795;2247;129;491452;80543;9.846558677697763;31.68776938106676;56
DADCA-NSN;40;16;24.42921;71;259200;13000;13951;0;4;227480;173420;2059;129;458631;82703;9.42484770328456;29.538475323644338;56
FPPWR;40;16;9.80285;71;259200;13000;15150;15;4;235910;226860;4499;666;185392;169936;3.781965639765281;5.768556949835002;56
TSPConcorde;40;4;7.79152;71;259200;13000;5918;187;4;240250;237985;2024;166;150233;65350;3.005988422353683;11.922757445662963;57
DADCA-lkh-cutted;40;4;7.92785;71;259200;13000;5587;62;4;249575;232230;1853;99;153742;66088;3.05858601013565;11.995906879118154;57
DADCA-lkh;40;4;8.02387;71;259200;13000;5851;63;4;248985;231290;3783;166;155911;66691;3.095629447445132;12.031415824890589;57
DADCA-parted-nsn;40;4;6.74822;71;259200;13000;5788;0;4;250620;235805;2164;99;130232;78363;2.6034782652701574;8.611482030524927;57
DADCA-NSN;40;4;7.56949;71;259200;13000;5975;0;4;249030;232915;2666;99;146461;69942;2.9203289620960984;10.822528194436943;57
FPPWR;40;4;3.34939;71;259200;13000;5584;16;4;251295;248460;4192;219;63925;138781;1.2922038430212632;2.4134372580620647;57
TSPConcorde;40;8;15.25579;71;259200;13000;7744;171;4;221615;218045;1831;99;293991;66691;5.8857203074988576;22.87533105971876;57
DADCA-lkh-cutted;40;8;15.62862;71;259200;13000;7615;62;4;239230;204950;1854;99;302662;66088;6.029558988483083;23.648191650750743;57
DADCA-lkh;40;8;15.73216;71;259200;13000;7710;63;4;238795;205220;3766;166;304799;66691;6.069504874923795;23.58962474067337;57
DADCA-parted-nsn;40;8;13.17385;71;259200;13000;7551;0;4;242015;212895;2171;166;254610;78363;5.082504721317251;16.81131686848936;57
DADCA-NSN;40;8;14.84848;71;259200;13000;8260;16;4;239435;206895;2161;99;282982;69942;5.7285787346631585;21.229699008102294;57
FPPWR;40;8;6.39463;71;259200;13000;7741;16;4;243940;238375;4191;219;122285;138781;2.467063156102347;4.60771121451588;57
TSPConcorde;40;12;22.73881;71;259200;13000;9538;187;4;203495;198380;1830;99;439728;66691;8.772689710028956;34.095772635580595;57
DADCA-lkh-cutted;40;12;23.20149;71;259200;13000;9360;63;4;229975;178690;1863;166;448649;66088;8.951190331599607;35.106956390730815;57
DADCA-lkh;40;12;23.46610;71;259200;13000;9395;62;4;228765;179005;3770;166;448970;66691;9.053278398157675;35.18630341129192;57
DADCA-parted-nsn;40;12;19.58777;71;259200;13000;9937;0;4;234840;190290;2175;166;378290;78363;7.557010054679164;24.996197263668304;57
DADCA-NSN;40;12;21.97222;71;259200;13000;10922;0;4;229435;184830;2097;99;416693;69942;8.476937585733882;31.414918392699988;57
FPPWR;40;12;9.46200;71;259200;13000;10469;16;4;236510;229290;4196;219;180396;138781;3.6504623675887813;6.817935060844151;57
TSPConcorde;40;16;30.25955;71;259200;13000;11982;187;4;185490;177810;1831;99;583637;66691;11.67420856910151;45.372761858588284;57
DADCA-lkh-cutted;40;16;30.93904;71;259200;13000;11934;63;4;220240;152730;1857;166;598340;66088;11.936359263069651;46.81491830570835;57
DADCA-lkh;40;16;31.15225;71;259200;13000;12172;63;4;219785;152550;3764;166;596730;66691;12.018613927230987;46.71132131679345;57
DADCA-parted-nsn;40;16;26.05613;71;259200;13000;12116;0;4;226980;168770;2178;99;503917;78363;10.052520933356195;33.25055735392884;57
DADCA-NSN;40;16;28.86473;71;259200;13000;14293;0;4;219615;162770;1969;99;535999;69942;11.136083336905578;41.26952047304804;57
FPPWR;40;16;12.54659;71;259200;13000;13906;16;4;228985;219020;4193;219;239699;138781;4.840503722279378;9.040564377074777;57
TSPConcorde;40;4;7.79630;71;259200;13000;6006;234;4;239835;238150;1757;173;150811;65147;3.007830361225425;11.967237626132134;58
DADCA-lkh-cutted;40;4;8.02117;71;259200;13000;5571;94;4;249605;231015;1859;173;156146;65339;3.0945875426287905;12.276237638307633;58
DADCA-lkh;40;4;8.29871;71;259200;13000;5851;94;4;248200;231150;3648;173;159877;64256;3.201661867950769;12.915070284064356;58
DADCA-parted-nsn;40;4;6.40919;71;259200;13000;5639;0;4;250795;236855;2269;330;123227;81410;2.472681999933317;7.872732764804272;58
DADCA-NSN;40;4;7.33994;71;259200;13000;5632;0;4;249315;234005;2483;173;139977;73497;2.8317670527072836;9.98672081937668;58
FPPWR;40;4;3.08902;71;259200;13000;5711;16;4;251925;248845;5125;719;58112;148946;1.1917530554602958;2.073922038693947;58
TSPConcorde;40;8;15.35629;71;259200;13000;7710;265;4;221660;217610;2091;217;295790;64256;5.924494051021186;23.89860648071295;58
DADCA-lkh-cutted;40;8;15.77079;71;259200;13000;7349;78;4;240785;204440;1863;173;306820;65339;6.0844078348860675;24.136863294547954;58
DADCA-lkh;40;8;16.31535;71;259200;13000;7629;94;4;238710;204140;3640;173;313792;64256;6.294500498923564;25.39116237115581;58
DADCA-parted-nsn;40;8;12.54929;71;259200;13000;7490;0;4;242835;215820;2267;330;241393;81410;4.8415456270957185;15.414919869097286;58
DADCA-NSN;40;8;14.33734;71;259200;13000;8237;0;4;240435;209985;2110;173;272003;73497;5.531379642727863;19.507375857450807;58
FPPWR;40;8;5.88016;71;259200;13000;7809;16;4;245245;239535;5127;719;110691;148946;2.268580288589772;3.9478469432040404;58
TSPConcorde;40;12;22.88026;71;259200;13000;9251;266;4;202925;197525;2090;217;442163;64256;8.827259474784714;35.60796899689053;58
DADCA-lkh-cutted;40;12;23.43191;71;259200;13000;9552;94;4;232390;177305;1872;217;453721;65339;9.040087138965097;35.862051552973774;58
DADCA-lkh;40;12;24.34881;71;259200;13000;9752;94;4;227320;175810;3642;173;466861;64256;9.393832429555326;37.89344754950107;58
DADCA-parted-nsn;40;12;18.55695;71;259200;13000;9798;0;4;235625;193865;2273;173;358792;81410;7.159318707371208;22.79444059637166;58
DADCA-NSN;40;12;21.13927;71;259200;13000;10875;0;4;231115;186240;2009;173;395252;73497;8.155584371665904;28.762091910360997;58
FPPWR;40;12;8.67414;71;259200;13000;10628;15;4;238570;229945;5124;719;163463;148946;3.3465052428650335;5.82368213279052;58
TSPConcorde;40;16;30.44459;71;259200;13000;11345;265;4;184060;177495;2090;217;586610;64256;11.745597654463877;47.3801499009748;58
DADCA-lkh-cutted;40;16;31.15519;71;259200;13000;12123;93;4;223685;149385;1869;217;604093;65339;12.01974885926307;47.68237812517773;58
DADCA-lkh;40;16;32.31973;71;259200;13000;11985;94;4;218245;149075;3636;173;620833;64256;12.469033100422958;50.29839049473404;58
DADCA-parted-nsn;40;16;24.63194;71;259200;13000;12123;0;4;227950;173465;2284;173;475229;81410;9.50306498628258;30.256656976347433;58
DADCA-NSN;40;16;27.93036;71;259200;13000;14248;0;4;221440;161825;1939;173;515499;73497;10.77560287589544;38.00204451109703;58
FPPWR;40;16;11.47917;71;259200;13000;14261;15;4;231655;220840;5126;719;216303;148946;4.428690843621398;7.70693181869044;58
TSPConcorde;40;4;7.45443;71;259200;13000;5897;218;4;241120;238745;1957;86;144265;69953;2.8759363747427997;10.656336516422938;59
DADCA-lkh-cutted;40;4;7.54880;71;259200;13000;5883;94;4;249610;232760;1955;86;146774;69786;2.912347226985215;10.817075075725327;59
DADCA-lkh;40;4;7.59983;71;259200;13000;5836;93;4;249495;232275;3972;86;145880;70538;2.9320317858367613;10.774088277083111;59
DADCA-parted-nsn;40;4;6.46330;71;259200;13000;5713;0;4;251405;236850;2266;86;124704;82629;2.4935573071463977;7.822072807517292;59
DADCA-NSN;40;4;6.66073;71;259200;13000;5772;0;4;250755;236670;2891;57;125951;80921;2.5697279913980346;8.23115749150864;59
FPPWR;40;4;2.39714;71;259200;13000;5851;15;4;253680;249210;5607;128;45087;186946;0.924820762602879;1.2822608756895908;59
TSPConcorde;40;8;14.61208;71;259200;13000;7831;249;4;223595;220010;2045;57;282584;70538;5.637374852347202;20.71518276288518;59
DADCA-lkh-cutted;40;8;14.81689;71;259200;13000;7771;94;4;240790;206705;1949;86;286879;69786;5.716392169400626;21.23189250435105;59
DADCA-lkh;40;8;14.88166;71;259200;13000;7863;93;4;240050;206585;3963;86;284487;70538;5.741379279549611;21.09735900166236;59
DADCA-parted-nsn;40;8;12.65914;71;259200;13000;7568;16;4;244190;214860;2264;86;244139;82629;4.883928826588936;15.320460756536471;59
DADCA-NSN;40;8;12.97092;71;259200;13000;8127;0;4;242950;214055;2473;57;247096;80921;5.004213016546639;16.02911498731959;59
FPPWR;40;8;4.47622;71;259200;13000;7949;16;4;248810;240610;5607;128;83799;186946;1.7269386276387004;2.3943945967496023;59
TSPConcorde;40;12;21.78834;71;259200;13000;9831;219;4;205855;200315;2048;57;420758;70538;8.405995031007087;30.888796280544344;59
DADCA-lkh-cutted;40;12;22.06004;71;259200;13000;9487;93;4;230770;180695;1954;86;426153;69786;8.510818097708048;31.61098287516015;59
DADCA-lkh;40;12;22.17139;71;259200;13000;9581;94;4;230460;181235;3962;86;423760;70538;8.55377806593888;31.431842052388184;59
DADCA-parted-nsn;40;12;18.88103;71;259200;13000;9785;0;4;237575;195200;2268;86;364464;82629;7.2843472853318865;22.8503650819691;59
DADCA-NSN;40;12;19.20081;71;259200;13000;10656;0;4;235035;192370;2293;57;350593;80921;7.407719978852307;23.72784590549447;59
FPPWR;40;12;6.56178;71;259200;13000;11293;0;4;244110;231800;5600;128;123177;186946;2.5315496220564717;3.509985033309284;59
TSPConcorde;40;16;28.94459;71;259200;13000;11866;202;4;188080;181375;1956;86;559769;69953;11.166893950760171;41.377194859935045;59
DADCA-lkh-cutted;40;16;29.39405;71;259200;13000;11967;93;4;222695;155635;1950;86;567795;69786;11.340296680908017;42.12026623809013;59
DADCA-lkh;40;16;29.46812;71;259200;13000;12067;94;4;220450;156880;3957;86;565058;70538;11.368874641584743;41.776238440255824;59
DADCA-parted-nsn;40;16;25.00077;71;259200;13000;12345;0;4;230210;172985;2266;86;481166;82629;9.645359415485448;30.256655175469;59
