;;;SucessTax;SucessTax;SucessTax;SucessTax;SucessTax;SucessTax;SucessTax;SucessTax;pathTime;pathTime;pathTime;pathTime;pathTime;pathTime;pathTime;pathTime;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;tourSize;tourSize;tourSize;tourSize;tourSize;tourSize;tourSize;tourSize;memory;memory;memory;memory;memory;memory;memory;memory;validRVZ;validRVZ;validRVZ;validRVZ;validRVZ;validRVZ;validRVZ;validRVZ;totRVZ;totRVZ;totRVZ;totRVZ;totRVZ;totRVZ;totRVZ;totRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;mapName;mapName;mapName;mapName;mapName;mapName;mapName;mapName
;;;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max
Strategy;nUAV;nPOIs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DADCA-Parted-NSN;4;500;196.0;0.9167746428571429;0.03849101823136378;0.7935399999999999;0.8960600000000001;0.92187;0.9403525000000001;1.05277;196.0;0.0006165816326530618;3.9530631095565e-05;0.00055;0.0005833333333333334;0.0006166666666666667;0.0006333333333333334;0.0007666666666666667;196.0;15019.285714285714;648.4477402188027;13529.0;14625.0;14853.0;15359.0;17866.0;196.0;272884.85204081633;7707.811255625995;252744.0;267910.5;271608.0;277463.75;297362.0;196.0;325066.1632653061;14.83633369428669;325056.0;325056.0;325056.0;325088.0;325088.0;196.0;623.5102040816327;8275.903772159825;25.0;28.0;30.0;35.0;115895.0;196.0;731.2091836734694;8279.739405171895;128.0;131.0;136.0;144.0;116056.0;196.0;91703.51020408163;11815.853946152958;63713.0;85489.0;87629.0;92955.25;157795.0;196.0;22925.494897959183;2953.9432289693445;15928.0;21371.5;21907.0;23238.25;39448.0;196.0;458509.89795918367;59078.86457938687;318560.0;427430.0;438140.0;464765.0;788960.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-Parted-NSN;8;16;200.0;16.99067625;1.91415334010434;13.1549;15.562550000000002;16.923045000000002;18.330322499999998;21.97543;200.0;0.000366250000000001;2.900920645562048e-05;0.0003333333333333334;0.00035;0.00036666666666666667;0.00036666666666666667;0.0005666666666666667;200.0;2656.56;4635.158406534596;977.0;1552.75;1762.0;1994.5;53159.0;200.0;48201.0;5202.116038342658;36958.0;44401.5;47972.0;51732.5;60547.0;200.0;3252.44;45996.44758804755;0.0;0.0;0.0;0.0;650488.0;200.0;2646.63;318.5774648425837;2010.0;2398.75;2624.0;2854.75;3494.0;200.0;3585.125;318.5129540292233;2932.0;3343.5;3563.0;3773.75;4445.0;200.0;252364.49;49047.348291851726;154700.0;216847.75;245186.5;282516.5;418798.0;200.0;31545.12;6130.902136770185;19337.0;27105.25;30648.0;35314.5;52349.0;200.0;630902.4;122618.04273540349;386740.0;542105.0;612960.0;706290.0;1046980.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-Parted-NSN;8;32;200.0;11.491002250000001;1.0430651507383717;8.75356;10.736385;11.419360000000001;12.220175000000001;15.11466;200.0;0.0003759166666666672;3.15563847100509e-05;0.00035;0.00036666666666666667;0.00036666666666666667;0.00038333333333333334;0.00055;200.0;3090.085;4625.4332479706345;1740.0;2136.0;2368.5;2529.5;49877.0;200.0;69397.875;5818.851291374497;54239.0;65196.75;69450.5;73245.5;87269.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;1724.28;226.71701441028986;1283.0;1594.0;1706.0;1820.5;3841.0;200.0;2680.33;233.96718642067742;2219.0;2550.75;2657.0;2795.0;4841.0;200.0;318242.2;50506.0146186899;203002.0;285344.0;314496.5;345149.75;564697.0;200.0;39779.85;6313.270009954664;25375.0;35668.0;39312.0;43143.25;70587.0;200.0;795597.0;126265.40019909327;507500.0;713360.0;786240.0;862865.0;1411740.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-Parted-NSN;8;48;200.0;9.099448899999997;0.7729385073675967;7.17773;8.570530000000002;9.136505;9.621569999999998;11.92403;200.0;0.00039391666666666687;5.393964149512967e-05;0.00035;0.00036666666666666667;0.00038333333333333334;0.00038333333333333334;0.0006500000000000001;200.0;3085.24;2685.5825869925857;2091.0;2541.75;2767.0;2952.0;31693.0;200.0;84710.245;6442.368372439285;65922.0;80320.0;84007.5;88648.0;102429.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;4018.315;22185.733532557882;980.0;1244.25;1338.5;1415.75;224068.0;200.0;4969.735;22250.1053946976;1919.0;2183.0;2273.5;2360.25;225440.0;200.0;365280.905;47940.52832684743;261616.0;332914.75;366644.0;395281.75;553363.0;200.0;45659.67;5992.579355985948;32702.0;41614.0;45830.5;49409.75;69170.0;200.0;913193.4;119851.58711971909;654040.0;832280.0;916610.0;988195.0;1383400.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-Parted-NSN;8;50;201.0;8.879958308457711;0.7117574640487615;7.149610000000001;8.4534;8.90783;9.39282;10.6598;201.0;0.0003961857379767831;5.4968079585841856e-05;0.00035;0.00036666666666666667;0.00038333333333333334;0.0004;0.0006000000000000001;201.0;3165.07960199005;2589.0724929271178;2207.0;2606.0;2822.0;3056.0;28024.0;201.0;86582.65671641791;6358.811538846481;72822.0;81856.0;85910.0;90292.0;102862.0;201.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;201.0;1302.5870646766168;200.6658756038026;1024.0;1218.0;1304.0;1372.0;3640.0;201.0;2244.0696517412935;210.43777019436916;1956.0;2148.0;2236.0;2313.0;4698.0;201.0;374962.0248756219;48531.723785214745;256114.0;342580.0;376903.0;403727.0;551183.0;201.0;46869.845771144275;6066.43004007254;32014.0;42822.0;47112.0;50465.0;68897.0;201.0;937396.9154228856;121328.60080145083;640280.0;856440.0;942240.0;1009300.0;1377940.0;201.0;100.0049751243781;58.15930686592113;1.0;50.0;100.0;150.0;200.0
DADCA-Parted-NSN;8;80;198.0;6.613144040404037;0.40919070201567337;5.32492;6.3528675;6.605855;6.8602075;7.7409300000000005;198.0;0.00042979797979797956;6.983877684031415e-05;0.00035;0.00038333333333333334;0.0004166666666666667;0.00043333333333333337;0.0009000000000000001;198.0;3594.121212121212;719.7178137478152;2968.0;3334.5;3549.0;3733.0;12576.0;198.0;109868.06565656565;5847.829210732888;95896.0;106120.25;109435.5;113590.75;131350.0;198.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;198.0;934.7373737373738;66.07557369219742;718.0;893.25;939.0;974.0;1130.0;198.0;1868.6969696969697;69.70124128346589;1647.0;1827.25;1865.0;1916.75;2110.0;198.0;439038.5;47394.4806195345;329695.0;409596.0;437522.0;471549.5;578893.0;198.0;54879.36363636364;5924.285645993171;41211.0;51199.0;54689.5;58943.25;72361.0;198.0;1097587.2727272727;118485.71291986342;824220.0;1023980.0;1093790.0;1178865.0;1447220.0;198.0;100.44444444444444;57.86501397282797;1.0;51.25;100.5;149.75;200.0
DADCA-Parted-NSN;8;250;196.0;2.985121479591836;0.15004219424447587;2.5821099999999997;2.8733725000000003;2.97309;3.1024425;3.3340099999999997;196.0;0.0005673469387755105;8.376532023320712e-05;0.0004166666666666667;0.0005;0.0005666666666666667;0.0006166666666666667;0.00095;196.0;7566.066326530612;2111.655989050075;6235.0;7006.75;7275.0;7564.5;34020.0;196.0;193238.89285714287;7376.426238014704;177473.0;187458.5;193290.5;198448.5;214725.0;196.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;196.0;911.295918367347;7240.70723519667;308.0;349.0;372.0;394.25;101671.0;196.0;1801.392857142857;7253.405228509874;1188.0;1233.0;1254.5;1280.25;102737.0;196.0;601650.3928571428;70409.24796603288;422580.0;553847.0;614332.5;648383.25;784053.0;196.0;75205.87755102041;8801.142331760333;52822.0;69230.5;76791.5;81047.75;98006.0;196.0;1504117.551020408;176022.84663520672;1056440.0;1384610.0;1535830.0;1620955.0;1960120.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-Parted-NSN;8;320;196.0;2.4327141836734696;0.12321298617808085;2.014;2.358;2.4427399999999997;2.5034175000000003;2.78169;196.0;0.000614200680272109;9.42862615763398e-05;0.00046666666666666666;0.00055;0.0006000000000000001;0.0006666666666666668;0.0009833333333333335;196.0;9223.719387755102;1192.6310486855748;6866.0;8702.0;8976.5;9389.5;17387.0;196.0;219086.44897959183;7646.383023763684;197531.0;214203.5;218523.5;224594.25;236946.0;196.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;196.0;1479.704081632653;15812.999088357452;238.0;273.0;287.5;302.0;221575.0;196.0;2360.6071428571427;15834.326911241025;1089.0;1140.75;1159.5;1180.0;222750.0;196.0;626554.6530612245;86673.21760197332;399614.0;572507.0;638324.5;687019.75;863823.0;196.0;78318.89795918367;10834.166572127791;49951.0;71563.25;79790.0;85877.25;107977.0;196.0;1566377.9591836734;216683.33144255576;999020.0;1431265.0;1595800.0;1717545.0;2159540.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-Parted-NSN;8;500;196.0;1.6269168367346936;0.09547587232972488;1.03551;1.5867499999999999;1.6424750000000001;1.685575;1.88888;196.0;0.0008335034013605447;0.00014478582075433123;0.0005833333333333334;0.0007166666666666667;0.000825;0.0009375;0.0013166666666666667;196.0;14050.05612244898;1697.1069264813707;11394.0;13336.0;13788.5;14272.0;29079.0;196.0;272884.85204081633;7707.811255625995;252744.0;267910.5;271608.0;277463.75;297362.0;196.0;325069.71428571426;12.629635478021237;325056.0;325056.0;325080.0;325080.0;325104.0;196.0;6457.122448979592;39784.28578600952;118.0;150.0;158.0;173.0;416327.0;196.0;7336.408163265306;39846.63321706255;954.0;1004.0;1021.0;1045.5;418243.0;196.0;637328.3214285715;193546.29397622694;296799.0;518938.75;679448.5;720204.0;2637382.0;196.0;79665.61224489796;24193.282251593835;37099.0;64866.75;84930.5;90024.75;329672.0;196.0;1593312.2448979593;483865.64503187675;741980.0;1297335.0;1698610.0;1800495.0;6593440.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-Parted-NSN;16;16;200.0;33.36140404999999;3.821061894552495;25.805120000000002;30.496325000000002;33.076295;35.92608;47.737629999999996;200.0;0.00036550000000000124;3.37292236027818e-05;0.0003333333333333334;0.00035;0.00036666666666666667;0.00036666666666666667;0.0005833333333333334;200.0;3916.345;9102.926477139978;850.0;1410.25;1600.0;1830.25;66967.0;200.0;48201.0;5202.116038342658;36958.0;44401.5;47972.0;51732.5;60547.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;11936.055;5592.255020386696;8663.0;10385.5;11377.0;12335.75;67996.0;200.0;19260.33;5600.971962590835;15634.0;17807.25;18665.5;19651.75;75162.0;200.0;1100868.52;251276.5568224628;732442.0;944727.5;1046203.5;1216171.0;2142205.0;200.0;68803.77;15704.750552193855;45777.0;59045.25;65387.0;76010.25;133887.0;200.0;1376075.4;314095.0110438773;915540.0;1180905.0;1307740.0;1520205.0;2677740.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-Parted-NSN;16;32;200.0;22.643353900000008;2.0989206380810597;17.16761;21.1610425;22.47697;24.1726375;29.82163;200.0;0.00037433333333333416;3.052856530910835e-05;0.00035;0.00036666666666666667;0.00036666666666666667;0.00036666666666666667;0.0006666666666666668;200.0;2736.655;2296.214574650896;1561.0;1896.75;2088.5;2428.25;22620.0;200.0;69397.875;5818.851291374497;54239.0;65196.75;69450.5;73245.5;87269.0;200.0;650141.32;39.69149371549071;650112.0;650112.0;650144.0;650144.0;650256.0;200.0;13970.735;48361.43397694392;5539.0;6837.25;7316.0;7833.25;417300.0;200.0;21551.06;48595.20320204083;12186.0;14366.25;14956.0;15485.75;426851.0;200.0;1399538.075;224967.7600705827;584496.0;1263907.5;1397523.5;1512443.75;2152029.0;200.0;87470.65;14060.462535101935;36531.0;78993.5;87344.5;94527.0;134501.0;200.0;1749413.0;281209.25070203864;730620.0;1579870.0;1746890.0;1890540.0;2690020.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-Parted-NSN;16;48;200.0;17.9085422;1.5713657048961516;13.859589999999999;16.878162500000002;17.993584999999996;18.922207500000003;23.445339999999998;200.0;0.0003919166666666669;4.799083001464068e-05;0.00035;0.00036666666666666667;0.00038333333333333334;0.00038333333333333334;0.0006500000000000001;200.0;2865.625;2717.682828099285;1137.0;2248.75;2428.0;2616.25;27840.0;200.0;84710.245;6442.368372439285;65922.0;80320.0;84007.5;88648.0;102429.0;200.0;650286.72;152.65437560698956;650112.0;650112.0;650240.0;650400.0;650584.0;200.0;10998.9;43658.09866917057;4471.0;5349.75;5738.0;6142.5;440877.0;200.0;19003.65;44387.576380131504;10702.0;12938.5;13291.0;13702.5;451765.0;200.0;1622849.17;224570.22224718903;893605.0;1474342.75;1613860.5;1752466.0;2500303.0;200.0;101427.635;14035.611613270294;55850.0;92146.0;100866.0;109529.0;156268.0;200.0;2028552.7;280712.232265405;1117000.0;1842920.0;2017320.0;2190580.0;3125360.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-Parted-NSN;16;50;201.0;17.43853432835821;1.4118505106514192;13.95174;16.53441;17.492520000000003;18.44174;21.052310000000002;201.0;0.0003824212271973468;3.1010706259430424e-05;0.00035;0.00036666666666666667;0.00038333333333333334;0.00038333333333333334;0.0005333333333333334;201.0;2762.3333333333335;3492.35218918902;1877.0;2305.0;2498.0;2645.0;51643.0;201.0;86582.65671641791;6358.811538846481;72822.0;81856.0;85910.0;90292.0;102862.0;201.0;650237.2935323383;145.35913596317306;650112.0;650112.0;650240.0;650360.0;650584.0;201.0;11090.36815920398;36034.25627793338;4383.0;5237.0;5562.0;5895.0;336072.0;201.0;18694.900497512437;36369.0493014328;11211.0;12734.0;13081.0;13505.0;347130.0;201.0;1620783.6616915422;219159.10974546545;1097219.0;1470771.0;1606568.0;1751985.0;2823434.0;201.0;101298.52736318408;13697.423960383849;68576.0;91923.0;100410.0;109499.0;176464.0;201.0;2025970.5472636817;273948.479207677;1371520.0;1838460.0;2008200.0;2189980.0;3529280.0;201.0;100.0049751243781;58.15930686592113;1.0;50.0;100.0;150.0;200.0
DADCA-Parted-NSN;16;80;198.0;12.969796565656562;0.8153501789594839;10.41288;12.435242500000001;12.99912;13.458012499999999;15.202179999999998;198.0;0.00043872053872053853;6.984102012899089e-05;0.00035;0.0003875;0.0004166666666666667;0.00048333333333333334;0.00075;198.0;3483.949494949495;3644.425612932402;2606.0;2944.0;3121.0;3280.75;52697.0;198.0;109868.06565656565;5847.829210732888;95896.0;106120.25;109435.5;113590.75;131350.0;198.0;650143.6767676767;10.688794153856598;650112.0;650144.0;650144.0;650144.0;650272.0;198.0;10190.318181818182;40170.46340493575;3073.0;3801.25;3999.5;4168.75;368510.0;198.0;17775.969696969696;40349.51793469815;9332.0;11348.25;11574.0;11830.5;376791.0;198.0;1902099.702020202;287871.2031977229;1220232.0;1746159.25;1907001.5;2056206.5;4423755.0;198.0;118880.75252525252;17991.962933131457;76264.0;109134.75;119187.0;128512.5;276484.0;198.0;2377615.0505050505;359839.2586626292;1525280.0;2182695.0;2383740.0;2570250.0;5529680.0;198.0;100.44444444444444;57.86501397282797;1.0;51.25;100.5;149.75;200.0
DADCA-Parted-NSN;16;250;196.0;5.75005913265306;0.3158761446561511;4.70035;5.5223875;5.73914;5.992005;6.46275;196.0;0.0005215986394557817;5.594101409492402e-05;0.0004166666666666667;0.0005;0.0005166666666666667;0.0005333333333333334;0.0007833333333333334;196.0;6322.2959183673465;2906.7432077990347;3795.0;5546.0;5780.0;6071.0;26754.0;196.0;193238.89285714287;7376.426238014704;177473.0;187458.5;193290.5;198448.5;214725.0;196.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;196.0;10312.010204081633;42992.408375527186;1321.0;1489.5;1584.5;1676.75;330019.0;196.0;17806.79591836735;43079.179443405264;6757.0;8853.5;9110.0;9309.25;337981.0;196.0;2660749.4591836734;434760.4779753883;1689479.0;2340973.25;2731503.5;2943383.5;4385958.0;196.0;166296.39285714287;27172.524892048114;105592.0;146310.5;170718.5;183961.0;274122.0;196.0;3325927.8571428573;543450.4978409621;2111840.0;2926210.0;3414370.0;3679220.0;5482440.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-Parted-NSN;16;320;196.0;4.657140969387752;0.2507356233383089;3.9007099999999997;4.4962824999999995;4.66419;4.816945;5.39375;196.0;0.0005215986394557832;6.846752234726368e-05;0.00045000000000000004;0.00046666666666666666;0.0004916666666666667;0.0005666666666666667;0.0008333333333333334;196.0;7646.331632653061;4707.548069634266;5503.0;6391.25;6652.0;6928.0;39727.0;196.0;219086.44897959183;7646.383023763684;197531.0;214203.5;218523.5;224594.25;236946.0;196.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;196.0;6229.7295918367345;26849.42202029571;963.0;1154.75;1218.0;1285.0;211434.0;196.0;13617.80612244898;26961.168251777966;7073.0;8384.75;8672.5;8841.0;219084.0;196.0;2713099.8724489794;520544.05254636606;1402035.0;2247065.25;2795139.5;3119559.25;4177099.0;196.0;169568.26530612246;32534.02493707434;87627.0;140441.5;174695.5;194972.25;261068.0;196.0;3391365.3061224488;650680.4987414867;1752540.0;2808830.0;3493910.0;3899445.0;5221360.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-Parted-NSN;16;500;196.0;3.0450235204081633;0.1485959599835763;2.64431;2.9507025000000002;3.0588699999999998;3.1464075;3.45781;196.0;0.00070093537414966;0.00012067227788968099;0.0005833333333333334;0.0006166666666666667;0.0006500000000000001;0.00075;0.0011166666666666666;196.0;9598.576530612245;1716.3705652305832;6821.0;8946.75;9333.0;9773.25;29376.0;196.0;272884.85204081633;7707.811255625995;252744.0;267910.5;271608.0;277463.75;297362.0;196.0;325073.387755102;61.94681468238347;325056.0;325056.0;325056.0;325080.0;325560.0;196.0;7278.857142857143;33844.844055309295;512.0;626.0;673.0;719.0;235976.0;196.0;14533.770408163266;33815.11076796261;6790.0;7750.75;7957.0;8224.0;242683.0;196.0;2697291.086734694;629527.6630834342;1178267.0;2196471.25;2844624.5;3178190.0;3961135.0;196.0;168580.23979591837;39345.481185018754;73641.0;137279.25;177788.5;198636.5;247570.0;196.0;3371604.7959183673;786909.623700375;1472820.0;2745585.0;3555770.0;3972730.0;4951400.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
FPPWR;2;16;200.0;2.5697439999999996;0.4429352660474695;1.59505;2.2470874999999997;2.549855;2.8738099999999998;4.07793;200.0;0.0005205833333333339;9.18963545395905e-05;0.00043333333333333337;0.0004625;0.00048333333333333334;0.0005666666666666667;0.0010333333333333334;200.0;4900.615;790.5480808373248;2882.0;4388.25;4812.0;5444.5;7426.0;200.0;88503.08;13944.197596010425;56431.0;78255.0;86950.0;98101.75;131936.0;200.0;650153.96;36.83561745875633;650112.0;650112.0;650160.0;650176.0;650288.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
FPPWR;2;32;200.0;1.3822454000000002;0.2004754742774633;0.9863299999999999;1.235485;1.35489;1.52038;2.07586;200.0;0.0006778333333333338;0.00013779298514801923;0.00048333333333333334;0.0005333333333333334;0.0007;0.00075;0.0010500000000000002;200.0;8176.91;1041.9902399739665;5801.0;7477.25;8152.0;8969.0;10735.0;200.0;152993.735;18519.18812607669;110803.0;139695.5;153274.0;166441.75;198622.0;200.0;653399.0;45998.55173381049;650112.0;650112.0;650136.0;650176.0;1300664.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
FPPWR;2;48;200.0;0.91869885;0.11332264152670658;0.60225;0.8441075000000001;0.9034800000000001;0.9950725;1.39042;200.0;0.0007793333333333329;0.00016317310022340064;0.0005166666666666667;0.0006833333333333333;0.0007666666666666667;0.0009000000000000001;0.00115;200.0;11328.76;1228.0446902316016;8209.0;10537.5;11390.5;12078.5;14556.0;200.0;214180.53;21002.37539255378;155171.0;200797.5;214238.5;227121.0;289831.0;200.0;653393.64;45996.086844594625;650112.0;650112.0;650136.0;650176.0;1300624.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
FPPWR;2;50;202.0;0.8802983663366336;0.10527419575255714;0.5734199999999999;0.8140550000000001;0.869815;0.939045;1.26196;202.0;0.0007813531353135314;0.00017803340548881274;0.0005166666666666667;0.0006708333333333334;0.00075;0.0008958333333333333;0.0013000000000000002;202.0;11710.277227722772;1239.1708680304587;8421.0;10858.5;11710.5;12408.0;14909.0;202.0;221686.301980198;20846.3340765407;165664.0;207645.75;222345.5;233553.5;300943.0;202.0;650130.4950495049;29.000471350561753;650112.0;650112.0;650112.0;650176.0;650176.0;202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.0;99.51980198019803;58.42282066187789;1.0;49.25;99.5;149.75;200.0
FPPWR;2;80;200.0;0.5659210999999996;0.09761174971385876;0.41196000000000005;0.511595;0.557255;0.6019325;1.28282;200.0;0.000842416666666667;0.0001660440422089839;0.0006166666666666667;0.0006833333333333333;0.0008333333333333334;0.00095;0.0012833333333333334;200.0;16460.03;1559.2157090140481;12656.0;15397.25;16354.5;17564.5;20246.0;200.0;311851.92;26135.12468220444;240278.0;295516.25;310904.0;328716.75;381250.0;200.0;650125.76;27.12825299485328;650112.0;650112.0;650112.0;650112.0;650240.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
FPPWR;2;250;200.0;0.2515897499999999;0.054639227284329725;0.21525;0.2359725;0.24529499999999999;0.2530675;0.62821;200.0;0.001158833333333333;0.00021905276766008265;0.0007833333333333334;0.0009833333333333335;0.0011333333333333334;0.0013333333333333335;0.0017000000000000001;200.0;27143.26;1100.823242604046;24358.0;26346.25;27043.5;27904.25;30124.0;200.0;507365.76;14126.479437527758;475583.0;498673.75;504970.0;516258.5;543549.0;200.0;659878.12;79222.19998483891;650112.0;650112.0;650112.0;650136.0;1300248.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
