;;;SucessTax;SucessTax;SucessTax;SucessTax;SucessTax;SucessTax;SucessTax;SucessTax;pathTime;pathTime;pathTime;pathTime;pathTime;pathTime;pathTime;pathTime;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;tourSize;tourSize;tourSize;tourSize;tourSize;tourSize;tourSize;tourSize;memory;memory;memory;memory;memory;memory;memory;memory;validRVZ;validRVZ;validRVZ;validRVZ;validRVZ;validRVZ;validRVZ;validRVZ;totRVZ;totRVZ;totRVZ;totRVZ;totRVZ;totRVZ;totRVZ;totRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;mapName;mapName;mapName;mapName;mapName;mapName;mapName;mapName
;;;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max
Strategy;nUAV;nPOIs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DADCA-NSN;8;320;196.0;2.559989234693877;0.11093745316526749;2.15584;2.489955;2.545095;2.6337875000000004;2.83529;196.0;0.001184013605442175;0.00018983301054799378;0.0009833333333333335;0.0010833333333333333;0.0011166666666666666;0.0011833333333333333;0.0019166666666666668;196.0;14456.229591836734;501.2017796659797;12995.0;14203.75;14413.5;14664.0;18226.0;196.0;212058.08673469388;6742.677971953291;195999.0;207506.75;212370.0;215896.75;240499.0;196.0;1300282.857142857;44.75528904426717;1300224.0;1300256.0;1300256.0;1300328.0;1300368.0;196.0;786.2602040816327;3045.755416994568;272.0;331.0;343.5;361.25;33575.0;196.0;1259.280612244898;3045.7316729181935;718.0;795.75;817.0;841.0;34018.0;196.0;935673.6224489796;79032.47202264759;729090.0;885217.0;936165.0;973282.25;1104382.0;196.0;116958.77551020408;9879.051034080208;91136.0;110651.5;117020.0;121659.75;138047.0;196.0;2339175.5102040814;197581.02068160422;1822720.0;2213030.0;2340400.0;2433195.0;2760940.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-NSN;8;500;196.0;1.7165391326530621;0.07353999559118522;1.26019;1.6746225000000001;1.71848;1.7608325;1.9262400000000002;196.0;0.0025973639455782317;0.0005753682048374386;0.0018833333333333334;0.00205;0.0025250000000000003;0.0031000000000000003;0.0042833333333333334;196.0;20616.576530612245;878.8562843104693;15403.0;20234.75;20684.5;21129.0;22760.0;196.0;264343.20408163266;6670.0660857975245;244784.0;260091.0;264017.0;268214.0;282271.0;196.0;2597274.8163265307;46438.27898207881;1950456.0;2600592.0;2600592.0;2600592.0;2600648.0;196.0;3366.734693877551;27422.21064198425;178.0;201.75;217.0;228.25;357486.0;196.0;3829.8520408163267;27434.73720432371;605.0;651.75;674.0;696.25;358044.0;196.0;824900.1224489796;78584.63762825669;356542.0;783293.5;824183.0;881010.5;1109984.0;196.0;103112.0969387755;9823.098618955943;44567.0;97911.25;103022.5;110126.25;138748.0;196.0;2062241.9387755103;196461.97237911882;891340.0;1958225.0;2060450.0;2202525.0;2774960.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-NSN;16;16;200.0;35.96675264999999;3.9869677311448655;27.693620000000003;33.0586325;35.827065;38.5575475;51.28484;200.0;0.0003508333333333345;2.227624644725623e-05;0.0003333333333333334;0.00035;0.00035;0.00035;0.0005666666666666667;200.0;2399.51;269.6444707443768;1709.0;2230.75;2385.5;2551.75;4029.0;200.0;46440.6;4909.4146761412985;35687.0;42959.75;46244.0;49636.25;58318.0;200.0;650135.72;3.877729222057416;650112.0;650136.0;650136.0;650136.0;650160.0;200.0;12430.78;4536.579576383987;9203.0;11113.0;12081.0;13034.5;72686.0;200.0;16176.435;4592.62834675659;12883.0;14804.25;15818.0;16678.25;77124.0;200.0;1827070.065;328184.07327912987;1096879.0;1609387.25;1808530.0;2024929.0;2905528.0;200.0;114191.395;20511.46130541147;68554.0;100586.0;113032.5;126557.25;181595.0;200.0;2283827.9;410229.22610822954;1371080.0;2011720.0;2260650.0;2531145.0;3631900.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-NSN;16;32;200.0;24.19474620000001;2.321339893763611;18.92524;22.743115000000003;24.12854;25.81736;29.64609;200.0;0.00036691666666666784;3.114587622473979e-05;0.00035;0.00035;0.00036666666666666667;0.00036666666666666667;0.0005666666666666667;200.0;3410.045;258.91641804386086;2779.0;3234.5;3409.0;3581.5;4126.0;200.0;66348.9;6034.020740891397;54087.0;62335.5;65819.0;70375.25;83064.0;200.0;650113.88;14.097492560111995;650112.0;650112.0;650112.0;650112.0;650288.0;200.0;11292.395;33333.96534432798;5968.0;7324.0;7963.5;8515.5;362141.0;200.0;15003.56;33673.494125789766;9624.0;11014.25;11617.5;12192.75;369471.0;200.0;2351214.545;401265.7155071502;1382263.0;2077349.75;2359231.0;2610786.75;3411340.0;200.0;146950.39;25079.111753601803;86391.0;129833.5;147451.5;163173.75;213208.0;200.0;2939007.8;501582.23507203645;1727820.0;2596670.0;2949030.0;3263475.0;4264160.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-NSN;16;48;200.0;18.917499250000002;1.5784859574020649;14.90206;17.765772499999997;18.833750000000002;20.0751725;22.80953;200.0;0.00038358333333333365;3.6318489276353204e-05;0.00035;0.00036666666666666667;0.00036666666666666667;0.00038333333333333334;0.0006000000000000001;200.0;4191.075;258.7982458116281;3605.0;4009.5;4195.5;4368.0;4980.0;200.0;81832.8;6151.080388821846;67943.0;77014.0;82005.0;86283.0;101382.0;200.0;650252.4;22.538409426964606;650112.0;650256.0;650256.0;650256.0;650256.0;200.0;11925.795;34967.733398062344;4639.0;5698.25;6142.0;6619.25;358562.0;200.0;15609.035;35224.842288290645;8282.0;9391.0;9747.5;10246.5;365084.0;200.0;2667487.205;401920.5419354695;1602805.0;2360594.75;2648895.0;2906971.5;3664624.0;200.0;166717.495;25120.00995322705;100175.0;147536.75;165555.5;181685.25;229039.0;200.0;3334349.9;502400.1990645411;2003500.0;2950735.0;3311110.0;3633705.0;4580780.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-NSN;16;50;201.0;18.40286258706468;1.4702672970311466;14.5941;17.38881;18.31385;19.45606;21.92936;201.0;0.0003827529021558874;2.992481826978777e-05;0.00036666666666666667;0.00036666666666666667;0.00036666666666666667;0.00038333333333333334;0.00055;201.0;4294.771144278607;275.2328239203749;3628.0;4098.0;4280.0;4476.0;5144.0;201.0;83634.03482587065;6053.901169806218;70720.0;79615.0;83251.0;87693.0;102733.0;201.0;650146.1492537314;15.894578067388226;650112.0;650144.0;650144.0;650144.0;650256.0;201.0;7690.830845771145;18819.476871880477;4571.0;5589.0;5945.0;6290.0;264727.0;201.0;11342.129353233831;18941.83540587301;8312.0;9208.0;9511.0;9969.0;270023.0;201.0;2705688.84079602;377112.72255409864;1741578.0;2421664.0;2682566.0;2937838.0;3694683.0;201.0;169105.1144278607;23569.537935900247;108848.0;151354.0;167660.0;183614.0;230917.0;201.0;3382102.2885572137;471390.75871800503;2176960.0;3027080.0;3353200.0;3672280.0;4618340.0;201.0;100.0049751243781;58.15930686592113;1.0;50.0;100.0;150.0;200.0
DADCA-NSN;16;80;198.0;13.619144545454548;0.9207674243376367;10.94529;12.951300000000002;13.5798;14.299710000000001;16.59732;198.0;0.00044234006734006684;5.364829755303973e-05;0.0004;0.0004166666666666667;0.0004166666666666667;0.00043333333333333337;0.0007166666666666667;198.0;5582.722222222223;308.3384464751875;4198.0;5373.75;5570.0;5785.5;6469.0;198.0;106279.77272727272;6328.631514518922;88314.0;101154.75;106332.0;110612.5;125899.0;198.0;650112.4848484849;4.811921819948027;650112.0;650112.0;650112.0;650112.0;650160.0;198.0;7820.80808080808;29955.78983846409;3420.0;4100.75;4340.0;4611.5;366722.0;198.0;11491.479797979799;30188.438117543406;7059.0;7745.75;7974.5;8225.25;373452.0;198.0;3090332.095959596;362573.43414963793;1695650.0;2850760.75;3121491.0;3352546.0;4110499.0;198.0;193145.28282828283;22660.841981050933;105978.0;178172.25;195093.0;209534.0;256906.0;198.0;3862905.6565656564;453216.8396210186;2119560.0;3563445.0;3901860.0;4190680.0;5138120.0;198.0;100.44444444444444;57.86501397282797;1.0;51.25;100.5;149.75;200.0
DADCA-NSN;16;250;196.0;6.047178163265308;0.2994733622787805;4.96355;5.8215275;6.035845;6.2336;6.93168;196.0;0.0008832482993197275;9.829743584920594e-05;0.0007833333333333334;0.0008166666666666667;0.0008666666666666667;0.0009000000000000001;0.0014166666666666668;196.0;10756.107142857143;851.3123888052692;6159.0;10466.75;10738.5;11005.0;19546.0;196.0;187082.9642857143;6377.647207339243;168666.0;182577.0;186978.5;192292.5;200885.0;196.0;650125.9591836735;28.53694622490318;650112.0;650112.0;650112.0;650112.0;650184.0;196.0;14251.234693877552;52465.89464195319;1594.0;1740.25;1828.5;1917.0;369908.0;196.0;17709.566326530614;52554.65977867224;4828.0;5168.25;5273.0;5374.25;374734.0;196.0;3771821.285714286;416567.9386502187;1975876.0;3554099.25;3788628.0;4038134.75;4806447.0;196.0;235738.3826530612;26035.521353434306;123492.0;222130.5;236788.5;252383.25;300402.0;196.0;4714767.653061224;520710.42706868605;2469840.0;4442610.0;4735770.0;5047665.0;6008040.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-NSN;16;320;196.0;4.906160102040817;0.23380486183444826;4.07675;4.77568;4.8900500000000005;5.0631699999999995;5.47246;196.0;0.0010528061224489794;7.703038840128089e-05;0.0009833333333333335;0.001;0.0010166666666666668;0.0010833333333333333;0.00165;196.0;12488.163265306122;425.48337986468744;10879.0;12220.25;12490.0;12728.25;13572.0;196.0;212058.08673469388;6742.677971953291;195999.0;207506.75;212370.0;215896.75;240499.0;196.0;650128.0408163265;16.494859101128746;650112.0;650112.0;650112.0;650144.0;650184.0;196.0;6297.801020408163;25452.20033642145;1115.0;1379.0;1423.5;1504.5;224217.0;196.0;9675.862244897959;25514.470882757494;4370.0;4716.0;4782.0;4894.0;227913.0;196.0;3746714.663265306;364666.2918500425;2205031.0;3543940.75;3749187.0;3985475.75;4497936.0;196.0;234169.1887755102;22791.65294958743;137814.0;221496.0;234323.5;249091.75;281121.0;196.0;4683383.775510204;455833.05899174866;2756280.0;4429920.0;4686470.0;4981835.0;5622420.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-NSN;16;500;196.0;3.2330285714285742;0.1427495800056689;2.74215;3.155745;3.2385;3.3177775;3.66992;196.0;0.0021925170068027282;0.0004937450490875422;0.0018166666666666667;0.0019;0.0019166666666666668;0.0024708333333333336;0.0035833333333333333;196.0;16928.586734693876;633.806471819723;14903.0;16555.75;16942.0;17359.75;18917.0;196.0;264343.20408163266;6670.0660857975245;244784.0;260091.0;264017.0;268214.0;282271.0;196.0;2603989.9183673467;46439.38676237114;2600544.0;2600688.0;2600688.0;2600688.0;3250824.0;196.0;7851.811224489796;30858.03392593957;733.0;847.0;884.0;943.0;238757.0;196.0;11235.198979591836;30906.720645395424;3898.0;4159.75;4233.0;4382.5;242306.0;196.0;3276883.8928571427;331468.145309124;1664335.0;3133484.0;3298516.0;3472960.75;4439681.0;196.0;204804.75510204083;20716.776224094436;104020.0;195842.5;206157.0;217059.5;277480.0;196.0;4096095.102040816;414335.5244818888;2080400.0;3916850.0;4123140.0;4341190.0;5549600.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-Parted-NSN;2;16;200.0;4.464076100000001;0.4818200327378757;3.475;4.1043675;4.45228;4.7989275;5.70108;200.0;0.0003576666666666679;2.4773682475231342e-05;0.0003333333333333334;0.00035;0.00035;0.00035416666666666664;0.0005666666666666667;200.0;3278.69;3591.7070483973953;1321.0;2519.75;3042.5;3500.25;52608.0;200.0;48201.0;5202.116038342658;36958.0;44401.5;47972.0;51732.5;60547.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;96.375;11.407234546549834;72.0;88.0;96.0;104.0;127.0;200.0;108.26;11.37406023507682;86.0;100.0;108.0;116.0;141.0;200.0;9867.465;5077.052318026167;1253.0;7343.5;8751.0;10874.75;27627.0;200.0;4933.46;2538.55413451621;626.0;3671.25;4375.0;5437.25;13813.0;200.0;98669.2;50771.082690324314;12520.0;73425.0;87500.0;108745.0;276260.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-Parted-NSN;2;32;200.0;3.0519704000000005;0.2605467107762475;2.3839;2.8625225000000003;3.029575;3.2326025000000005;3.9776800000000003;200.0;0.00037291666666666766;4.201902934945895e-05;0.00035;0.00035;0.00036666666666666667;0.00036666666666666667;0.0006333333333333334;200.0;4547.485;794.271171100403;2376.0;4183.5;4561.5;4840.25;12882.0;200.0;69397.875;5818.851291374497;54239.0;65196.75;69450.5;73245.5;87269.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;63.385;6.8491847440619935;46.0;58.0;62.0;68.0;103.0;200.0;76.165;9.204421867208595;58.0;70.0;75.5;80.0;147.0;200.0;11294.405;2258.554026902431;2274.0;10153.75;11351.0;12327.0;20890.0;200.0;5646.97;1129.2814182959635;1137.0;5076.75;5675.5;6163.5;10445.0;200.0;112939.4;22585.628365919278;22740.0;101535.0;113510.0;123270.0;208900.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-Parted-NSN;2;48;200.0;2.4484564499999997;0.19158934769618785;1.96812;2.3195275;2.4551100000000003;2.57795;3.13573;200.0;0.00038375000000000046;5.085635994380316e-05;0.00035;0.00036666666666666667;0.00036666666666666667;0.00038333333333333334;0.0006666666666666668;200.0;5416.195;489.53463387570343;4028.0;5112.25;5386.5;5708.25;6897.0;200.0;84710.245;6442.368372439285;65922.0;80320.0;84007.5;88648.0;102429.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;49.875;5.202374312990398;40.0;46.0;50.0;54.0;68.0;200.0;62.235;5.861875375216778;52.0;58.0;62.0;66.0;87.0;200.0;13426.37;2066.423913929642;9236.0;12275.0;13527.5;14410.75;25453.0;200.0;6712.96;1033.1974804304539;4618.0;6137.0;6763.5;7205.0;12726.0;200.0;134259.2;20663.949608609077;92360.0;122740.0;135270.0;144100.0;254520.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-Parted-NSN;2;50;202.0;2.389193613861385;0.17645931036710197;1.9677900000000002;2.2841400000000003;2.3973199999999997;2.5131;2.83279;202.0;0.0003881188118811886;5.834632092630156e-05;0.00035;0.00036666666666666667;0.00036666666666666667;0.00038333333333333334;0.0007333333333333333;202.0;5531.237623762377;469.5661308210228;4434.0;5164.25;5510.5;5783.5;6830.0;202.0;86584.24257425743;6343.013922220407;72822.0;81885.25;85932.0;90280.25;102862.0;202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.0;48.01980198019802;4.51747342324748;38.0;46.0;48.0;50.0;68.0;202.0;60.33168316831683;5.148915370362784;50.0;57.25;60.0;63.75;81.0;202.0;13495.762376237624;1745.6717029549995;8979.0;12333.0;13438.5;14627.75;19446.0;202.0;6747.653465346535;872.8174421243476;4489.0;6166.5;6719.0;7313.75;9723.0;202.0;134953.0693069307;17456.348842486954;89780.0;123330.0;134380.0;146275.0;194460.0;202.0;99.51980198019803;58.42282066187789;1.0;49.25;99.5;149.75;200.0
DADCA-Parted-NSN;2;80;198.0;1.8187962626262615;0.10208856217061076;1.49814;1.7555425;1.820155;1.8801825;2.1048400000000003;198.0;0.0004202861952861954;6.860200181742637e-05;0.00035;0.00037083333333333337;0.0004;0.00043333333333333337;0.0008333333333333334;198.0;6726.949494949495;403.8760898016237;5432.0;6443.25;6725.5;7016.0;7935.0;198.0;109868.06565656565;5847.829210732888;95896.0;106120.25;109435.5;113590.75;131350.0;198.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;198.0;35.36363636363637;3.2570253485204086;28.0;34.0;35.0;36.0;52.0;198.0;47.42424242424242;4.528737139983303;40.0;46.0;46.0;48.0;87.0;198.0;15977.636363636364;1694.537191534405;11755.0;14796.5;15938.0;17056.5;20513.0;198.0;7988.565656565656;847.2801772218081;5877.0;7397.75;7969.0;8528.25;10256.0;198.0;159771.31313131313;16945.603544436166;117540.0;147955.0;159380.0;170565.0;205120.0;198.0;100.44444444444444;57.86501397282797;1.0;51.25;100.5;149.75;200.0
DADCA-Parted-NSN;2;250;196.0;0.8992327551020406;0.0511711675584363;0.46973000000000004;0.8723749999999999;0.900775;0.9312425;0.98698;196.0;0.0005795068027210888;0.00012744848893730775;0.0004;0.00048333333333333334;0.0005666666666666667;0.0006833333333333333;0.0012166666666666667;196.0;11043.44387755102;477.2625594788178;9891.0;10669.75;11053.5;11366.5;12644.0;196.0;193238.89285714287;7376.426238014704;177473.0;187458.5;193290.5;198448.5;214725.0;196.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;196.0;1699.9030612244899;16610.610179928037;12.0;14.0;14.0;16.0;203312.0;196.0;1711.530612244898;16610.57018222268;22.0;24.0;26.0;28.0;203324.0;196.0;21374.331632653062;1966.7588428340775;9614.0;20811.5;21467.5;22355.25;27129.0;196.0;10686.897959183674;983.3436782398488;4807.0;10405.75;10733.5;11177.5;13564.0;196.0;213737.95918367346;19666.873564796973;96140.0;208115.0;214670.0;223550.0;271280.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-Parted-NSN;2;320;196.0;0.7626316326530612;0.029121227492228213;0.6793;0.7437149999999999;0.7645649999999999;0.7784949999999999;0.84454;196.0;0.0005895408163265307;0.00011042401587856238;0.00045000000000000004;0.0005166666666666667;0.00055;0.0006666666666666668;0.0009166666666666668;196.0;12275.65306122449;483.5675881917183;11147.0;11993.0;12234.5;12539.25;14017.0;196.0;219086.44897959183;7646.383023763684;197531.0;214203.5;218523.5;224594.25;236946.0;196.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;196.0;11.928571428571429;1.868771706845891;10.0;10.0;12.0;12.0;24.0;196.0;23.918367346938776;4.324464619331667;20.0;22.0;22.0;26.0;44.0;196.0;21368.867346938776;1836.2405078926204;17966.0;19767.5;21645.0;22623.0;29607.0;196.0;10684.158163265307;918.1110041175506;8983.0;9883.75;10822.0;11311.5;14803.0;196.0;213683.16326530612;18362.220082351014;179660.0;197675.0;216440.0;226230.0;296060.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-Parted-NSN;2;500;196.0;0.5579713775510203;0.017475408616045282;0.49761000000000005;0.5490975;0.560805;0.5697225;0.6027600000000001;196.0;0.0008080782312925177;0.0001794934074197966;0.0005666666666666667;0.0006666666666666668;0.0007666666666666667;0.0008833333333333334;0.0014333333333333333;196.0;15319.520408163266;472.4320215290092;14266.0;15018.5;15217.0;15461.75;16979.0;196.0;272884.85204081633;7707.811255625995;252744.0;267910.5;271608.0;277463.75;297362.0;196.0;325065.02040816325;12.257895073275012;325056.0;325056.0;325056.0;325080.0;325104.0;196.0;6.857142857142857;2.415760219040257;6.0;6.0;6.0;8.0;36.0;196.0;18.43877551020408;4.905394887851147;16.0;16.0;18.0;18.0;70.0;196.0;19354.352040816328;2049.3636494627794;13542.0;18147.0;18629.0;19184.25;24237.0;196.0;9676.92857142857;1024.6903297069175;6771.0;9073.5;9314.5;9592.0;12118.0;196.0;193538.57142857142;20493.806594138354;135420.0;181470.0;186290.0;191840.0;242360.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-Parted-NSN;4;16;200.0;8.696071300000002;0.9667554842882026;6.78072;7.9246275;8.676455;9.3589675;11.23312;200.0;0.00035266666666666807;8.089394453494794e-06;0.0003333333333333334;0.00035;0.00035;0.00035;0.00038333333333333334;200.0;3325.495;5395.229911595043;1244.0;1770.5;2086.5;2665.0;58717.0;200.0;48201.0;5202.116038342658;36958.0;44401.5;47972.0;51732.5;60547.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;568.18;67.67382309030792;430.0;517.75;566.0;615.25;753.0;200.0;680.905;67.43912926320216;540.0;629.75;677.5;726.0;863.0;200.0;52020.14;12882.749700261898;31802.0;43521.25;49262.0;56900.0;116712.0;200.0;13004.675;3220.688694629391;7950.0;10879.75;12315.0;14224.5;29178.0;200.0;260093.5;64413.773892587815;159000.0;217595.0;246300.0;284490.0;583560.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-Parted-NSN;4;32;200.0;5.877888650000002;0.5231401594494746;4.46488;5.5065325000000005;5.836495;6.2429425;7.7741;200.0;0.000357166666666668;1.2222349118675285e-05;0.00035;0.00035;0.00035;0.00036666666666666667;0.00043333333333333337;200.0;3701.42;3560.350051052586;1911.0;2611.5;2892.5;4000.5;37179.0;200.0;69397.875;5818.851291374497;54239.0;65196.75;69450.5;73245.5;87269.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;368.55;36.70016362429807;282.0;343.5;366.5;391.25;483.0;200.0;484.35;38.995393362775395;402.0;459.5;480.0;506.25;651.0;200.0;65004.17;12261.875933073634;36177.0;57468.5;64450.5;71230.0;101299.0;200.0;16250.675;3065.4782438786733;9044.0;14366.75;16112.5;17806.75;25324.0;200.0;325013.5;61309.564877573444;180880.0;287335.0;322250.0;356135.0;506480.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-Parted-NSN;4;48;200.0;4.6756610499999995;0.38494312789680024;3.7154800000000003;4.4004375;4.692485;4.92713;6.06313;200.0;0.0003633333333333344;1.687474796635419e-05;0.00035;0.00035;0.00036666666666666667;0.00036666666666666667;0.0005333333333333334;200.0;5177.83;4751.130157125749;2335.0;3315.25;3656.0;5106.5;40908.0;200.0;84710.245;6442.368372439285;65922.0;80320.0;84007.5;88648.0;102429.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;286.8;26.48541838322878;232.0;269.75;288.0;304.5;402.0;200.0;404.95;28.171540220441628;341.0;385.0;404.0;424.0;539.0;200.0;76848.435;13566.315216689012;49077.0;67106.75;74856.5;84573.5;116400.0;200.0;19211.74;3391.558609460707;12269.0;16776.5;18714.0;21143.0;29100.0;200.0;384234.8;67831.1721892142;245380.0;335530.0;374280.0;422860.0;582000.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-Parted-NSN;4;50;202.0;4.555536930693068;0.35485863865396944;3.6971800000000004;4.3353775;4.57116;4.801237499999999;5.4435199999999995;202.0;0.0003626237623762387;1.4828756322666775e-05;0.00035;0.00035;0.00036666666666666667;0.00036666666666666667;0.00048333333333333334;202.0;5290.212871287129;4307.416214739143;2836.0;3400.25;3751.5;5269.25;34712.0;202.0;86584.24257425743;6343.013922220407;72822.0;81885.25;85932.0;90280.25;102862.0;202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.0;666.6138613861386;5522.164287425658;223.0;262.0;278.0;296.0;78762.0;202.0;784.7871287128713;5528.741327454483;337.0;377.25;394.5;414.75;78973.0;202.0;77581.74752475247;12666.863257205196;50524.0;69240.0;75045.0;84792.0;117274.0;202.0;19395.064356435643;3166.7009295056864;12631.0;17309.75;18761.0;21198.0;29318.0;202.0;387901.28712871287;63334.01859011371;252620.0;346195.0;375220.0;423960.0;586360.0;202.0;99.51980198019803;58.42282066187789;1.0;49.25;99.5;149.75;200.0
DADCA-Parted-NSN;4;80;198.0;3.419230151515152;0.20447127079168054;2.77872;3.28912;3.4163550000000003;3.535585;3.98466;198.0;0.0003751683501683505;1.4995759787027804e-05;0.00035;0.00036666666666666667;0.00036666666666666667;0.00038333333333333334;0.00043333333333333337;198.0;6581.520202020202;3112.0720433728884;3801.0;4689.25;6612.0;7050.25;32380.0;198.0;109868.06565656565;5847.829210732888;95896.0;106120.25;109435.5;113590.75;131350.0;198.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;198.0;201.26767676767676;13.968567529963586;152.0;190.0;201.0;210.0;240.0;198.0;317.6212121212121;16.507895497359147;274.0;305.25;316.0;326.75;372.0;198.0;94715.45454545454;12601.09979792291;69133.0;85302.25;94468.0;104684.25;126978.0;198.0;23678.5202020202;3150.2748179363366;17283.0;21325.5;23617.0;26170.5;31744.0;198.0;473570.404040404;63005.4963587267;345660.0;426510.0;472340.0;523410.0;634880.0;198.0;100.44444444444444;57.86501397282797;1.0;51.25;100.5;149.75;200.0
DADCA-Parted-NSN;4;250;196.0;1.5981008673469383;0.08038161179416886;1.40486;1.5392375;1.5933;1.6545825;1.9948599999999999;196.0;0.0004683673469387752;4.929646323301645e-05;0.0004166666666666667;0.00043333333333333337;0.00045000000000000004;0.0004875;0.0006833333333333333;196.0;11036.505102040815;792.0272301551057;7469.0;10693.5;11066.5;11490.25;13945.0;196.0;193238.89285714287;7376.426238014704;177473.0;187458.5;193290.5;198448.5;214725.0;196.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;196.0;1003.6428571428571;9420.588711801563;63.0;76.0;79.0;84.0;113868.0;196.0;1114.6020408163265;9423.121922372287;168.0;183.0;188.0;196.25;114015.0;196.0;119079.67857142857;10406.537147820805;87388.0;114597.75;119658.0;124234.5;167545.0;196.0;29769.525510204083;2601.6320133099584;21847.0;28649.0;29914.0;31058.0;41886.0;196.0;595390.5102040817;52032.64026619916;436940.0;572980.0;598280.0;621160.0;837720.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-Parted-NSN;4;320;196.0;1.3189163775510206;0.061112984097261264;1.1148200000000001;1.280185;1.323105;1.3535875;1.48963;196.0;0.0004943027210884363;3.900648165101952e-05;0.00045000000000000004;0.00046666666666666666;0.00048333333333333334;0.0005;0.0008;196.0;12118.683673469388;766.8342661436545;8790.0;11738.75;12018.5;12514.25;15879.0;196.0;219086.44897959183;7646.383023763684;197531.0;214203.5;218523.5;224594.25;236946.0;196.0;650121.7142857143;13.569195883436777;650112.0;650112.0;650112.0;650136.0;650144.0;196.0;533.4795918367347;6603.733263851159;52.0;56.0;62.0;66.0;92514.0;196.0;643.9948979591836;6608.2298809097265;154.0;164.0;170.0;175.25;92687.0;196.0;113565.40816326531;10549.286124674063;81726.0;106303.25;112076.5;121302.5;146489.0;196.0;28390.994897959183;2637.3313055735816;20431.0;26575.25;28019.0;30325.25;36622.0;196.0;567819.8979591837;52746.626111471625;408620.0;531505.0;560380.0;606505.0;732440.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
