;Strategy;mapName;nPOIs;nUAV;SucessTax;pathTime;globalAvgDelay;tourSize;memory;validRVZ;totRVZ;msgsRVZ;msgsRVZbyUAVs;msgsRVZbyUAVsXEnergy
4336;DADCA-LKH;110;16;4;9.65205;0.0014833333333333335;3151;44.456;7802576;629;685;109532;27383;547660.0
4337;DADCA-NSN;107;16;4;9.922839999999999;0.00035;3134;43.052;0;651;704;105098;26274;525480.0
4338;TSP-based;26;32;4;6.44646;0.0019333333333333333;3561;64.607;8460760;0;0;0;0;0.0
4339;DADCA-Parted-NSN;107;16;4;9.2589;0.00035;10533;44.652;0;620;730;42468;10617;212340.0
4340;DADCA-LKH-Cut;110;16;4;8.69117;0.0008666666666666667;1916;47.773;7152080;580;693;42316;10579;211580.0
4341;FPPWR;108;16;4;4.26288;0.00045000000000000004;5513;98.47800000000001;650112;0;0;0;0;0.0
4342;DADCA-LKH;111;16;4;9.36813;0.0016666666666666668;3619;45.436;7152328;609;666;123331;30832;616640.0
4343;TSP-based;27;32;4;6.16404;0.0032833333333333334;3182;67.037;8460624;0;0;0;0;0.0
4344;DADCA-NSN;108;16;4;9.83181;0.00035;3319;43.72;0;623;700;115671;28917;578340.0
4345;DADCA-Parted-NSN;108;16;4;8.00769;0.00035;2465;51.547000000000004;0;516;632;40422;10105;202100.0
4346;DADCA-LKH-Cut;111;16;4;9.74187;0.001;1950;42.375;6502144;641;752;64338;16084;321680.0
4347;TSP-based;28;32;4;6.39504;0.00215;3570;65.417;7810576;0;0;0;0;0.0
4348;FPPWR;109;16;4;4.97938;0.00046666666666666666;4752;86.989;650176;0;0;0;0;0.0
4349;DADCA-LKH;112;16;4;9.00837;0.0019833333333333335;3406;47.598;7802568;581;634;101266;25316;506320.0
4350;DADCA-NSN;109;16;4;10.39617;0.00035;2823;41.6;0;659;712;120190;30047;600940.0
4351;TSP-based;29;32;4;6.35628;0.0014833333333333335;3580;65.05;8460872;0;0;0;0;0.0
4352;DADCA-Parted-NSN;109;16;4;9.22369;0.00035;1699;44.726;0;610;720;39913;9978;199560.0
4353;DADCA-LKH-Cut;112;16;4;9.54102;0.00115;1611;43.681;6501840;627;732;51954;12988;259760.0
4354;FPPWR;110;16;4;4.84713;0.00043333333333333337;4204;86.034;650112;0;0;0;0;0.0
4355;DADCA-LKH;113;16;4;10.077160000000001;0.00115;3161;42.605000000000004;7804064;653;706;116367;29091;581820.0
4356;TSP-based;30;32;4;6.55081;0.0015333333333333334;3343;63.440000000000005;8460896;0;0;0;0;0.0
4357;DADCA-NSN;110;16;4;10.22184;0.00038333333333333334;3503;42.660000000000004;0;646;707;123496;30874;617480.0
4358;DADCA-Parted-NSN;110;16;4;9.00403;0.00036666666666666667;1786;45.971000000000004;0;593;707;43410;10852;217040.0
4359;DADCA-LKH-Cut;113;16;4;9.49339;0.0011;1587;43.809;5851704;632;736;57056;14264;285280.0
4360;TSP-based;31;32;4;6.92214;0.0014833333333333335;3111;60.158;8461272;0;0;0;0;0.0
4361;FPPWR;111;16;4;7.045719999999999;0.00043333333333333337;3510;61.468;650112;0;0;0;0;0.0
4362;DADCA-LKH;114;16;4;9.152439999999999;0.0009833333333333335;3488;47.1;7802632;576;629;123328;30832;616640.0
4363;DADCA-NSN;111;16;4;9.16462;0.00035;2757;46.405;0;593;642;79300;19825;396500.0
4364;TSP-based;32;32;4;6.27803;0.0014166666666666668;3542;66.798;7810712;0;0;0;0;0.0
4365;DADCA-Parted-NSN;111;16;4;9.18379;0.00035;1647;45.115;0;598;708;53149;13287;265740.0
4366;DADCA-LKH-Cut;114;16;4;8.51912;0.0008333333333333334;3130;48.657000000000004;5851360;550;669;50704;12676;253520.0
4367;FPPWR;112;16;4;5.01555;0.00043333333333333337;4447;83.771;650112;0;0;0;0;0.0
4368;TSP-based;33;32;4;6.24771;0.00205;3318;66.831;8461704;0;0;0;0;0.0
4369;DADCA-LKH;115;16;4;9.179210000000001;0.0017666666666666668;3556;46.342;7152336;599;652;108465;27116;542320.0
4370;DADCA-NSN;112;16;4;9.43998;0.00035;3600;45.254;0;622;675;104336;26084;521680.0
4371;DADCA-LKH-Cut;115;16;4;8.50417;0.0008500000000000001;1884;48.417;5851888;560;670;39526;9881;197620.0
4372;DADCA-Parted-NSN;112;16;4;9.672310000000001;0.00035;1603;42.939;0;630;732;53034;13258;265160.0
4373;TSP-based;34;32;4;7.329160000000001;0.002666666666666667;2826;56.876;7811168;0;0;0;0;0.0
4374;FPPWR;113;16;4;5.1147800000000005;0.00045000000000000004;4947;83.238;650176;0;0;0;0;0.0
4375;DADCA-LKH;116;16;4;11.60771;0.0011166666666666666;2915;37.151;7802024;762;815;136607;34151;683020.0
4376;TSP-based;35;32;4;6.54634;0.0014166666666666668;3188;63.581;8460888;0;0;0;0;0.0
4377;DADCA-NSN;113;16;4;10.29429;0.0003333333333333334;3102;41.734;0;667;725;120300;30075;601500.0
4378;DADCA-LKH-Cut;116;16;4;11.246260000000001;0.0008333333333333334;1462;36.706;6501656;762;866;64574;16143;322860.0
4379;DADCA-Parted-NSN;113;16;4;10.4415;0.0003333333333333334;1357;39.758;0;691;794;57002;14250;285000.0
4380;TSP-based;36;32;4;6.62513;0.0017333333333333335;3368;62.966;8460872;0;0;0;0;0.0
4381;FPPWR;114;16;4;6.95505;0.00045000000000000004;3814;64.12;650112;0;0;0;0;0.0
4382;DADCA-LKH;117;16;4;8.285110000000001;0.0010500000000000002;3909;51.911;7152232;520;573;97051;24262;485240.0
4383;DADCA-NSN;114;16;4;9.83435;0.00035;3042;43.5;0;637;694;101628;25407;508140.0
4384;TSP-based;37;32;4;5.93985;0.0022833333333333334;3616;69.58200000000001;7810520;0;0;0;0;0.0
4385;DADCA-LKH-Cut;117;16;4;7.83408;0.0009833333333333335;2186;52.775;6502224;506;616;44927;11231;224620.0
4386;DADCA-Parted-NSN;114;16;4;10.57485;0.00036666666666666667;14014;39.426;0;691;796;66472;16618;332360.0
4387;FPPWR;115;16;4;4.22622;0.00045000000000000004;4634;97.262;650176;0;0;0;0;0.0
4388;DADCA-LKH;118;16;4;8.6697;0.0011166666666666666;3784;49.222;7803696;551;606;101895;25473;509460.0
4389;TSP-based;38;32;4;6.21504;0.0020333333333333336;3743;67.142;8460872;0;0;0;0;0.0
4390;DADCA-NSN;115;16;4;9.04851;0.0003333333333333334;3300;46.971000000000004;0;583;638;90261;22565;451300.0
4391;DADCA-LKH-Cut;118;16;4;8.47837;0.0008;2154;48.782000000000004;6502216;549;659;48155;12038;240760.0
4392;DADCA-Parted-NSN;115;16;4;8.42798;0.00035;1917;48.755;0;550;660;41563;10390;207800.0
4393;TSP-based;39;32;4;7.00473;0.0014666666666666667;3088;59.25;8460600;0;0;0;0;0.0
4394;FPPWR;116;16;4;5.6948099999999995;0.00046666666666666666;3640;74.822;650112;0;0;0;0;0.0
4395;DADCA-LKH;119;16;4;8.83789;0.0009666666666666667;3804;48.227000000000004;7802496;571;630;106936;26734;534680.0
4396;DADCA-NSN;116;16;4;11.54514;0.00035;3050;37.081;0;749;804;149807;37451;749020.0
4397;TSP-based;40;32;4;6.6701;0.0016166666666666666;3299;62.404;8460600;0;0;0;0;0.0
4398;DADCA-LKH-Cut;119;16;4;8.51285;0.0019500000000000001;2135;48.481;5851968;559;669;44636;11159;223180.0
4399;DADCA-Parted-NSN;116;16;4;11.23312;0.00035;7902;36.958;0;748;863;60007;15001;300020.0
4400;FPPWR;117;16;4;3.73336;0.00046666666666666666;6384;115.693;650112;0;0;0;0;0.0
4401;DADCA-LKH;120;16;4;9.799619999999999;0.0017166666666666667;3196;43.761;7802704;627;680;113141;28285;565700.0
4402;TSP-based;41;32;4;6.23595;0.0019166666666666668;3315;66.46600000000001;7810680;0;0;0;0;0.0
4403;DADCA-NSN;117;16;4;9.78347;0.00035;3049;43.873;0;629;682;97676;24419;488380.0
4404;DADCA-LKH-Cut;120;16;4;8.96147;0.0007833333333333334;1679;46.042;6502016;582;684;52367;13091;261820.0
4405;DADCA-Parted-NSN;117;16;4;7.7062800000000005;0.00035;2160;53.480000000000004;0;499;614;45693;11423;228460.0
4406;TSP-based;42;32;4;6.058;0.00365;2921;68.184;8468824;0;0;0;0;0.0
4407;FPPWR;118;16;4;3.5610800000000005;0.00045000000000000004;5631;112.938;650112;0;0;0;0;0.0
4408;DADCA-LKH;121;16;4;9.065389999999999;0.0012333333333333335;3691;47.57;7803776;573;626;114006;28501;570020.0
4409;DADCA-NSN;118;16;4;8.09751;0.00035;3825;52.493;0;511;567;87734;21933;438660.0
4410;TSP-based;43;32;4;5.96197;0.0019;3750;70.249;7818864;0;0;0;0;0.0
4411;DADCA-LKH-Cut;121;16;4;8.66705;0.00095;1979;47.641;7152472;570;680;45470;11367;227340.0
4412;DADCA-Parted-NSN;118;16;4;7.4389899999999995;0.00036666666666666667;2164;55.235;0;485;598;41315;10328;206560.0
4413;DADCA-LKH;122;16;4;10.551219999999999;0.0012166666666666667;3102;40.931;7152472;681;735;121427;30356;607120.0
4414;TSP-based;44;32;4;6.1591;0.0024000000000000002;3260;67.83500000000001;7818456;0;0;0;0;0.0
4415;FPPWR;119;16;4;5.24293;0.00045000000000000004;4628;81.254;650112;0;0;0;0;0.0
4416;DADCA-NSN;119;16;4;9.05973;0.00035;3506;47.289;0;587;650;102639;25659;513180.0
4417;DADCA-LKH-Cut;122;16;4;9.6951;0.0009333333333333333;1642;43.166000000000004;7152336;622;724;52434;13108;262160.0
4418;TSP-based;45;32;4;6.17483;0.0019;3534;67.422;8468968;0;0;0;0;0.0
4419;DADCA-Parted-NSN;119;16;4;7.86724;0.00035;1648;52.199;0;516;627;39333;9833;196660.0
4420;DADCA-LKH;123;16;4;8.69321;0.00115;4062;49.154;7152256;559;613;117082;29270;585400.0
4421;FPPWR;120;16;4;4.8065;0.00046666666666666666;4700;87.492;650176;0;0;0;0;0.0
4422;TSP-based;46;32;4;6.01701;0.0019166666666666668;3318;68.809;8469104;0;0;0;0;0.0
4423;DADCA-NSN;120;16;4;9.78455;0.00036666666666666667;3221;43.882;0;629;688;113478;28369;567380.0
4424;DADCA-LKH-Cut;123;16;4;7.84565;0.0009333333333333333;3403;52.325;6502272;521;634;49806;12451;249020.0
4425;DADCA-Parted-NSN;120;16;4;9.095289999999999;0.00036666666666666667;1605;45.074;0;610;724;56743;14185;283700.0
4426;DADCA-LKH;124;16;4;8.12946;0.0012666666666666668;4112;52.505;7152336;519;572;101275;25318;506360.0
4427;TSP-based;47;32;4;6.4764800000000005;0.0035;3378;64.209;8469096;0;0;0;0;0.0
4428;FPPWR;121;16;4;5.80307;0.00048333333333333334;4496;73.979;650112;0;0;0;0;0.0
4429;DADCA-NSN;121;16;4;9.620230000000001;0.0003333333333333334;3160;46.152;0;589;648;95665;23916;478320.0
4430;DADCA-LKH-Cut;124;16;4;8.2235;0.0008;2058;50.439;6501704;524;634;47211;11802;236040.0
4431;TSP-based;48;32;4;6.629410000000001;0.00175;3318;62.424;8469104;0;0;0;0;0.0
4432;DADCA-Parted-NSN;121;16;4;9.00282;0.00035;1785;46.185;0;586;696;50167;12541;250820.0
4433;DADCA-LKH;125;16;4;8.84356;0.0010500000000000002;3899;48.215;7802216;572;629;105493;26373;527460.0
4434;FPPWR;122;16;4;7.50145;0.00045000000000000004;3667;58.089;650176;0;0;0;0;0.0
4435;TSP-based;49;32;4;6.2466800000000005;0.0013166666666666667;3446;66.42;8469240;0;0;0;0;0.0
4436;DADCA-NSN;122;16;4;10.97487;0.0003333333333333334;2898;39.115;0;711;765;121158;30289;605780.0
4437;DADCA-LKH-Cut;125;16;4;8.681280000000001;0.0009666666666666667;2114;47.403;7152512;572;685;42917;10729;214580.0
4438;DADCA-Parted-NSN;122;16;4;9.48893;0.00035;1244;43.725;0;624;736;50946;12736;254720.0
4439;TSP-based;50;32;4;6.75552;0.0018333333333333335;3476;62.337;8469104;0;0;0;0;0.0
4440;DADCA-LKH;126;16;4;8.023;0.0010333333333333334;4296;53.002;7802472;519;572;102656;25664;513280.0
4441;FPPWR;123;16;4;5.4872;0.00046666666666666666;4061;78.057;650112;0;0;0;0;0.0
4442;DADCA-NSN;123;16;4;9.92778;0.00035;3436;43.439;0;631;686;125567;31391;627820.0
4443;DADCA-LKH-Cut;126;16;4;7.78959;0.0008833333333333334;3630;53.205;6502088;500;610;52039;13009;260180.0
4444;TSP-based;51;32;4;6.3228800000000005;0.0015;3415;65.602;8469072;0;0;0;0;0.0
4445;DADCA-Parted-NSN;123;16;4;7.56957;0.00035;2246;54.594;0;490;603;42490;10622;212440.0
4446;DADCA-LKH;127;16;4;9.81108;0.0014500000000000001;3742;43.704;7152200;631;686;124223;31055;621100.0
4447;FPPWR;124;16;4;5.07885;0.00045000000000000004;4997;83.45400000000001;650176;0;0;0;0;0.0
4448;TSP-based;52;32;4;6.28303;0.0018166666666666667;3647;65.919;7819000;0;0;0;0;0.0
4449;DADCA-NSN;124;16;4;9.24986;0.00035;3430;47.728;0;575;653;101677;25419;508380.0
4450;DADCA-LKH-Cut;127;16;4;9.066;0.0010500000000000002;1933;46.058;5851896;580;692;45531;11382;227640.0
4451;DADCA-Parted-NSN;124;16;4;7.139639999999999;0.00035;2145;56.998000000000005;0;464;574;34123;8530;170600.0
4452;TSP-based;53;32;4;6.38389;0.0021833333333333336;2963;64.947;8468800;0;0;0;0;0.0
4453;DADCA-LKH;128;16;4;10.25065;0.00125;3347;41.5;7152224;665;718;126185;31546;630920.0
4454;FPPWR;125;16;4;4.225140000000001;0.00043333333333333337;5159;99.784;650112;0;0;0;0;0.0
4455;DADCA-NSN;125;16;4;8.818719999999999;0.00035;3403;48.373;0;571;627;95385;23846;476920.0
4456;TSP-based;54;32;4;6.4829300000000005;0.0019166666666666668;3472;64.318;7818728;0;0;0;0;0.0
4457;DADCA-LKH-Cut;128;16;4;8.17877;0.0008666666666666667;1916;50.692;6502272;526;628;39709;9927;198540.0
4458;DADCA-Parted-NSN;125;16;4;7.5258;0.00035;2108;55.013;0;482;592;38252;9563;191260.0
4459;DADCA-LKH;129;16;4;10.4075;0.00125;3249;41.160000000000004;7152216;675;731;134226;33556;671120.0
4460;FPPWR;126;16;4;5.257280000000001;0.00046666666666666666;4999;84.806;650112;0;0;0;0;0.0
4461;TSP-based;55;32;4;6.9785;0.0044666666666666665;3038;60.04;8468808;0;0;0;0;0.0
4462;DADCA-NSN;126;16;4;8.67887;0.00035;3352;50.31;0;547;607;81256;20314;406280.0
4463;DADCA-LKH-Cut;129;16;4;9.414060000000001;0.00075;3109;44.495;7152256;604;717;56967;14241;284820.0
4464;DADCA-Parted-NSN;126;16;4;7.42236;0.00035;2019;55.253;0;478;616;44672;11168;223360.0
4465;TSP-based;56;32;4;7.2507399999999995;0.0012666666666666668;2739;57.545;8469104;0;0;0;0;0.0
4466;DADCA-LKH;130;16;4;8.6996;0.0019333333333333333;3785;48.721000000000004;7803816;571;625;109830;27457;549140.0
4467;FPPWR;127;16;4;6.07036;0.00045000000000000004;4293;71.001;650112;0;0;0;0;0.0
4468;DADCA-NSN;127;16;4;8.90167;0.0003333333333333334;3790;49.338;0;551;606;106138;26534;530680.0
4469;TSP-based;57;32;4;6.775110000000001;0.0014666666666666667;3005;61.334;8460976;0;0;0;0;0.0
4470;DADCA-LKH-Cut;130;16;4;8.64258;0.00115;2136;47.937;6501768;568;678;43699;10924;218480.0
4471;DADCA-Parted-NSN;127;16;4;8.61425;0.00036666666666666667;1947;48.023;0;570;680;46696;11674;233480.0
4472;DADCA-LKH;131;16;4;10.24137;0.0009666666666666667;3292;41.915;7152360;663;716;124421;31105;622100.0
4473;TSP-based;58;32;4;6.173019999999999;0.0018333333333333335;3568;67.33200000000001;8460896;0;0;0;0;0.0
4474;FPPWR;128;16;4;5.8676900000000005;0.00046666666666666666;4691;73.294;650112;0;0;0;0;0.0
4475;DADCA-NSN;128;16;4;9.90753;0.00036666666666666667;3330;43.189;0;637;690;112907;28226;564520.0
4476;DADCA-LKH-Cut;131;16;4;9.134839999999999;0.0008500000000000001;3067;44.944;5851976;613;724;56388;14097;281940.0
4477;TSP-based;59;32;4;6.894710000000001;0.0015333333333333334;3186;60.225;8460840;0;0;0;0;0.0
4478;DADCA-Parted-NSN;128;16;4;8.33659;0.00036666666666666667;9959;49.388;0;553;670;61649;15412;308240.0
4479;DADCA-LKH;132;16;4;9.54716;0.0019;3511;45.087;7152040;612;665;119120;29780;595600.0
4480;FPPWR;129;16;4;4.2554;0.00046666666666666666;5801;100.322;650112;0;0;0;0;0.0
4481;TSP-based;60;32;4;6.77252;0.002966666666666667;3322;61.492000000000004;8460896;0;0;0;0;0.0
4482;DADCA-NSN;129;16;4;9.56573;0.00035;3126;44.631;0;615;668;94636;23659;473180.0
4483;DADCA-LKH-Cut;132;16;4;9.69534;0.0011;2657;42.845;6501688;632;742;58696;14674;293480.0
4484;DADCA-Parted-NSN;129;16;4;9.822289999999999;0.00035;1643;42.328;0;644;746;70689;17672;353440.0
4485;DADCA-LKH;133;16;4;10.237630000000001;0.0014500000000000001;3349;41.852000000000004;7152248;668;722;128558;32139;642780.0
4486;TSP-based;61;32;4;6.19798;0.002966666666666667;3286;66.78;7811696;0;0;0;0;0.0
4487;FPPWR;130;16;4;5.180969999999999;0.00043333333333333337;5077;82.244;650112;0;0;0;0;0.0
4488;DADCA-NSN;130;16;4;8.56542;0.00035;3429;49.709;0;547;596;91237;22809;456180.0
4489;DADCA-LKH-Cut;133;16;4;9.917530000000001;0.0007833333333333334;2772;41.972;5851592;645;748;62177;15544;310880.0
4490;TSP-based;62;32;4;5.901330000000001;0.00215;3757;69.784;7810352;0;0;0;0;0.0
4491;DADCA-Parted-NSN;130;16;4;8.33128;0.00035;1965;49.248;0;545;654;48467;12116;242320.0
4492;DADCA-LKH;134;16;4;9.43661;0.0019333333333333333;3620;45.429;7804496;603;656;119021;29755;595100.0
4493;FPPWR;131;16;4;4.91645;0.00045000000000000004;4592;86.21300000000001;650176;0;0;0;0;0.0
4494;TSP-based;63;32;4;6.20479;0.0013166666666666667;3590;67.004;8460904;0;0;0;0;0.0
4495;DADCA-NSN;131;16;4;9.01379;0.00035;3034;47.131;0;584;632;89516;22379;447580.0
4496;DADCA-LKH-Cut;134;16;4;8.509360000000001;0.0007833333333333334;2049;48.822;7151616;551;661;47771;11942;238840.0
4497;DADCA-Parted-NSN;131;16;4;8.88166;0.00035;1756;46.344;0;582;696;48041;12010;240200.0
4498;TSP-based;64;32;4;6.85215;0.0014166666666666668;3334;61.334;8460688;0;0;0;0;0.0
4499;DADCA-LKH;135;16;4;8.54372;0.0018666666666666666;3525;49.79;7802344;551;606;90919;22729;454580.0
4500;FPPWR;132;16;4;6.31691;0.00046666666666666666;3759;71.535;650176;0;0;0;0;0.0
4501;DADCA-NSN;132;16;4;11.17308;0.0003333333333333334;3124;38.782000000000004;0;713;766;151255;37813;756260.0
4502;DADCA-LKH-Cut;135;16;4;8.52153;0.0009000000000000001;1823;48.173;5851704;560;670;71244;17811;356220.0
4503;TSP-based;65;32;4;6.97145;0.0016833333333333333;2624;59.788000000000004;8460928;0;0;0;0;0.0
4504;DADCA-Parted-NSN;132;16;4;9.608410000000001;0.00035;1565;43.522;0;620;726;42937;10734;214680.0
4505;DADCA-LKH;136;16;4;10.499130000000001;0.0012666666666666668;3250;40.704;7803456;686;743;118531;29632;592640.0
4506;FPPWR;133;16;4;4.32195;0.00043333333333333337;4863;96.352;650112;0;0;0;0;0.0
4507;TSP-based;66;32;4;5.932919999999999;0.0018000000000000002;3372;69.61;8460744;0;0;0;0;0.0
4508;DADCA-NSN;133;16;4;9.77997;0.00035;3076;43.836;0;629;682;95409;23852;477040.0
4509;DADCA-LKH-Cut;136;16;4;9.48978;0.0008500000000000001;1584;43.929;5851760;614;716;60821;15205;304100.0
4510;DADCA-Parted-NSN;133;16;4;9.997110000000001;0.00035;1694;41.972;0;640;742;47125;11781;235620.0
4511;TSP-based;67;32;4;6.34434;0.0023833333333333337;3766;65.486;8460696;0;0;0;0;0.0
4512;DADCA-LKH;137;16;4;8.20204;0.00185;4042;51.626;7802464;535;599;95617;23904;478080.0
4513;FPPWR;134;16;4;4.31544;0.00043333333333333337;5390;99.147;650176;0;0;0;0;0.0
4514;DADCA-LKH-Cut;137;16;4;7.968030000000001;0.0007333333333333333;27951;52.055;6501872;513;623;50811;12702;254040.0
4515;DADCA-NSN;134;16;4;8.64644;0.00036666666666666667;3483;51.363;0;529;582;88350;22087;441740.0
4516;TSP-based;68;32;4;6.21847;0.013116666666666667;3648;67.178;8460760;0;0;0;0;0.0
4517;DADCA-Parted-NSN;134;16;4;9.01452;0.00035;2105;46.35;0;578;688;53762;13440;268800.0
4518;DADCA-LKH;138;16;4;9.72065;0.0010166666666666668;3062;44.230000000000004;7803680;627;681;98071;24517;490340.0
4519;FPPWR;135;16;4;5.29044;0.00043333333333333337;4262;82.34100000000001;650176;0;0;0;0;0.0
4520;TSP-based;69;32;4;6.59373;0.0017833333333333334;3121;63.289;8460896;0;0;0;0;0.0
4521;DADCA-LKH-Cut;138;16;4;9.25504;0.0008333333333333334;32564;44.578;6501968;629;743;46734;11683;233660.0
4522;DADCA-NSN;135;16;4;7.4197;0.00035;3823;57.227000000000004;0;467;524;69283;17320;346400.0
4523;TSP-based;70;32;4;7.2294;0.0013666666666666666;2958;57.327;8460632;0;0;0;0;0.0
4524;DADCA-Parted-NSN;135;16;4;7.7721100000000005;0.00035;2288;53.328;0;498;609;41376;10344;206880.0
4525;DADCA-LKH;139;16;4;8.30753;0.0010500000000000002;3757;51.257;7802352;531;584;92142;23035;460700.0
4526;FPPWR;136;16;4;4.45578;0.00043333333333333337;5447;93.59700000000001;650112;0;0;0;0;0.0
4527;DADCA-LKH-Cut;139;16;4;7.051019999999999;0.0012333333333333335;2066;57.955;7152256;458;572;38129;9532;190640.0
4528;TSP-based;71;32;4;6.15156;0.0027500000000000003;3152;67.419;7810360;0;0;0;0;0.0
4529;DADCA-NSN;136;16;4;9.83121;0.00036666666666666667;3202;43.551;0;633;686;105758;26439;528780.0
4530;DADCA-Parted-NSN;136;16;4;9.06925;0.00035;1829;45.856;0;595;705;53450;13362;267240.0
4531;DADCA-LKH;140;16;4;9.95684;0.0012833333333333334;3330;43.038000000000004;7152224;639;694;120715;30178;603560.0
4532;TSP-based;72;32;4;6.26423;0.0016833333333333333;3874;66.019;7810296;0;0;0;0;0.0
4533;FPPWR;137;16;4;4.4383;0.00045000000000000004;5574;97.60900000000001;650176;0;0;0;0;0.0
4534;DADCA-LKH-Cut;140;16;4;9.189810000000001;0.0008333333333333334;1645;45.125;6501872;606;708;61876;15469;309380.0
4535;DADCA-NSN;137;16;4;8.8274;0.00035;3468;48.429;0;563;617;97281;24320;486400.0
4536;TSP-based;73;32;4;6.47811;0.0015333333333333334;3796;64.795;8460464;0;0;0;0;0.0
4537;DADCA-Parted-NSN;137;16;4;7.57198;0.00035;1942;54.528;0;481;591;37006;9251;185020.0
4538;DADCA-LKH;141;16;4;8.73541;0.0009666666666666667;3849;49.291000000000004;7151696;552;609;128881;32220;644400.0
4539;FPPWR;138;16;4;5.64755;0.00043333333333333337;4098;75.436;650176;0;0;0;0;0.0
4540;TSP-based;74;32;4;6.80152;0.002;3380;61.461;7810840;0;0;0;0;0.0
4541;DADCA-LKH-Cut;141;16;4;9.14292;0.0008166666666666667;2817;45.253;6518544;606;719;59303;14825;296500.0
4542;DADCA-NSN;138;16;4;8.27582;0.00035;2888;51.286;0;531;582;61856;15464;309280.0
4543;DADCA-Parted-NSN;138;16;4;9.25106;0.00035;2965;44.555;0;608;712;64496;16124;322480.0
4544;DADCA-LKH;142;16;4;8.33201;0.0012166666666666667;4065;51.297000000000004;7803840;527;580;109936;27484;549680.0
4545;TSP-based;75;32;4;6.6440600000000005;0.0016;3217;62.517;8461472;0;0;0;0;0.0
4546;FPPWR;139;16;4;4.93502;0.00043333333333333337;4966;85.174;650176;0;0;0;0;0.0
4547;DADCA-LKH-Cut;142;16;4;9.04297;0.0007333333333333333;2451;45.949;6501872;591;701;64916;16229;324580.0
4548;DADCA-NSN;139;16;4;7.84023;0.0003333333333333334;3933;54.403;0;491;556;86916;21729;434580.0
4549;TSP-based;76;32;4;6.08284;0.0016166666666666666;3199;67.82300000000001;8461056;0;0;0;0;0.0
4550;DADCA-LKH;143;16;4;11.03576;0.00095;2992;39.024;7152128;715;768;130210;32552;651040.0
4551;DADCA-Parted-NSN;139;16;4;7.87507;0.00035;2183;52.315;0;512;624;41195;10298;205960.0
4552;FPPWR;140;16;4;6.14005;0.00045000000000000004;4395;70.611;650112;0;0;0;0;0.0
4553;TSP-based;77;32;4;6.46074;0.00215;3402;64.098;8460784;0;0;0;0;0.0
4554;DADCA-LKH-Cut;143;16;4;10.53144;0.0011166666666666666;1478;39.358000000000004;7152080;712;817;61956;15489;309780.0
4555;DADCA-NSN;140;16;4;10.457419999999999;0.0003333333333333334;2793;40.933;0;694;749;105705;26426;528520.0
4556;DADCA-Parted-NSN;140;16;4;9.51859;0.00035;1792;44.052;0;608;718;45408;11352;227040.0
4557;DADCA-LKH;144;16;4;10.885660000000001;0.0010500000000000002;2868;39.461;7152224;723;780;119251;29812;596240.0
4558;TSP-based;78;32;4;6.955419999999999;0.00255;2779;59.766;8461400;0;0;0;0;0.0
4559;FPPWR;141;16;4;4.95636;0.00043333333333333337;5143;85.405;650112;0;0;0;0;0.0
4560;DADCA-LKH-Cut;144;16;4;9.90656;0.0009000000000000001;1410;41.986000000000004;6502144;652;759;40521;10130;202600.0
4561;DADCA-NSN;141;16;4;8.936869999999999;0.0003333333333333334;3056;47.566;0;577;630;78706;19676;393520.0
4562;TSP-based;79;32;4;6.49474;0.0016833333333333333;3424;64.136;8460544;0;0;0;0;0.0
4563;DADCA-Parted-NSN;141;16;4;9.053339999999999;0.00035;1919;45.786;0;588;704;45945;11486;229720.0
4564;DADCA-LKH;145;16;4;9.68702;0.001966666666666667;3401;44.424;7152024;619;672;113036;28259;565180.0
4565;TSP-based;80;32;4;7.3672;0.0014833333333333335;3107;56.982;8461544;0;0;0;0;0.0
4566;FPPWR;142;16;4;4.34799;0.00045000000000000004;6111;96.602;650112;0;0;0;0;0.0
4567;DADCA-LKH-Cut;145;16;4;8.826319999999999;0.0007333333333333333;1679;47.034;7152520;572;674;49913;12478;249560.0
4568;DADCA-NSN;142;16;4;8.37589;0.0003333333333333334;3292;51.047000000000004;0;537;599;78082;19520;390400.0
4569;TSP-based;81;32;4;6.31245;0.0028;3584;65.733;8460784;0;0;0;0;0.0
4570;DADCA-LKH;146;16;4;9.38344;0.0008500000000000001;3346;45.691;7802600;605;658;114087;28521;570420.0
4571;DADCA-Parted-NSN;142;16;4;8.71648;0.00035;2760;48.003;0;558;669;69329;17332;346640.0
4572;FPPWR;143;16;4;4.30399;0.00046666666666666666;5035;97.399;650176;0;0;0;0;0.0
4573;DADCA-LKH-Cut;146;16;4;8.98558;0.0008;1997;46.117000000000004;5851896;578;690;55724;13931;278620.0
4574;TSP-based;82;32;4;6.9896;0.0022333333333333333;3036;59.462;8461192;0;0;0;0;0.0
4575;DADCA-NSN;143;16;4;9.12049;0.00035;3338;47.073;0;573;640;95751;23937;478740.0
4576;DADCA-LKH;147;16;4;9.84025;0.0011166666666666666;3875;43.473;7802464;646;699;125822;31455;629100.0
4577;DADCA-Parted-NSN;143;16;4;10.43885;0.00036666666666666667;3284;39.515;0;710;820;71382;17845;356900.0
4578;TSP-based;83;32;4;7.371;0.0013000000000000002;3333;56.918;8461624;0;0;0;0;0.0
4579;FPPWR;144;16;4;5.2782599999999995;0.00045000000000000004;3976;80.502;650176;0;0;0;0;0.0
