;Strategy;mapName;nPOIs;nUAV;SucessTax;pathTime;globalAvgDelay;tourSize;memory;validRVZ;totRVZ;msgsRVZ;msgsRVZbyUAVs;msgsRVZbyUAVsXEnergy
4580;DADCA-LKH-Cut;147;16;4;8.73023;0.0008666666666666667;2087;47.576;6502088;560;662;52287;13071;261420.0
4581;DADCA-NSN;144;16;4;9.50002;0.00035;3024;44.521;0;639;687;96514;24128;482560.0
4582;TSP-based;84;32;4;6.43621;0.0014833333333333335;3913;65.497;8461032;0;0;0;0;0.0
4583;DADCA-LKH;148;16;4;8.74747;0.0015166666666666668;3635;48.859;7152224;559;614;101529;25382;507640.0
4584;DADCA-Parted-NSN;144;16;4;10.34373;0.00035;1386;40.119;0;672;775;50400;12600;252000.0
4585;FPPWR;145;16;4;6.0653;0.00043333333333333337;3676;71.08800000000001;650112;0;0;0;0;0.0
4586;DADCA-LKH-Cut;148;16;4;7.88448;0.0008500000000000001;3216;52.179;5851976;510;612;52805;13201;264020.0
4587;TSP-based;85;32;4;6.4219800000000005;0.0018833333333333334;2872;65.816;8460688;0;0;0;0;0.0
4588;DADCA-NSN;145;16;4;7.65348;0.00035;3003;55.133;0;499;566;53907;13476;269520.0
4589;DADCA-LKH;149;16;4;10.99151;0.0018666666666666666;2624;39.099000000000004;7152496;713;766;106855;26713;534260.0
4590;DADCA-Parted-NSN;145;16;4;9.80662;0.00035;1719;42.081;0;662;764;40586;10146;202920.0
4591;TSP-based;86;32;4;6.3825;0.0016333333333333334;3966;65.477;8460760;0;0;0;0;0.0
4592;FPPWR;146;16;4;5.34095;0.00046666666666666666;4553;79.82300000000001;650112;0;0;0;0;0.0
4593;DADCA-LKH-Cut;149;16;4;10.01483;0.0009166666666666668;1102;41.598;6501944;656;758;49177;12294;245880.0
4594;DADCA-NSN;146;16;4;8.62172;0.0003333333333333334;3715;50.872;0;539;596;96301;24075;481500.0
4595;TSP-based;87;32;4;6.48769;0.0016;3421;63.859;8461792;0;0;0;0;0.0
4596;DADCA-LKH;150;16;4;8.603639999999999;0.0010666666666666667;4296;49.097;7152360;552;607;100833;25208;504160.0
4597;DADCA-Parted-NSN;146;16;4;8.06315;0.00035;1907;51.217;0;529;644;55638;13909;278180.0
4598;FPPWR;147;16;4;5.36085;0.00045000000000000004;4497;80.202;650112;0;0;0;0;0.0
4599;DADCA-LKH-Cut;150;16;4;8.10619;0.001;2388;51.177;6502128;522;632;43648;10912;218240.0
4600;TSP-based;88;32;4;6.26658;0.0015500000000000002;3436;66.102;8460736;0;0;0;0;0.0
4601;DADCA-NSN;147;16;4;8.652460000000001;0.00035;3629;49.392;0;555;615;98053;24513;490260.0
4602;DADCA-LKH;151;16;4;8.72661;0.002;3550;48.432;7152344;569;626;101554;25388;507760.0
4603;DADCA-Parted-NSN;147;16;4;8.16732;0.00035;3611;50.444;0;553;691;53469;13367;267340.0
4604;TSP-based;89;32;4;6.60946;0.00185;3073;62.684000000000005;7810576;0;0;0;0;0.0
4605;FPPWR;148;16;4;4.1557;0.00045000000000000004;4984;100.639;650240;0;0;0;0;0.0
4606;DADCA-LKH-Cut;151;16;4;8.66995;0.0011833333333333333;2124;47.589;6502280;566;681;43091;10772;215440.0
4607;DADCA-NSN;148;16;4;9.217419999999999;0.00035;3523;46.45;0;587;640;117411;29352;587040.0
4608;TSP-based;90;32;4;6.7818;0.0029333333333333334;3099;61.358000000000004;7810640;0;0;0;0;0.0
4609;DADCA-LKH;152;16;4;10.36615;0.0010166666666666668;3448;41.277;7152072;677;734;145467;36366;727320.0
4610;DADCA-Parted-NSN;148;16;4;8.05845;0.00035;1879;52.918;0;496;598;40618;10154;203080.0
4611;FPPWR;149;16;4;5.7833;0.00045000000000000004;4652;77.47;650112;0;0;0;0;0.0
4612;TSP-based;91;32;4;5.91284;0.0012666666666666668;3207;69.639;8461328;0;0;0;0;0.0
4613;DADCA-LKH-Cut;152;16;4;9.298680000000001;0.0007666666666666667;3234;44.746;6502152;596;706;63258;15814;316280.0
4614;DADCA-NSN;149;16;4;11.07627;0.00035;2218;38.975;0;708;763;90901;22725;454500.0
4615;DADCA-LKH;153;16;4;10.54796;0.0011166666666666666;2961;40.643;7152360;677;731;119030;29757;595140.0
4616;TSP-based;92;32;4;6.754860000000001;0.0018833333333333334;2937;61.328;8460888;0;0;0;0;0.0
4617;DADCA-Parted-NSN;149;16;4;10.43222;0.00035;1314;39.817;0;682;788;53083;13270;265400.0
4618;FPPWR;150;16;4;4.44517;0.00045000000000000004;5120;95.795;650112;0;0;0;0;0.0
4619;DADCA-LKH-Cut;153;16;4;9.47808;0.0011;1423;43.978;7152336;614;727;46764;11691;233820.0
4620;TSP-based;93;32;4;6.690180000000001;0.0018833333333333334;3372;61.925000000000004;8460896;0;0;0;0;0.0
4621;DADCA-NSN;150;16;4;7.36485;0.00035;3799;57.74;0;469;519;73027;18256;365120.0
4622;DADCA-LKH;154;16;4;8.16225;0.0009666666666666667;4152;51.981;7802360;519;578;105467;26366;527320.0
4623;DADCA-Parted-NSN;150;16;4;7.37944;0.00035;2340;57.714;0;458;568;38971;9742;194840.0
4624;TSP-based;94;32;4;6.37472;0.0015666666666666667;3193;64.992;8461936;0;0;0;0;0.0
4625;DADCA-LKH-Cut;154;16;4;7.85795;0.0008500000000000001;2411;52.551;6502280;506;616;44022;11005;220100.0
4626;FPPWR;151;16;4;4.6498800000000005;0.00045000000000000004;5030;95.296;650112;0;0;0;0;0.0
4627;DADCA-NSN;151;16;4;9.11229;0.0003333333333333334;3374;46.94;0;591;645;99129;24782;495640.0
4628;DADCA-LKH;155;16;4;8.48585;0.0009000000000000001;4035;50.065;7802600;551;604;99459;24864;497280.0
4629;TSP-based;95;32;4;6.48377;0.0016333333333333334;3665;63.867000000000004;7810704;0;0;0;0;0.0
4630;DADCA-Parted-NSN;151;16;4;7.10853;0.00035;2223;57.673;0;472;580;35887;8971;179420.0
4631;DADCA-LKH-Cut;155;16;4;7.73003;0.0010500000000000002;1895;53.126;6502088;498;608;46527;11631;232620.0
4632;FPPWR;152;16;4;6.50547;0.00045000000000000004;4525;67.144;650176;0;0;0;0;0.0
4633;TSP-based;96;32;4;6.11569;0.014533333333333334;3436;67.674;7810656;0;0;0;0;0.0
4634;DADCA-NSN;152;16;4;10.501660000000001;0.0003333333333333334;3073;40.543;0;685;740;122401;30600;612000.0
4635;DADCA-LKH;156;16;4;11.33415;0.0013833333333333334;2916;38.065;7804008;739;792;137448;34362;687240.0
4636;DADCA-Parted-NSN;152;16;4;10.9205;0.00035;2132;37.742;0;753;863;111053;27763;555260.0
4637;TSP-based;97;32;4;6.50065;0.001966666666666667;3392;64.05;8461416;0;0;0;0;0.0
4638;DADCA-LKH-Cut;156;16;4;10.003260000000001;0.0012000000000000001;1787;41.678000000000004;7153240;652;770;45311;11327;226540.0
4639;FPPWR;153;16;4;5.22931;0.00045000000000000004;5383;81.432;650176;0;0;0;0;0.0
4640;DADCA-NSN;153;16;4;10.17216;0.00035;2962;42.215;0;655;713;108660;27165;543300.0
4641;DADCA-LKH;157;16;4;9.081669999999999;0.0009833333333333335;3210;46.637;7802464;609;662;103528;25882;517640.0
4642;TSP-based;98;32;4;6.33295;0.0013666666666666666;3323;65.177;8461576;0;0;0;0;0.0
4643;DADCA-Parted-NSN;153;16;4;8.63161;0.00036666666666666667;1346;47.603;0;566;668;51383;12845;256900.0
4644;DADCA-LKH-Cut;157;16;4;9.12278;0.0010500000000000002;1573;45.232;6502144;612;714;55156;13789;275780.0
4645;FPPWR;154;16;4;3.0089;0.00045000000000000004;7280;131.936;650112;0;0;0;0;0.0
4646;TSP-based;99;32;4;6.49595;0.0015;3516;64.083;8460624;0;0;0;0;0.0
4647;DADCA-NSN;154;16;4;9.58128;0.00035;3322;44.879;0;617;670;110956;27739;554780.0
4648;DADCA-LKH;158;16;4;9.737169999999999;0.00175;2986;43.761;7152360;653;713;100434;25108;502160.0
4649;TSP-based;100;32;4;6.64997;0.0012000000000000001;3655;62.525;8460552;0;0;0;0;0.0
4650;DADCA-Parted-NSN;154;16;4;7.79827;0.00035;3002;52.117000000000004;0;526;646;50429;12607;252140.0
4651;DADCA-LKH-Cut;158;16;4;8.85067;0.00075;1541;47.06;6502280;570;678;46266;11566;231320.0
4652;FPPWR;155;16;4;4.07733;0.00048333333333333334;5718;101.238;650176;0;0;0;0;0.0
4653;TSP-based;101;32;4;6.59156;0.0015666666666666667;3560;63.147;8460736;0;0;0;0;0.0
4654;DADCA-LKH;159;16;4;9.94442;0.0013166666666666667;3077;43.207;7803792;633;686;107310;26827;536540.0
4655;DADCA-NSN;155;16;4;8.13151;0.00035;3893;53.86;0;562;641;88555;22138;442760.0
4656;DADCA-Parted-NSN;155;16;4;8.070139999999999;0.00035;8110;51.153;0;532;642;45792;11448;228960.0
4657;DADCA-LKH-Cut;159;16;4;8.73806;0.0008666666666666667;1640;47.06;7152072;578;682;46267;11566;231320.0
4658;TSP-based;102;32;4;6.83793;0.00165;3293;60.584;7810488;0;0;0;0;0.0
4659;FPPWR;156;16;4;5.79343;0.00048333333333333334;3606;73.628;650176;0;0;0;0;0.0
4660;DADCA-LKH;160;16;4;11.027439999999999;0.0011333333333333334;3134;39.172000000000004;7802728;711;766;143363;35840;716800.0
4661;DADCA-NSN;156;16;4;9.5421;0.0003333333333333334;2742;45.385;0;608;665;89414;22353;447060.0
4662;TSP-based;103;32;4;6.89158;0.002816666666666667;3212;60.620000000000005;7810544;0;0;0;0;0.0
4663;DADCA-Parted-NSN;156;16;4;9.47;0.00036666666666666667;2695;43.942;0;617;726;65209;16302;326040.0
4664;DADCA-LKH-Cut;160;16;4;9.659410000000001;0.0010666666666666667;2064;43.126;6501944;632;742;50577;12644;252880.0
4665;FPPWR;157;16;4;3.4009699999999996;0.00048333333333333334;6133;118.218;650176;0;0;0;0;0.0
4666;TSP-based;104;32;4;6.32987;0.00175;3226;65.803;8461936;0;0;0;0;0.0
4667;DADCA-LKH;161;16;4;10.83888;0.0017666666666666668;3224;39.457;7152200;705;760;143264;35816;716320.0
4668;DADCA-NSN;157;16;4;9.533660000000001;0.0003333333333333334;3327;45.071;0;623;676;110351;27587;551740.0
4669;DADCA-Parted-NSN;157;16;4;8.96074;0.0003333333333333334;1777;46.094;0;580;690;49281;12320;246400.0
4670;DADCA-LKH-Cut;161;16;4;9.708;0.0008500000000000001;3276;42.755;7169048;648;765;62867;15716;314320.0
4671;TSP-based;105;32;4;6.92443;0.0014;3308;60.437000000000005;8460960;0;0;0;0;0.0
4672;FPPWR;158;16;4;5.8112699999999995;0.00046666666666666666;4213;76.194;650176;0;0;0;0;0.0
4673;DADCA-LKH;162;16;4;10.89988;0.0011;3329;39.385;7802720;714;778;133307;33326;666520.0
4674;DADCA-NSN;158;16;4;9.4958;0.00035;3084;45.778;0;597;696;90913;22728;454560.0
4675;TSP-based;106;32;4;6.764869999999999;0.0019833333333333335;3135;61.918;7810632;0;0;0;0;0.0
4676;DADCA-Parted-NSN;158;16;4;8.50526;0.00035;6537;48.493;0;560;671;51901;12975;259500.0
4677;DADCA-LKH-Cut;162;16;4;9.86196;0.0009333333333333333;1796;42.173;7168904;644;754;52007;13001;260020.0
4678;FPPWR;159;16;4;4.681830000000001;0.00043333333333333337;4865;89.354;650176;0;0;0;0;0.0
4679;TSP-based;107;32;4;6.0738;0.0017166666666666667;3374;68.291;8461280;0;0;0;0;0.0
4680;DADCA-LKH;163;16;4;9.63879;0.0013333333333333335;3847;44.138;7168528;630;690;141393;35348;706960.0
4681;DADCA-NSN;159;16;4;9.34884;0.0003333333333333334;3274;45.692;0;603;656;101053;25263;505260.0
4682;DADCA-Parted-NSN;159;16;4;8.32369;0.00036666666666666667;3108;49.025;0;555;659;57629;14407;288140.0
4683;DADCA-LKH-Cut;163;16;4;9.23334;0.0007833333333333334;3123;45.21;6518760;602;712;65875;16468;329360.0
4684;TSP-based;108;32;4;6.4981800000000005;0.0018333333333333335;3359;64.06700000000001;8460760;0;0;0;0;0.0
4685;FPPWR;160;16;4;4.75911;0.00043333333333333337;4978;88.46600000000001;650112;0;0;0;0;0.0
4686;DADCA-LKH;164;16;4;8.899980000000001;0.0015333333333333334;3529;48.27;7168752;568;622;96222;24055;481100.0
4687;DADCA-NSN;160;16;4;9.28084;0.0003333333333333334;3451;46.505;0;597;651;103532;25883;517660.0
4688;TSP-based;109;32;4;6.35151;0.0012333333333333335;3417;65.228;8460816;0;0;0;0;0.0
4689;DADCA-Parted-NSN;160;16;4;9.41792;0.00035;5956;44.135;0;610;724;78344;19586;391720.0
4690;DADCA-LKH-Cut;164;16;4;8.51394;0.0018166666666666667;1648;48.594;7168872;562;674;50533;12633;252660.0
4691;FPPWR;161;16;4;4.5292;0.00043333333333333337;5879;95.304;650176;0;0;0;0;0.0
4692;TSP-based;110;32;4;6.56853;0.0014;3272;63.573;8460952;0;0;0;0;0.0
4693;DADCA-LKH;165;16;4;9.36463;0.0012333333333333335;3460;45.898;7803928;607;660;104083;26020;520400.0
4694;DADCA-NSN;161;16;4;9.34052;0.00035;3173;45.532000000000004;0;619;698;102663;25665;513300.0
4695;TSP-based;111;32;4;5.7458599999999995;0.0015666666666666667;3082;71.319;8460968;0;0;0;0;0.0
4696;DADCA-Parted-NSN;161;16;4;9.90005;0.00035;2150;42.046;0;648;771;63488;15872;317440.0
4697;DADCA-LKH-Cut;165;16;4;9.32207;0.0011666666666666668;4916;44.615;6518568;624;737;58053;14513;290260.0
4698;FPPWR;162;16;4;5.96692;0.00043333333333333337;4257;72.242;650176;0;0;0;0;0.0
4699;DADCA-LKH;166;16;4;11.61663;0.0009666666666666667;2846;36.968;7169032;758;813;138966;34741;694820.0
4700;TSP-based;112;32;4;6.11244;0.0023666666666666667;3668;67.967;7810656;0;0;0;0;0.0
4701;DADCA-NSN;162;16;4;9.51956;0.00035;3256;45.528;0;605;745;102907;25726;514520.0
4702;DADCA-LKH-Cut;166;16;4;9.94587;0.00115;1640;42.03;6518512;653;754;57005;14251;285020.0
4703;DADCA-Parted-NSN;162;16;4;10.23076;0.00035;1608;40.92;0;672;782;56860;14215;284300.0
4704;TSP-based;113;32;4;6.90954;0.0014166666666666668;3294;60.67;7812584;0;0;0;0;0.0
4705;FPPWR;163;16;4;4.4995400000000005;0.00046666666666666666;5656;93.866;650112;0;0;0;0;0.0
4706;DADCA-LKH;167;16;4;10.423060000000001;0.0016333333333333334;3315;41.160000000000004;7820352;669;724;137506;34376;687520.0
4707;DADCA-NSN;163;16;4;8.80883;0.00035;3228;48.06;0;572;632;79210;19802;396040.0
4708;TSP-based;114;32;4;6.24349;0.001966666666666667;3382;66.285;7812584;0;0;0;0;0.0
4709;DADCA-Parted-NSN;163;16;4;9.06841;0.00036666666666666667;1991;45.513;0;590;710;46254;11563;231260.0
4710;DADCA-LKH-Cut;167;16;4;9.24624;0.0009666666666666667;3002;44.59;7169008;619;729;54096;13524;270480.0
4711;FPPWR;164;16;4;4.61034;0.00046666666666666666;4968;92.019;650112;0;0;0;0;0.0
4712;DADCA-LKH;168;16;4;8.699;0.0010666666666666667;3919;48.705;7169032;583;647;119325;29831;596620.0
4713;TSP-based;115;32;4;6.18122;0.0016;3716;66.782;8461000;0;0;0;0;0.0
4714;DADCA-NSN;164;16;4;9.958039999999999;0.00035;3200;43.256;0;643;698;105072;26268;525360.0
4715;DADCA-LKH-Cut;168;16;4;8.60593;0.0013166666666666667;2293;48.298;5868280;564;681;50176;12544;250880.0
4716;DADCA-Parted-NSN;164;16;4;8.27812;0.00036666666666666667;4391;49.988;0;560;671;50129;12532;250640.0
4717;TSP-based;116;32;4;7.48481;0.0012666666666666668;2869;55.655;8460888;0;0;0;0;0.0
4718;FPPWR;165;16;4;4.18584;0.0005;4622;102.364;650112;0;0;0;0;0.0
4719;DADCA-LKH;169;16;4;8.01902;0.0012333333333333335;4003;52.818;7819136;515;570;95784;23946;478920.0
4720;DADCA-NSN;165;16;4;9.24793;0.00035;3382;47.396;0;597;682;98262;24565;491300.0
4721;TSP-based;117;32;4;6.25157;0.0015500000000000002;3586;66.334;8461144;0;0;0;0;0.0
4722;DADCA-LKH-Cut;169;16;4;8.22917;0.0008500000000000001;2091;50.344;5868352;524;634;46289;11572;231440.0
4723;DADCA-Parted-NSN;165;16;4;8.38144;0.00035;2782;49.212;0;552;662;60302;15075;301500.0
4724;FPPWR;166;16;4;5.22509;0.00043333333333333337;4541;83.955;650240;0;0;0;0;0.0
4725;DADCA-LKH;170;16;4;8.4281;0.0009333333333333333;3784;50.688;7168880;538;592;104839;26209;524180.0
4726;TSP-based;118;32;4;6.7284;0.0012833333333333334;3362;62.049;8461640;0;0;0;0;0.0
4727;DADCA-NSN;166;16;4;10.60233;0.0003333333333333334;2523;42.086;0;677;757;99632;24908;498160.0
4728;DADCA-LKH-Cut;170;16;4;7.792730000000001;0.0009000000000000001;2233;52.635;6518552;505;619;36155;9038;180760.0
4729;DADCA-Parted-NSN;166;16;4;9.13797;0.00035;1655;47.24;0;568;680;53514;13378;267560.0
4730;TSP-based;119;32;4;6.51355;0.0013333333333333335;3314;63.803000000000004;8460992;0;0;0;0;0.0
4731;FPPWR;167;16;4;4.38091;0.00045000000000000004;4771;95.19800000000001;650112;0;0;0;0;0.0
4732;DADCA-LKH;171;16;4;9.18318;0.0014833333333333335;3752;46.567;7169168;593;646;120329;30082;601640.0
4733;DADCA-NSN;167;16;4;10.096689999999999;0.0003333333333333334;3148;42.136;0;661;714;112630;28157;563140.0
4734;TSP-based;120;32;4;6.34271;0.0011333333333333334;3658;65.623;8461048;0;0;0;0;0.0
4735;DADCA-LKH-Cut;171;16;4;8.15864;0.00095;5434;49.987;6501952;543;653;42735;10683;213660.0
4736;DADCA-Parted-NSN;167;16;4;8.67597;0.00035;2212;48.31;0;556;666;60536;15134;302680.0
4737;TSP-based;121;32;4;6.77216;0.0015;3176;61.695;8460920;0;0;0;0;0.0
4738;FPPWR;168;16;4;4.9699800000000005;0.00043333333333333337;5116;85.72800000000001;650112;0;0;0;0;0.0
4739;DADCA-LKH;172;16;4;10.551219999999999;0.0010500000000000002;3099;40.574;7819224;684;743;120951;30237;604740.0
4740;DADCA-NSN;168;16;4;8.40639;0.00035;3551;50.681000000000004;0;549;609;86206;21551;431020.0
4741;DADCA-LKH-Cut;172;16;4;9.65061;0.0009166666666666668;1786;42.605000000000004;6501872;655;761;51967;12991;259820.0
4742;TSP-based;122;32;4;6.08863;0.0027833333333333334;3766;68.09100000000001;7810720;0;0;0;0;0.0
4743;DADCA-Parted-NSN;168;16;4;8.85393;0.00035;1947;46.823;0;578;689;45898;11474;229480.0
4744;FPPWR;169;16;4;4.204280000000001;0.00046666666666666666;5852;98.924;650136;0;0;0;0;0.0
4745;DADCA-LKH;173;16;4;8.81269;0.001;3591;48.677;7803952;559;612;106340;26585;531700.0
4746;TSP-based;123;32;4;6.41608;0.0036833333333333336;3198;64.805;8460976;0;0;0;0;0.0
4747;DADCA-NSN;169;16;4;7.187860000000001;0.0003333333333333334;3745;58.318;0;459;514;67807;16951;339020.0
4748;DADCA-LKH-Cut;173;16;4;9.128210000000001;0.0009166666666666668;1856;45.058;7151984;603;717;45417;11354;227080.0
4749;DADCA-Parted-NSN;169;16;4;7.105639999999999;0.00036666666666666667;1832;57.605000000000004;0;465;570;39124;9781;195620.0
4750;TSP-based;124;32;4;6.53935;0.0015166666666666668;3015;63.288000000000004;8464752;0;0;0;0;0.0
4751;DADCA-LKH;174;16;4;8.13935;0.0008666666666666667;3785;52.129;7802648;535;590;84189;21047;420940.0
4752;FPPWR;170;16;4;4.27192;0.00045000000000000004;5315;100.723;650176;0;0;0;0;0.0
4753;DADCA-NSN;170;16;4;7.48577;0.0003333333333333334;4352;56.263;0;499;552;78989;19747;394940.0
4754;DADCA-LKH-Cut;174;16;4;7.7691;0.0010333333333333334;3311;53.27;6501816;498;604;47494;11873;237460.0
4755;TSP-based;125;32;4;6.7299;0.0021000000000000003;3051;61.561;8464760;0;0;0;0;0.0
4756;DADCA-Parted-NSN;170;16;4;7.526039999999999;0.00035;5926;54.629;0;499;627;38759;9689;193780.0
4757;DADCA-LKH;175;16;4;9.8974;0.0010500000000000002;3377;43.062;7802328;653;706;123916;30979;619580.0
4758;FPPWR;171;16;4;5.0504;0.00045000000000000004;4692;88.327;650176;0;0;0;0;0.0
4759;TSP-based;126;32;4;6.01207;0.0013166666666666667;3980;69.444;8464848;0;0;0;0;0.0
4760;DADCA-NSN;171;16;4;9.018369999999999;0.00035;3501;47.406;0;581;664;102134;25533;510660.0
4761;DADCA-LKH-Cut;175;16;4;9.55597;0.0008166666666666667;39469;43.642;6502144;644;766;56766;14191;283820.0
4762;DADCA-Parted-NSN;171;16;4;7.26755;0.00035;1628;56.247;0;469;571;37182;9295;185900.0
4763;TSP-based;127;32;4;7.145910000000001;0.0020166666666666666;3184;58.259;8465144;0;0;0;0;0.0
4764;DADCA-LKH;176;16;4;10.75014;0.00175;2906;39.725;7802464;723;777;128697;32174;643480.0
4765;FPPWR;172;16;4;4.3117;0.00048333333333333334;5327;96.107;650112;0;0;0;0;0.0
4766;DADCA-NSN;172;16;4;9.53631;0.00035;3284;45.019;0;615;668;105189;26297;525940.0
4767;DADCA-LKH-Cut;176;16;4;9.150030000000001;0.0008333333333333334;30308;45.246;6501952;601;713;45370;11342;226840.0
4768;TSP-based;128;32;4;6.53483;0.0029333333333333334;2922;63.758;7810600;0;0;0;0;0.0
4769;DADCA-Parted-NSN;172;16;4;9.35258;0.00035;9349;43.873;0;640;757;61451;15362;307240.0
4770;DADCA-LKH;177;16;4;11.48293;0.0022500000000000003;2809;37.244;7802464;757;811;135802;33950;679000.0
4771;FPPWR;173;16;4;3.94266;0.00043333333333333337;6334;104.593;650112;0;0;0;0;0.0
4772;TSP-based;129;32;4;6.85288;0.0017166666666666667;3422;61.17;8460984;0;0;0;0;0.0
4773;DADCA-NSN;173;16;4;10.30949;0.00035;2884;41.448;0;681;735;104828;26207;524140.0
4774;DADCA-LKH-Cut;177;16;4;10.02242;0.0007833333333333334;1495;41.572;6501688;658;762;54864;13716;274320.0
4775;DADCA-Parted-NSN;173;16;4;8.53938;0.00035;1717;48.397;0;568;678;39888;9972;199440.0
4776;TSP-based;130;32;4;6.3576;0.0014666666666666667;3435;65.307;8460960;0;0;0;0;0.0
4777;DADCA-LKH;178;16;4;9.16872;0.0019;3425;46.655;7152224;589;643;111325;27831;556620.0
4778;FPPWR;174;16;4;4.85147;0.00045000000000000004;4722;87.664;650176;0;0;0;0;0.0
4779;TSP-based;131;32;4;6.33174;0.0023666666666666667;3722;65.784;8461032;0;0;0;0;0.0
4780;DADCA-NSN;174;16;4;7.82227;0.00036666666666666667;3607;55.804;0;487;534;75146;18786;375720.0
4781;DADCA-LKH-Cut;178;16;4;9.42949;0.0017666666666666668;1881;43.724000000000004;5851680;615;725;49358;12339;246780.0
4782;DADCA-Parted-NSN;174;16;4;7.0849;0.00035;2734;59.771;0;442;632;52050;13012;260240.0
4783;DADCA-LKH;179;16;4;9.28156;0.0016;3548;46.583;7803528;591;645;116226;29056;581120.0
4784;TSP-based;132;32;4;6.7252;0.0030666666666666668;3518;61.905;8460752;0;0;0;0;0.0
4785;FPPWR;175;16;4;5.11285;0.00045000000000000004;4382;83.238;650112;0;0;0;0;0.0
4786;DADCA-NSN;175;16;4;10.29707;0.00035;3237;41.415;0;680;741;111116;27779;555580.0
4787;DADCA-LKH-Cut;179;16;4;8.787980000000001;0.0011666666666666668;1791;47.036;7151984;580;685;57562;14390;287800.0
4788;TSP-based;133;32;4;5.89114;0.005200000000000001;4006;70.274;7810784;0;0;0;0;0.0
4789;DADCA-Parted-NSN;175;16;4;9.4729;0.00035;23051;43.62;0;660;792;53467;13366;267320.0
4790;DADCA-LKH;180;16;4;9.539810000000001;0.0009833333333333335;3670;45.038000000000004;7802304;619;672;124664;31166;623320.0
4791;FPPWR;176;16;4;6.508369999999999;0.00045000000000000004;3870;66.725;650176;0;0;0;0;0.0
4792;TSP-based;134;32;4;6.24885;0.0021333333333333334;3586;66.764;8463728;0;0;0;0;0.0
4793;DADCA-NSN;176;16;4;9.86075;0.0003333333333333334;3308;44.037;0;638;699;119663;29915;598300.0
4794;DADCA-LKH-Cut;180;16;4;8.72878;0.00115;2520;47.815;6502144;560;670;49738;12434;248680.0
4795;DADCA-Parted-NSN;176;16;4;7.6671;0.00035;2154;53.224000000000004;0;508;637;43444;10861;217220.0
4796;TSP-based;135;32;4;6.724419999999999;0.0016;3264;62.172000000000004;8463752;0;0;0;0;0.0
4797;DADCA-LKH;181;16;4;11.41794;0.0012166666666666667;3252;37.496;7152096;742;804;142937;35734;714680.0
4798;FPPWR;177;16;4;7.94645;0.00043333333333333337;3374;56.431000000000004;650112;0;0;0;0;0.0
4799;DADCA-NSN;177;16;4;12.10913;0.00035;2739;35.687;0;774;835;139788;34947;698940.0
4800;DADCA-LKH-Cut;181;16;4;8.899980000000001;0.001;1971;46.767;7152288;578;688;45315;11328;226560.0
4801;TSP-based;136;32;4;6.5309099999999995;0.0014500000000000001;3418;63.573;8463664;0;0;0;0;0.0
4802;DADCA-Parted-NSN;177;16;4;9.98517;0.00035;1504;41.435;0;670;772;43547;10886;217720.0
4803;DADCA-LKH;182;16;4;7.97502;0.0023;4005;53.394;7152224;509;563;94236;23559;471180.0
4804;FPPWR;178;16;4;5.24149;0.00045000000000000004;4540;80.796;650112;0;0;0;0;0.0
4805;TSP-based;137;32;4;6.55201;0.0014666666666666667;3473;63.242000000000004;8460792;0;0;0;0;0.0
4806;DADCA-NSN;178;16;4;9.9783;0.00035;3312;42.615;0;648;703;108645;27161;543220.0
4807;DADCA-LKH-Cut;182;16;4;8.7576;0.00115;2106;47.598;6501944;560;670;44441;11110;222200.0
4808;DADCA-Parted-NSN;178;16;4;8.79883;0.00035;2835;46.639;0;602;714;47058;11764;235280.0
4809;TSP-based;138;32;4;7.17213;0.0017833333333333334;3266;58.25;8463856;0;0;0;0;0.0
4810;DADCA-LKH;183;16;4;9.69944;0.00185;3497;44.32;7802712;630;683;116382;29095;581900.0
4811;FPPWR;179;16;4;4.01018;0.00045000000000000004;6150;103.327;650176;0;0;0;0;0.0
