Strategy;nPOIs;nUAV;SucessTax;V2V_range;ctRounds;dimX;pathTime;globalAvgDelay;nMsgs;tourSize;memory;validRVZ;totRVZ;msgsRVZ;msgsRVZbyUAVs;msgsRVZbyUAVsXEnergy;mapName
TSP-based;48;8;10.83048;71;259200;13000;50;3874;254826;72878;7153792;0;0;0;0;0.0;13
DADCA-LKH;32;2;3.12265;71;259200;13000;49;6406;49231;68054;7151896;69;74;21975;10987;219740.0;25
DADCA-NSN;32;16;25.48894;71;259200;13000;22;3332;368735;62418;650112;8411;11971;2623738;163983;3279660.0;21
DADCA-Parted-NSN;32;2;3.20939;71;259200;13000;32;4179;49661;65011;0;72;93;13586;6793;135860.0;21
DADCA-LKH;32;8;11.80917;71;259200;13000;51;4384;169377;68054;6501680;1798;2242;629404;78675;1573500.0;25
DADCA-Parted-NSN;32;8;12.13897;71;259200;13000;21;2325;109774;65011;0;1829;2731;350307;43788;875760.0;21
TSP-based;48;16;21.43900;71;259200;13000;62;3874;502858;72878;7177136;0;0;0;0;0.0;13
DADCA-Parted-NSN;32;4;6.21395;71;259200;13000;21;2653;63120;65011;0;388;500;68783;17195;343900.0;21
TSP-based;48;4;5.30370;71;259200;13000;104;4423;123843;76151;9104592;0;0;0;0;0.0;14
DADCA-Parted-NSN;32;16;23.88413;71;259200;13000;23;2749;205346;65011;650144;7900;16053;1493370;93335;1866700.0;21
DADCA-LKH;32;16;23.29120;71;259200;13000;65;3936;328198;68054;7152440;7618;11058;2565512;160344;3206880.0;25
TSP-based;48;2;2.76130;71;259200;13000;56;4418;64304;76151;7151984;0;0;0;0;0.0;14
FPPWR;32;2;1.40438;71;259200;13000;46;7963;21588;147530;650112;0;0;0;0;0.0;22
DADCA-LKH-Cut;32;4;5.91393;71;259200;13000;93;2823;54920;68240;7152504;362;472;56092;14023;280460.0;25
FPPWR;32;8;5.01013;71;259200;13000;47;7984;76064;147530;650176;0;0;0;0;0.0;22
DADCA-LKH-Cut;32;2;3.04706;71;259200;13000;52;4530;47211;68240;7151872;62;74;10365;5182;103640.0;25
TSP-based;48;8;10.41064;71;259200;13000;59;4419;243436;76151;7820696;0;0;0;0;0.0;14
FPPWR;32;4;2.60248;71;259200;13000;33;7967;39434;147530;650160;0;0;0;0;0.0;22
DADCA-LKH-Cut;32;8;11.52440;71;259200;13000;50;2424;94189;68240;6501784;1706;2618;289056;36132;722640.0;25
FPPWR;32;16;9.83055;71;259200;13000;30;7952;149323;147530;650280;0;0;0;0;0.0;22
TSP-based;48;16;20.58827;71;259200;13000;59;4425;480778;76151;7827440;0;0;0;0;0.0;14
DADCA-NSN;32;2;3.09444;71;259200;13000;21;5368;47879;68995;0;67;76;18934;9467;189340.0;22
DADCA-NSN;32;8;11.68988;71;259200;13000;21;3738;174886;68995;0;1779;2217;523622;65452;1309040.0;22
DADCA-LKH-Cut;32;16;22.85982;71;259200;13000;56;2088;180014;68240;7152312;7381;14362;1353199;84574;1691480.0;25
TSP-based;48;4;5.62026;71;259200;13000;109;3888;131376;71811;9103544;0;0;0;0;0.0;15
DADCA-NSN;32;4;5.93171;71;259200;13000;21;4960;87134;68995;0;375;428;112957;28239;564780.0;22
DADCA-LKH;32;4;6.69036;71;259200;13000;98;4699;103005;61810;7810528;419;482;150043;37510;750200.0;26
TSP-based;48;2;2.91349;71;259200;13000;115;3890;68410;71811;7152120;0;0;0;0;0.0;15
DADCA-LKH;32;2;3.46197;71;259200;13000;60;5801;52562;61810;7151960;73;78;26293;13146;262920.0;26
DADCA-NSN;32;16;22.97098;71;259200;13000;22;3416;323813;68995;650112;7569;11137;2139586;133724;2674480.0;22
DADCA-Parted-NSN;32;2;2.92884;71;259200;13000;22;4681;46000;72490;0;58;70;9710;4855;97100.0;22
DADCA-LKH;32;8;13.12024;71;259200;13000;59;3690;198289;61810;6501768;1979;2435;653469;81683;1633660.0;26
TSP-based;48;8;11.04472;71;259200;13000;49;3886;258622;71811;7153768;0;0;0;0;0.0;15
DADCA-Parted-NSN;32;8;11.01177;71;259200;13000;22;2523;97343;72490;0;1618;2568;269766;33720;674400.0;22
DADCA-Parted-NSN;32;4;5.65562;71;259200;13000;21;2806;56840;72490;0;345;456;64188;16047;320940.0;22
DADCA-LKH;32;16;25.77613;71;259200;13000;80;3333;364455;61810;7152432;8567;12200;2565642;160352;3207040.0;26
DADCA-Parted-NSN;32;16;21.56714;71;259200;13000;22;2246;180876;72490;650144;6966;14250;1226389;76649;1532980.0;22
TSP-based;48;16;21.82493;71;259200;13000;88;3889;512525;71811;7177184;0;0;0;0;0.0;15
FPPWR;32;2;1.23993;71;259200;13000;30;8975;19001;167114;650136;0;0;0;0;0.0;23
DADCA-LKH-Cut;32;4;6.33638;71;259200;13000;81;38909;98605;64022;7152200;411;532;77111;19277;385540.0;26
FPPWR;32;8;4.25890;71;259200;13000;61;8970;64728;167114;650176;0;0;0;0;0.0;23
TSP-based;48;4;5.54571;71;259200;13000;352;3904;130336;72732;8452448;0;0;0;0;0.0;16
DADCA-LKH-Cut;32;2;3.26793;71;259200;13000;50;3576;51667;64022;7163128;69;81;13871;6935;138700.0;26
TSP-based;48;2;2.87021;71;259200;13000;48;3911;67223;72732;7152280;0;0;0;0;0.0;16
FPPWR;32;4;2.23946;71;259200;13000;29;8964;33816;167114;650160;0;0;0;0;0.0;23
DADCA-LKH-Cut;32;8;12.32223;71;259200;13000;55;1868;108643;64022;7151904;1887;2801;368059;46007;920140.0;26
FPPWR;32;16;8.31609;71;259200;13000;33;8961;125756;167114;650280;0;0;0;0;0.0;23
TSP-based;48;8;10.89518;71;259200;13000;58;3904;255242;72732;7153736;0;0;0;0;0.0;16
DADCA-NSN;32;2;3.25804;71;259200;13000;26;4796;49938;65033;0;73;80;16158;8079;161580.0;23
DADCA-NSN;32;8;12.32898;71;259200;13000;21;3427;186482;65033;0;1897;2318;509693;63711;1274220.0;23
DADCA-LKH-Cut;32;16;24.32901;71;259200;13000;60;1647;200392;64022;7152480;8029;15474;1428201;89262;1785240.0;26
DADCA-NSN;32;4;6.27773;71;259200;13000;24;4559;96341;65033;0;403;468;119920;29980;599600.0;23
DADCA-LKH;32;4;6.41927;71;259200;13000;93;5322;100588;64146;7810552;405;458;157631;39407;788140.0;27
TSP-based;48;16;21.56089;71;259200;13000;88;3904;504574;72732;7177312;0;0;0;0;0.0;16
DADCA-LKH;32;2;3.30458;71;259200;13000;54;6246;52069;64146;5851680;71;76;25561;12780;255600.0;27
DADCA-NSN;32;16;24.40641;71;259200;13000;21;3020;360763;65033;650112;7967;11420;2144062;134003;2680060.0;23
TSP-based;48;4;5.48040;71;259200;13000;111;3856;128197;73493;9102600;0;0;0;0;0.0;17
DADCA-Parted-NSN;32;2;3.04911;71;259200;13000;22;4246;48094;68555;0;64;76;11578;5789;115780.0;23
DADCA-LKH;32;8;12.62177;71;259200;13000;70;4445;194973;64146;5851592;1911;2356;737649;92206;1844120.0;27
DADCA-Parted-NSN;32;8;11.38370;71;259200;13000;23;2429;105605;68555;0;1731;2637;278579;34822;696440.0;23
TSP-based;48;2;2.85176;71;259200;13000;72;3854;66392;73493;7151944;0;0;0;0;0.0;17
DADCA-Parted-NSN;32;4;5.88029;71;259200;13000;21;2829;60800;68555;0;376;490;57612;14403;288060.0;23
TSP-based;48;8;10.77165;71;259200;13000;102;3855;252502;73493;7153888;0;0;0;0;0.0;17
DADCA-LKH;32;16;24.97209;71;259200;13000;44;4040;359289;64146;6502216;8247;11728;3047526;190470;3809400.0;27
DADCA-Parted-NSN;32;16;22.47474;71;259200;13000;22;4118;225734;68555;650144;7355;14824;1531256;95703;1914060.0;23
FPPWR;32;2;1.51476;71;259200;13000;31;6835;23428;135434;650176;0;0;0;0;0.0;24
DADCA-LKH-Cut;32;4;6.02394;71;259200;13000;42;30340;93556;66537;5851976;380;493;63245;15811;316220.0;27
FPPWR;32;8;5.48002;71;259200;13000;41;6818;84769;135434;650136;0;0;0;0;0.0;24
DADCA-LKH-Cut;32;2;3.13217;71;259200;13000;47;4506;48484;66537;5851464;64;76;10840;5420;108400.0;27
FPPWR;32;4;2.82305;71;259200;13000;29;6812;43930;135434;650176;0;0;0;0;0.0;24
TSP-based;48;16;21.32270;71;259200;13000;83;3855;499114;73493;7177472;0;0;0;0;0.0;17
DADCA-LKH-Cut;32;8;11.87229;71;259200;13000;56;2790;99790;66537;5851672;1757;2661;320810;40101;802020.0;27
TSP-based;48;4;5.48438;71;259200;13000;129;3911;129107;73366;9104104;0;0;0;0;0.0;18
FPPWR;32;16;10.77715;71;259200;13000;31;6808;165748;135434;650280;0;0;0;0;0.0;24
DADCA-NSN;32;2;3.67097;71;259200;13000;25;4737;56639;58329;0;79;84;26681;13340;266800.0;24
TSP-based;48;2;2.84674;71;259200;13000;55;3920;67306;73366;6501776;0;0;0;0;0.0;18
DADCA-NSN;32;8;14.00698;71;259200;13000;21;3635;209367;58329;0;2158;2605;736702;92087;1841740.0;24
DADCA-LKH-Cut;32;16;23.38602;71;259200;13000;71;2581;183622;66537;6502248;7651;14836;1477636;92352;1847040.0;27
DADCA-NSN;32;4;7.14355;71;259200;13000;22;4621;111713;58329;0;447;500;163159;40789;815780.0;24
DADCA-LKH;32;4;6.41547;71;259200;13000;87;5082;97954;64376;8461040;405;458;149944;37486;749720.0;28
TSP-based;48;8;10.76244;71;259200;13000;48;3910;251672;73366;7170984;0;0;0;0;0.0;18
DADCA-LKH;32;2;3.33436;71;259200;13000;57;6243;52641;64376;7152152;69;74;27355;13677;273540.0;28
DADCA-NSN;32;16;27.61580;71;259200;13000;22;3361;390098;58329;650112;9014;12567;3021231;188826;3776520.0;24
DADCA-Parted-NSN;32;2;3.49133;71;259200;13000;21;3866;54313;59814;0;72;84;12326;6163;123260.0;24
DADCA-LKH;32;8;12.53653;71;259200;13000;87;4175;183066;64376;6501720;1891;2336;676635;84579;1691580.0;28
DADCA-Parted-NSN;32;8;13.27613;71;259200;13000;23;2449;118642;59814;0;1994;2911;364332;45541;910820.0;24
TSP-based;48;16;21.33331;71;259200;13000;62;3916;500233;73366;7176904;0;0;0;0;0.0;18
DADCA-Parted-NSN;32;4;6.78777;71;259200;13000;22;4358;87371;59814;0;426;537;67397;16849;336980.0;24
TSP-based;48;4;5.23972;71;259200;13000;199;4219;122622;76719;9102528;0;0;0;0;0.0;19
DADCA-LKH;32;16;24.68979;71;259200;13000;55;3682;337113;64376;7152480;8083;11480;2726490;170405;3408100.0;28
DADCA-Parted-NSN;32;16;26.16078;71;259200;13000;22;2124;216938;59814;650144;8615;15562;1512866;94554;1891080.0;24
TSP-based;48;2;2.72091;71;259200;13000;56;4230;64035;76719;6502032;0;0;0;0;0.0;19
DADCA-LKH-Cut;32;4;6.58294;71;259200;13000;90;3630;101484;61437;7151984;420;534;82949;20737;414740.0;28
FPPWR;32;2;1.20208;71;259200;13000;44;9295;18534;168327;650136;0;0;0;0;0.0;25
FPPWR;32;8;4.18596;71;259200;13000;43;9287;62867;168327;650136;0;0;0;0;0.0;25
DADCA-LKH-Cut;32;2;3.38307;71;259200;13000;59;4078;53339;61437;7151976;76;86;14093;7046;140920.0;28
TSP-based;48;8;10.28019;71;259200;13000;65;4216;240218;76719;6503800;0;0;0;0;0.0;19
FPPWR;32;4;2.17822;71;259200;13000;30;9292;33046;168327;650160;0;0;0;0;0.0;25
DADCA-LKH-Cut;32;8;12.88604;71;259200;13000;73;2220;111877;61437;6501832;1989;2879;410491;51311;1026220.0;28
FPPWR;32;16;8.17250;71;259200;13000;29;9291;122932;168327;650280;0;0;0;0;0.0;25
TSP-based;48;16;20.28835;71;259200;13000;51;4218;474144;76719;7177488;0;0;0;0;0.0;19
DADCA-NSN;32;2;2.56975;71;259200;13000;31;8281;40817;82964;0;53;58;18936;9468;189360.0;25
DADCA-NSN;32;8;9.60214;71;259200;13000;26;4404;149023;82964;0;1424;1921;403917;50489;1009780.0;25
DADCA-LKH-Cut;32;16;25.39882;71;259200;13000;59;1960;197363;61437;7152504;8337;15522;1595135;99695;1993900.0;28
TSP-based;48;4;5.04433;71;259200;13000;122;4288;118558;79656;9102504;0;0;0;0;0.0;20
DADCA-LKH;32;4;6.42940;71;259200;13000;52;4814;98602;64245;8460888;407;460;134895;33723;674460.0;29
DADCA-NSN;32;4;4.89927;71;259200;13000;22;5888;76595;82964;0;299;354;90059;22514;450280.0;25
DADCA-LKH;32;2;3.32646;71;259200;13000;49;6032;52294;64245;6501952;73;78;23496;11748;234960.0;29
TSP-based;48;2;2.62587;71;259200;13000;110;4296;61997;79656;7151768;0;0;0;0;0.0;20
DADCA-NSN;32;16;18.95261;71;259200;13000;23;4042;278266;82964;650112;5992;9624;1709656;106853;2137060.0;25
DADCA-LKH;32;8;12.58699;71;259200;13000;56;3927;185730;64245;5851496;1937;2386;622358;77794;1555880.0;29
DADCA-Parted-NSN;32;2;2.79544;71;259200;13000;22;4570;43074;75064;0;61;85;9244;4622;92440.0;25
TSP-based;48;8;9.89981;71;259200;13000;62;4301;232107;79656;7154344;0;0;0;0;0.0;20
DADCA-Parted-NSN;32;8;10.58286;71;259200;13000;22;2613;95599;75064;0;1541;2493;277494;34686;693720.0;25
DADCA-Parted-NSN;32;4;5.40985;71;259200;13000;21;9041;84579;75064;0;339;453;59772;14943;298860.0;25
DADCA-LKH;32;16;24.87299;71;259200;13000;44;3528;368781;64245;6501944;8153;11612;2574513;160907;3218140.0;29
DADCA-Parted-NSN;32;16;20.79469;71;259200;13000;23;3294;182008;75064;650144;6619;14389;1128752;70547;1410940.0;25
TSP-based;48;16;19.50979;71;259200;13000;60;4292;456338;79656;7177496;0;0;0;0;0.0;20
DADCA-LKH-Cut;32;4;6.53477;71;259200;13000;55;2395;63806;61730;6501880;430;532;65702;16425;328500.0;29
FPPWR;32;2;1.78554;71;259200;13000;40;6970;27374;121202;650112;0;0;0;0;0.0;26
FPPWR;32;8;6.47111;71;259200;13000;45;6963;99429;121202;650176;0;0;0;0;0.0;26
DADCA-LKH-Cut;32;2;3.39060;71;259200;13000;54;4031;53722;61730;6501608;70;80;12953;6476;129520.0;29
TSP-based;48;4;5.52469;71;259200;13000;121;4181;129072;72898;8452352;0;0;0;0;0.0;21
FPPWR;32;4;3.32483;71;259200;13000;29;6958;51070;121202;650112;0;0;0;0;0.0;26
TSP-based;48;2;2.86824;71;259200;13000;63;4186;67321;72898;6502032;0;0;0;0;0.0;21
DADCA-LKH-Cut;32;8;12.81642;71;259200;13000;52;1979;112179;61730;5851632;1928;2809;336758;42094;841880.0;29
FPPWR;32;16;12.73251;71;259200;13000;43;6970;195178;121202;650280;0;0;0;0;0.0;26
TSP-based;48;8;10.85114;71;259200;13000;48;4194;254275;72898;6503800;0;0;0;0;0.0;21
DADCA-NSN;32;2;3.42339;71;259200;13000;26;4846;52824;62841;0;71;101;20986;10493;209860.0;26
DADCA-LKH-Cut;32;16;25.33746;71;259200;13000;52;1653;201356;61730;6502264;8349;15933;1494283;93392;1867840.0;29
DADCA-NSN;32;8;12.96314;71;259200;13000;26;3574;197975;62841;0;1966;2394;604245;75530;1510600.0;26
DADCA-LKH;32;4;6.87301;71;259200;13000;66;4740;108514;60137;8462304;449;520;161064;40266;805320.0;30
DADCA-NSN;32;4;6.64503;71;259200;13000;23;4735;103743;62841;0;421;478;137361;34340;686800.0;26
DADCA-LKH;32;2;3.55240;71;259200;13000;71;5844;55299;60137;7152152;73;78;27949;13974;279480.0;30
TSP-based;48;16;21.48405;71;259200;13000;56;4189;502987;72898;6526784;0;0;0;0;0.0;21
DADCA-NSN;32;16;25.54477;71;259200;13000;21;3276;369683;62841;650112;8487;12379;2439519;152469;3049380.0;26
TSP-based;48;4;4.86372;71;259200;13000;111;4455;113279;81787;9104064;0;0;0;0;0.0;22
DADCA-LKH;32;8;13.48271;71;259200;13000;55;3900;207272;60137;6501552;2064;2508;737253;92156;1843120.0;30
DADCA-Parted-NSN;32;2;3.33900;71;259200;13000;22;4061;52113;63511;0;74;86;13026;6513;130260.0;26
DADCA-Parted-NSN;32;8;12.64287;71;259200;13000;21;2463;130041;63511;0;1872;2853;365038;45629;912580.0;26
TSP-based;48;2;2.54581;71;259200;13000;60;4452;59622;81787;7802232;0;0;0;0;0.0;22
DADCA-Parted-NSN;32;4;6.43332;71;259200;13000;21;3997;97674;63511;0;406;521;88498;22124;442480.0;26
DADCA-LKH;32;16;26.59795;71;259200;13000;54;3536;384572;60137;7152336;9475;12974;2986783;186673;3733460.0;30
TSP-based;48;8;9.51879;71;259200;13000;107;4454;222377;81787;7804160;0;0;0;0;0.0;22
DADCA-Parted-NSN;32;16;24.80204;71;259200;13000;27;2169;240171;63511;650144;8071;16592;1571526;98220;1964400.0;26
DADCA-LKH-Cut;32;4;6.58360;71;259200;13000;56;2409;65106;61450;7152120;418;520;76176;19044;380880.0;30
FPPWR;32;2;0.99314;71;259200;13000;47;9593;14980;198622;650136;0;0;0;0;0.0;27
DADCA-LKH-Cut;32;2;3.40308;71;259200;13000;82;4090;53666;61450;7152312;70;80;13873;6936;138720.0;30
FPPWR;32;8;3.34165;71;259200;13000;47;9591;50284;198622;650264;0;0;0;0;0.0;27
FPPWR;32;4;1.77493;71;259200;13000;30;9624;27018;198622;650112;0;0;0;0;0.0;27
DADCA-LKH-Cut;32;8;12.85343;71;259200;13000;49;2046;107216;61450;6501520;1933;2817;371773;46471;929420.0;30
TSP-based;48;16;18.86936;71;259200;13000;79;4456;441623;81787;7827576;0;0;0;0;0.0;22
TSP-based;48;4;5.37555;71;259200;13000;88;3659;125740;74666;9119560;0;0;0;0;0.0;23
FPPWR;32;16;6.45960;71;259200;13000;30;9606;96635;198622;650280;0;0;0;0;0.0;27
DADCA-LKH-Cut;32;16;25.32661;71;259200;13000;56;1857;200038;61450;7152616;8393;16769;1576134;98508;1970160.0;30
TSP-based;48;2;2.78694;71;259200;13000;60;3657;64904;74666;7152416;0;0;0;0;0.0;23
DADCA-NSN;32;2;3.28921;71;259200;13000;22;4792;51675;64219;0;73;78;17038;8519;170380.0;27
DADCA-LKH;32;4;6.94637;71;259200;13000;158;4737;107728;59250;8460384;445;498;160922;40230;804600.0;31
DADCA-NSN;32;8;12.59856;71;259200;13000;26;3572;193931;64219;0;1882;2348;555467;69433;1388660.0;27
DADCA-LKH;32;2;3.60141;71;259200;13000;50;5697;55191;59250;6501712;77;82;27726;13863;277260.0;31
TSP-based;48;8;10.53036;71;259200;13000;101;3654;246783;74666;7154184;0;0;0;0;0.0;23
DADCA-NSN;32;4;6.40504;71;259200;13000;22;4648;100128;64219;0;411;464;123398;30849;616980.0;27
DADCA-LKH;32;8;13.64318;71;259200;13000;50;3622;211873;59250;6501552;2091;2518;711250;88906;1778120.0;31
DADCA-NSN;32;16;24.73488;71;259200;13000;21;3120;368873;64219;650112;8197;11681;2243371;140210;2804200.0;27
DADCA-Parted-NSN;32;2;3.02626;71;259200;13000;22;4901;48034;69384;0;62;74;10994;5497;109940.0;27
TSP-based;48;16;20.87264;71;259200;13000;58;3657;489010;74666;7177200;0;0;0;0;0.0;23
DADCA-Parted-NSN;32;8;11.27936;71;259200;13000;21;2170;84189;69384;0;1734;2717;329181;41147;822940.0;27
TSP-based;48;4;5.67937;71;259200;13000;141;3868;133112;71284;9118952;0;0;0;0;0.0;24
DADCA-LKH;32;16;26.95234;71;259200;13000;67;3271;397124;59250;7152464;8958;12349;2920101;182506;3650120.0;31
DADCA-Parted-NSN;32;4;5.80144;71;259200;13000;22;2565;51584;69384;0;364;476;65492;16373;327460.0;27
DADCA-LKH-Cut;32;4;6.99472;71;259200;13000;83;2232;69561;58117;6501736;440;543;87717;21929;438580.0;31
TSP-based;48;2;2.94544;71;259200;13000;85;3866;68738;71284;7152168;0;0;0;0;0.0;24
DADCA-Parted-NSN;32;16;22.22855;71;259200;13000;22;2035;133247;69384;650144;7380;15045;1388651;86790;1735800.0;27
DADCA-LKH-Cut;32;2;3.60430;71;259200;13000;52;3861;56455;58117;6502032;74;84;16334;8167;163340.0;31
FPPWR;32;2;1.36894;71;259200;13000;43;7825;20647;149209;650136;0;0;0;0;0.0;28
FPPWR;32;8;4.84960;71;259200;13000;44;7796;73813;149209;650176;0;0;0;0;0.0;28
TSP-based;48;8;11.14511;71;259200;13000;85;3870;261496;71284;7804136;0;0;0;0;0.0;24
DADCA-LKH-Cut;32;8;13.67658;71;259200;13000;49;1947;117344;58117;6501496;2058;2937;422131;52766;1055320.0;31
FPPWR;32;4;2.51748;71;259200;13000;29;7793;38176;149209;650112;0;0;0;0;0.0;28
TSP-based;48;16;22.07196;71;259200;13000;80;3865;517529;71284;7827464;0;0;0;0;0.0;24
FPPWR;32;16;9.46168;71;259200;13000;41;7796;144185;149209;650280;0;0;0;0;0.0;28
DADCA-LKH-Cut;32;16;26.99171;71;259200;13000;55;1801;214924;58117;7152512;8924;16152;1799949;112496;2249920.0;31
DADCA-NSN;32;2;2.91829;71;259200;13000;22;5624;45783;72426;0;61;66;16906;8453;169060.0;28
DADCA-LKH;32;4;6.74678;71;259200;13000;182;5089;104181;61186;7810632;434;488;159014;39753;795060.0;32
TSP-based;48;4;5.02801;71;259200;13000;96;4129;117521;79838;9119224;0;0;0;0;0.0;25
DADCA-NSN;32;8;11.03076;71;259200;13000;21;3947;165743;72426;0;1684;2138;464410;58051;1161020.0;28
DADCA-LKH;32;2;3.48940;71;259200;13000;54;6063;54570;61186;7152256;73;78;27645;13822;276440.0;32
TSP-based;48;2;2.61011;71;259200;13000;60;4128;60795;79838;6501360;0;0;0;0;0.0;25
DADCA-NSN;32;4;5.63736;71;259200;13000;22;5248;87724;72426;0;360;414;107923;26980;539600.0;28
DADCA-LKH;32;8;13.21211;71;259200;13000;56;4035;189218;61186;6501552;2006;2456;724314;90539;1810780.0;32
DADCA-NSN;32;16;21.84625;71;259200;13000;22;3416;323180;72426;650288;7038;10591;1951599;121974;2439480.0;28
TSP-based;48;8;9.80838;71;259200;13000;57;4128;229805;79838;6504072;0;0;0;0;0.0;25
DADCA-Parted-NSN;32;2;3.25081;71;259200;13000;23;4034;51128;63920;0;68;80;12867;6433;128660.0;28
DADCA-Parted-NSN;32;8;12.28630;71;259200;13000;22;2313;113291;63920;0;1868;2786;329600;41200;824000.0;28
DADCA-LKH;32;16;26.08947;71;259200;13000;80;3593;365507;61186;7152336;8564;12015;2970670;185666;3713320.0;32
DADCA-Parted-NSN;32;4;6.28364;71;259200;13000;21;2673;65512;63920;0;406;516;68284;17071;341420.0;28
TSP-based;48;16;19.42532;71;259200;13000;56;4131;454749;79838;6526984;0;0;0;0;0.0;25
DADCA-LKH-Cut;32;4;6.20027;71;259200;13000;67;2785;59372;65143;7152040;394;508;72709;18177;363540.0;32
DADCA-Parted-NSN;32;16;24.34329;71;259200;13000;22;1994;220073;63920;650144;7937;15409;1529376;95586;1911720.0;28
DADCA-LKH-Cut;32;2;3.21265;71;259200;13000;83;4405;50885;65143;7152280;66;78;13090;6545;130900.0;32
TSP-based;48;4;5.18659;71;259200;13000;132;3813;121555;77273;9120472;0;0;0;0;0.0;26
FPPWR;32;2;1.44453;71;259200;13000;29;7576;21936;145753;650112;0;0;0;0;0.0;29
FPPWR;32;8;5.13895;71;259200;13000;41;7583;78346;145753;650240;0;0;0;0;0.0;29
DADCA-LKH-Cut;32;8;12.18871;71;259200;13000;60;2450;100957;65143;6501632;1849;2769;355429;44428;888560.0;32
TSP-based;48;2;2.70166;71;259200;13000;54;3809;63006;77273;6502064;0;0;0;0;0.0;26
FPPWR;32;4;2.68446;71;259200;13000;29;7575;40785;145753;650176;0;0;0;0;0.0;29
TSP-based;48;8;10.16304;71;259200;13000;51;3805;238639;77273;7154016;0;0;0;0;0.0;26
FPPWR;32;16;10.07571;71;259200;13000;30;7578;153885;145753;650280;0;0;0;0;0.0;29
DADCA-LKH-Cut;32;16;23.91879;71;259200;13000;59;17499;256357;65143;7152616;7838;15362;2050261;128141;2562820.0;32
DADCA-NSN;32;2;3.16539;71;259200;13000;21;5161;49839;68293;0;69;74;17328;8664;173280.0;29
DADCA-LKH;32;4;6.61699;71;259200;13000;147;5579;101371;62680;7810144;418;472;158965;39741;794820.0;33
DADCA-NSN;32;8;11.98996;71;259200;13000;22;3708;180969;68293;0;1770;2219;502044;62755;1255100.0;29
DADCA-LKH;32;2;3.41477;71;259200;13000;54;6067;52339;62680;6502216;71;76;26338;13169;263380.0;33
DADCA-NSN;32;4;6.09080;71;259200;13000;22;4807;92365;68293;0;389;452;108520;27130;542600.0;29
TSP-based;48;16;20.11598;71;259200;13000;85;3805;471633;77273;7176952;0;0;0;0;0.0;26
DADCA-LKH;32;8;12.85771;71;259200;13000;52;4182;191244;62680;5851472;2001;2450;723700;90462;1809240.0;33
DADCA-NSN;32;16;23.56035;71;259200;13000;21;3218;348669;68293;650112;7567;11126;2049649;128103;2562060.0;29
TSP-based;48;4;5.46296;71;259200;13000;139;3974;128552;74153;9118512;0;0;0;0;0.0;27
DADCA-Parted-NSN;32;2;3.14893;71;259200;13000;22;4322;48502;66210;0;66;78;11615;5807;116140.0;29
TSP-based;48;2;2.82102;71;259200;13000;108;3969;66161;74153;6501552;0;0;0;0;0.0;27
DADCA-Parted-NSN;32;8;11.96458;71;259200;13000;22;2047;101794;66210;0;1794;2738;305547;38193;763860.0;29
DADCA-LKH;32;16;25.40075;71;259200;13000;99;3879;354276;62680;6502200;8406;11845;3017218;188576;3771520.0;33
DADCA-Parted-NSN;32;4;6.09707;71;259200;13000;21;2531;59628;66210;0;386;499;61484;15371;307420.0;29
TSP-based;48;8;10.71627;71;259200;13000;65;3977;252475;74153;6503368;0;0;0;0;0.0;27
DADCA-LKH-Cut;32;4;6.17302;71;259200;13000;53;2863;54650;65714;6502088;386;498;67801;16950;339000.0;33
DADCA-Parted-NSN;32;16;23.54806;71;259200;13000;23;1800;183201;66210;650112;7693;15119;1369541;85596;1711920.0;29
DADCA-LKH-Cut;32;2;3.18830;71;259200;13000;45;4425;50047;65714;6501768;64;76;10513;5256;105120.0;33
FPPWR;32;2;1.57787;71;259200;13000;29;7407;23984;134234;650176;0;0;0;0;0.0;30
FPPWR;32;8;5.70970;71;259200;13000;44;7401;87212;134234;650264;0;0;0;0;0.0;30
TSP-based;48;16;21.23778;71;259200;13000;61;3976;498475;74153;6527088;0;0;0;0;0.0;27
DADCA-LKH-Cut;32;8;12.05036;71;259200;13000;55;17584;146711;65714;5851600;1827;2710;350937;43867;877340.0;33
FPPWR;32;4;2.96128;71;259200;13000;29;7382;45088;134234;650176;0;0;0;0;0.0;30
TSP-based;48;4;5.54732;71;259200;13000;153;4062;130349;72570;9119072;0;0;0;0;0.0;28
FPPWR;32;16;11.16838;71;259200;13000;44;7386;170616;134234;650280;0;0;0;0;0.0;30
DADCA-LKH-Cut;32;16;23.83825;71;259200;13000;56;2342;174961;65714;6502208;7700;14938;1488562;93035;1860700.0;33
TSP-based;48;2;2.88540;71;259200;13000;67;4072;67545;72570;7151976;0;0;0;0;0.0;28
DADCA-NSN;32;2;3.49314;71;259200;13000;22;4843;55100;61265;0;73;78;22920;11460;229200.0;30
DADCA-LKH;32;4;7.35978;71;259200;13000;81;4628;112363;56261;8460600;475;532;177850;44462;889240.0;34
DADCA-NSN;32;8;13.25039;71;259200;13000;22;3578;200433;61265;0;2018;2526;643019;80377;1607540.0;30
DADCA-LKH;32;2;3.79581;71;259200;13000;47;5268;58168;56261;5851848;79;84;28618;14309;286180.0;34
TSP-based;48;8;10.89357;71;259200;13000;54;4061;255616;72570;7804144;0;0;0;0;0.0;28
DADCA-NSN;32;4;6.78343;71;259200;13000;21;4545;102637;61265;0;436;489;142876;35719;714380.0;30
DADCA-LKH;32;8;14.41436;71;259200;13000;48;3694;223386;56261;5851600;2203;2656;808482;101060;2021200.0;34
