Strategy;nPOIs;nUAV;SucessTax;V2V_range;ctRounds;dimX;pathTime;globalAvgDelay;nMsgs;tourSize;memory;validRVZ;totRVZ;msgsRVZ;msgsRVZbyUAVs;msgsRVZbyUAVsXEnergy;mapName
DADCA-LKH;320;16;6.36535;71;259200;13000;54;10806;871534;173476;-15595032;1958;5195;5666351;354146;7082920.0;73
DADCA-LKH-Cut;320;4;1.70943;71;259200;13000;58;10060;249107;174841;-15083024;90;190;165140;41285;825700.0;73
DADCA-LKH-Cut;320;2;0.95123;71;259200;13000;56;9973;136655;174841;-15210344;18;28;29417;14708;294160.0;73
DADCA-LKH-Cut;320;8;3.23279;71;259200;13000;55;7480;242750;174841;-15440336;421;1263;894977;111872;2237440.0;73
DADCA-LKH-Cut;320;16;6.25577;71;259200;13000;57;5964;499011;174841;-15329816;1835;9039;4108612;256788;5135760.0;73
DADCA-LKH;320;4;1.73071;71;259200;13000;4657;16368;262196;174090;3736152;105;158;311216;77804;1556080.0;74
DADCA-LKH;320;2;0.96263;71;259200;13000;52;16371;143506;174090;-14777704;19;24;53343;26671;533420.0;74
DADCA-LKH;320;8;3.25877;71;259200;13000;53;13581;473719;174090;-15001936;494;954;1384558;173069;3461380.0;74
DADCA-LKH;320;16;6.32740;71;259200;13000;53;11257;880391;174090;-14839136;1983;5325;5611906;350744;7014880.0;74
DADCA-LKH-Cut;320;4;1.71431;71;259200;13000;58;10020;250354;173959;-14748800;90;190;165280;41320;826400.0;74
DADCA-LKH-Cut;320;2;0.95443;71;259200;13000;54;10098;139981;173959;-14775648;16;26;29335;14667;293340.0;74
DADCA-LKH-Cut;320;8;3.23162;71;259200;13000;57;9707;292571;173959;-14998616;441;1288;758864;94858;1897160.0;74
DADCA-LKH-Cut;320;16;6.26412;71;259200;13000;57;5918;505842;173959;-14567928;1775;8867;3328823;208051;4161020.0;74
DADCA-LKH;320;4;1.72755;71;259200;13000;2684;16411;262060;174145;3661776;109;162;313135;78283;1565660.0;75
DADCA-LKH;320;2;0.96195;71;259200;13000;55;16453;143117;174145;-15105552;17;22;54214;27107;542140.0;75
DADCA-LKH;320;8;3.25408;71;259200;13000;56;13761;428867;174145;-15384448;497;954;1379775;172471;3449420.0;75
DADCA-LKH;320;16;6.32070;71;259200;13000;52;11478;790691;174145;-15182560;1989;5227;5737952;358622;7172440.0;75
DADCA-LKH-Cut;320;4;1.72134;71;259200;13000;61;10108;250384;174140;-15057984;94;194;164582;41145;822900.0;75
DADCA-LKH-Cut;320;2;0.95807;71;259200;13000;56;10046;136568;174140;-15126976;18;34;26618;13309;266180.0;75
DADCA-LKH-Cut;320;8;3.24406;71;259200;13000;61;8484;243611;174140;-15361080;423;1274;877720;109715;2194300.0;75
DADCA-LKH-Cut;320;16;6.29384;71;259200;13000;53;6809;530084;174140;-15299192;1761;8417;3858506;241156;4823120.0;75
DADCA-LKH;320;4;1.70417;71;259200;13000;2903;16457;242095;176224;3739456;105;158;305591;76397;1527940.0;76
DADCA-LKH;320;2;0.95097;71;259200;13000;55;16641;143209;176224;-14806208;17;22;54774;27387;547740.0;76
DADCA-LKH;320;8;3.04321;71;259200;13000;54;13241;394096;176224;-14945456;76482;77051;1189900;148737;2974740.0;76
DADCA-LKH;320;16;6.22572;71;259200;13000;54;11921;866196;176224;-14810288;1883;5131;5778830;361176;7223520.0;76
DADCA-LKH-Cut;320;4;1.69258;71;259200;13000;59;10219;249981;176056;-14747024;88;188;166321;41580;831600.0;76
DADCA-LKH-Cut;320;2;0.94422;71;259200;13000;54;10259;139931;176056;-14778256;16;26;29238;14619;292380.0;76
DADCA-LKH-Cut;320;8;3.19324;71;259200;13000;54;7742;248746;176056;-14964376;418;1263;872699;109087;2181740.0;76
DADCA-LKH-Cut;320;16;6.18404;71;259200;13000;57;6170;472524;176056;-14793576;1769;8651;3446385;215399;4307980.0;76
DADCA-LKH;320;4;1.72556;71;259200;13000;4334;16377;249801;173884;3711216;101;154;315348;78837;1576740.0;77
DADCA-LKH;320;2;0.96170;71;259200;13000;55;16524;142804;173884;-14798936;21;26;55772;27886;557720.0;77
DADCA-LKH;320;8;3.26297;71;259200;13000;53;13609;473011;173884;-14958096;464;910;1415164;176895;3537900.0;77
DADCA-LKH;320;16;6.32436;71;259200;13000;56;11451;821587;173884;-14522968;1987;5258;5627922;351745;7034900.0;77
DADCA-LKH-Cut;320;4;1.70652;71;259200;13000;56;10176;249348;175030;-14323408;90;190;168150;42037;840740.0;77
DADCA-LKH-Cut;320;2;0.94878;71;259200;13000;59;10204;140089;175030;-14332952;19;29;30342;15171;303420.0;77
DADCA-LKH-Cut;320;8;3.21332;71;259200;13000;54;8597;262109;175030;-14549328;411;1255;891176;111397;2227940.0;77
DADCA-LKH-Cut;320;16;6.21408;71;259200;13000;55;6357;483686;175030;-14416008;1795;8498;4071567;254472;5089440.0;77
DADCA-LKH;320;4;1.69725;71;259200;13000;3161;16424;262647;177036;3641496;99;153;305485;76371;1527420.0;78
DADCA-LKH;320;2;0.94604;71;259200;13000;57;16550;143388;177036;-14422744;19;24;52234;26117;522340.0;78
DADCA-LKH;320;8;3.19543;71;259200;13000;60;13636;456439;177036;-14624432;459;909;1363235;170404;3408080.0;78
DADCA-LKH;320;16;6.18752;71;259200;13000;54;11661;844745;177036;-14131936;1953;5189;5635226;352201;7044020.0;78
DADCA-LKH-Cut;320;4;1.67723;71;259200;13000;57;10249;250137;177369;-14008344;90;197;160461;40115;802300.0;78
DADCA-LKH-Cut;320;2;0.93516;71;259200;13000;55;10304;139480;177369;-14318888;16;26;28916;14458;289160.0;78
DADCA-LKH-Cut;320;8;3.16476;71;259200;13000;58;8322;268286;177369;-14241848;408;1262;859352;107419;2148380.0;78
DADCA-LKH-Cut;320;16;6.11651;71;259200;13000;54;6217;482377;177369;-14032432;1755;8537;2831033;176939;3538780.0;78
DADCA-LKH;320;4;1.69180;71;259200;13000;3710;16738;257535;177126;3692304;101;154;307786;76946;1538920.0;79
DADCA-LKH;320;2;0.94358;71;259200;13000;56;16711;143035;177126;-14335296;17;23;54623;27311;546220.0;79
DADCA-LKH;320;8;3.19129;71;259200;13000;54;13967;461202;177126;-14565688;463;906;1424992;178124;3562480.0;79
DADCA-LKH;320;16;6.18030;71;259200;13000;53;11510;772070;177126;-14402464;1967;5211;5520615;345038;6900760.0;79
DADCA-LKH-Cut;320;4;1.67792;71;259200;13000;56;10127;246872;177317;-14061416;88;188;163947;40986;819720.0;79
DADCA-LKH-Cut;320;2;0.93565;71;259200;13000;58;10278;139933;177317;-14362744;18;28;29538;14769;295380.0;79
DADCA-LKH-Cut;320;8;3.16126;71;259200;13000;55;8554;264279;177317;-14344840;408;1250;881795;110224;2204480.0;79
DADCA-LKH-Cut;320;16;6.12449;71;259200;13000;57;6239;473152;177317;-14374008;1726;8767;3926311;245394;4907880.0;79
DADCA-LKH;320;4;1.67972;71;259200;13000;2720;16800;245029;178400;3661968;109;162;294773;73693;1473860.0;80
DADCA-LKH;320;2;0.93779;71;259200;13000;51;16717;143080;178400;-15102280;17;22;53074;26537;530740.0;80
DADCA-LKH;320;8;3.16684;71;259200;13000;52;13513;469753;178400;-15344064;440;892;1347726;168465;3369300.0;80
DADCA-LKH;320;16;6.12381;71;259200;13000;54;11518;823683;178400;-16208104;1876;5101;5301328;331333;6626660.0;80
DADCA-LKH-Cut;320;4;1.66793;71;259200;13000;56;10105;243313;178894;-15073832;82;182;148369;37092;741840.0;80
DADCA-LKH-Cut;320;2;0.93295;71;259200;13000;57;10392;140457;178894;-15094048;18;28;28983;14491;289820.0;80
DADCA-LKH-Cut;320;8;3.13756;71;259200;13000;55;8191;234209;178894;-15394816;420;1266;842260;105282;2105640.0;80
DADCA-LKH-Cut;320;16;6.07592;71;259200;13000;57;6149;471354;178894;-15153912;1695;8669;3483976;217748;4354960.0;80
DADCA-LKH;320;4;1.65870;71;259200;13000;3794;17236;253332;180333;3644784;93;148;299074;74768;1495360.0;81
DADCA-LKH;320;2;0.92714;71;259200;13000;56;17143;142925;180333;-15079952;17;22;56327;28163;563260.0;81
DADCA-LKH;320;8;3.12042;71;259200;13000;55;14266;448585;180333;-15356712;445;888;1377062;172132;3442640.0;81
DADCA-LKH;320;16;6.13812;71;259200;13000;56;15595;825708;180333;-14864704;93081;96013;5673103;354568;7091360.0;81
DADCA-LKH-Cut;320;4;1.64583;71;259200;13000;57;10374;246576;180394;-14810024;82;182;143204;35801;716020.0;81
DADCA-LKH-Cut;320;2;0.91969;71;259200;13000;57;10482;139990;180394;-14717816;14;24;26329;13164;263280.0;81
DADCA-LKH-Cut;320;8;3.10082;71;259200;13000;57;8696;271273;180394;-15071792;394;1236;842609;105326;2106520.0;81
DADCA-LKH-Cut;320;16;5.98494;71;259200;13000;67;6762;487856;180394;-14810048;1706;8597;3627123;226695;4533900.0;81
DADCA-LKH;320;4;1.74757;71;259200;13000;4092;16317;253996;172551;3673928;109;163;315798;78949;1578980.0;82
DADCA-LKH;320;2;0.96794;71;259200;13000;53;16178;142576;172551;-14701704;17;22;52434;26217;524340.0;82
DADCA-LKH;320;8;3.29613;71;259200;13000;62;13108;441295;172551;-15324080;485;933;1318835;164854;3297080.0;82
DADCA-LKH;320;16;6.32925;71;259200;13000;54;11169;830941;172551;-14834448;31546;34882;5520110;345006;6900120.0;82
DADCA-LKH-Cut;320;4;1.72644;71;259200;13000;57;9985;250234;173057;-14701720;100;200;166281;41570;831400.0;82
DADCA-LKH-Cut;320;2;0.96038;71;259200;13000;57;10071;139996;173057;-14720392;20;30;29607;14803;296060.0;82
DADCA-LKH-Cut;320;8;3.26089;71;259200;13000;53;8213;265499;173057;-15071736;420;1266;842248;105281;2105620.0;82
DADCA-LKH-Cut;320;16;6.31181;71;259200;13000;61;5903;485467;173057;-14774024;1894;9223;3988090;249255;4985100.0;82
DADCA-LKH;320;4;1.71519;71;259200;13000;1675;16449;262496;175331;3656144;97;152;314340;78585;1571700.0;83
DADCA-LKH;320;2;0.95605;71;259200;13000;57;18225;146188;175331;-14352128;20;26;58325;29162;583240.0;83
DADCA-LKH;320;8;3.23472;71;259200;13000;59;13849;484660;175331;-14540280;473;919;1444083;180510;3610200.0;83
DADCA-LKH;320;16;6.33772;71;259200;13000;56;11935;883654;175331;-14506584;21223;24494;6015828;375989;7519780.0;83
DADCA-LKH-Cut;320;4;1.69807;71;259200;13000;58;9975;242774;175511;-14057824;93;193;156713;39178;783560.0;83
DADCA-LKH-Cut;320;2;0.94711;71;259200;13000;54;11444;141261;175511;-14318296;22;37;29476;14738;294760.0;83
DADCA-LKH-Cut;320;8;3.19632;71;259200;13000;58;8315;267129;175511;-14568208;430;1283;859333;107416;2148320.0;83
DADCA-LKH-Cut;320;16;6.19314;71;259200;13000;57;6083;492957;175511;-14101864;1820;8548;4165803;260362;5207240.0;83
DADCA-LKH;320;4;1.73125;71;259200;13000;10952;16575;251282;173985;3720504;97;153;310450;77612;1552240.0;84
DADCA-LKH;320;2;0.96192;71;259200;13000;54;16476;142875;173985;-14705256;17;22;54607;27303;546060.0;84
DADCA-LKH;320;8;3.26139;71;259200;13000;53;13710;485127;173985;-14965800;471;916;1448371;181046;3620920.0;84
DADCA-LKH;320;16;6.33120;71;259200;13000;53;11825;833530;173985;-14791112;1985;5231;5934363;370897;7417940.0;84
DADCA-LKH-Cut;320;4;1.71364;71;259200;13000;56;10166;250312;174373;-14357568;92;192;167063;41765;835300.0;84
DADCA-LKH-Cut;320;2;0.95259;71;259200;13000;57;10185;139612;174373;-14366216;16;26;29651;14825;296500.0;84
DADCA-LKH-Cut;320;8;3.23596;71;259200;13000;54;8227;279120;174373;-14609664;431;1281;886928;110866;2217320.0;84
DADCA-LKH-Cut;320;16;6.26440;71;259200;13000;57;6793;503049;174373;-14472600;1776;8655;3922780;245173;4903460.0;84
DADCA-LKH;320;4;1.67544;71;259200;13000;2412;16925;253814;179064;3388960;95;150;311435;77858;1557160.0;85
DADCA-LKH;320;2;0.93602;71;259200;13000;53;16858;143452;179064;-15472456;17;22;54450;27225;544500.0;85
DADCA-LKH;320;8;3.14439;71;259200;13000;54;14379;459131;179064;-15764960;445;889;1356303;169537;3390740.0;85
DADCA-LKH;320;16;6.09127;71;259200;13000;53;11653;817584;179064;-15615784;1923;5225;5480513;342532;6850640.0;85
DADCA-LKH-Cut;320;4;1.66152;71;259200;13000;62;10233;251331;178984;-15122040;86;188;149943;37485;749700.0;85
DADCA-LKH-Cut;320;2;0.92763;71;259200;13000;57;10372;139752;178984;-15122272;18;28;29822;14911;298220.0;85
DADCA-LKH-Cut;320;8;3.12823;71;259200;13000;56;8358;268366;178984;-15373248;398;1243;844472;105559;2111180.0;85
DADCA-LKH-Cut;320;16;6.04786;71;259200;13000;57;5997;476214;178984;-15244824;1703;8740;3867555;241722;4834440.0;85
DADCA-LKH;320;4;1.70199;71;259200;13000;8604;16562;262057;176617;3380696;97;150;314314;78578;1571560.0;86
DADCA-LKH;320;2;0.94813;71;259200;13000;54;16681;143024;176617;-14358272;19;24;54789;27394;547880.0;86
DADCA-LKH;320;8;3.20394;71;259200;13000;55;13454;459776;176617;-14250288;461;909;1387860;173482;3469640.0;86
DADCA-LKH;320;16;6.21138;71;259200;13000;55;11568;810606;176617;-14139864;1993;5276;5663206;353950;7079000.0;86
DADCA-LKH-Cut;320;4;1.69126;71;259200;13000;56;10079;246129;175823;-13931880;94;196;161165;40291;805820.0;86
DADCA-LKH-Cut;320;2;0.94399;71;259200;13000;59;9940;131098;175823;-13991896;18;28;30012;15006;300120.0;86
DADCA-LKH-Cut;320;8;3.19178;71;259200;13000;58;8553;268289;175823;-14252520;435;1281;864511;108063;2161260.0;86
DADCA-LKH-Cut;320;16;6.17845;71;259200;13000;57;5840;462311;175823;-14135488;1814;8867;3994007;249625;4992500.0;86
DADCA-LKH;320;4;1.67370;71;259200;13000;11915;17078;243574;179036;3714728;102;155;298242;74560;1491200.0;87
DADCA-LKH;320;2;0.93471;71;259200;13000;56;17002;142932;179036;-14358664;17;22;56349;28174;563480.0;87
DADCA-LKH;320;8;3.15392;71;259200;13000;56;14196;469391;179036;-14620144;463;917;1437442;179680;3593600.0;87
DADCA-LKH;320;16;6.10126;71;259200;13000;56;11996;830514;179036;-14498528;1844;5076;5492715;343294;6865880.0;87
DADCA-LKH-Cut;320;4;1.65661;71;259200;13000;58;10592;250952;179385;-13909568;87;188;169607;42401;848020.0;87
DADCA-LKH-Cut;320;2;0.92535;71;259200;13000;58;10267;135323;179385;-14325264;16;26;29335;14667;293340.0;87
DADCA-LKH-Cut;320;8;3.12396;71;259200;13000;55;8897;259451;179385;-14226872;393;1246;869822;108727;2174540.0;87
DADCA-LKH-Cut;320;16;6.03844;71;259200;13000;55;6487;429816;179385;-14140520;1742;8657;3989154;249322;4986440.0;87
DADCA-LKH;320;4;1.70209;71;259200;13000;3080;16650;262076;176495;3722576;103;157;316447;79111;1582220.0;88
DADCA-LKH;320;2;0.94759;71;259200;13000;53;16777;142723;176495;-14749280;17;24;55959;27979;559580.0;88
DADCA-LKH;320;8;3.20164;71;259200;13000;52;13642;456755;176495;-15006272;477;923;1381390;172673;3453460.0;88
DADCA-LKH;320;16;6.51112;71;259200;13000;58;12122;761137;176495;-14787008;79940;83227;5072547;317034;6340680.0;88
DADCA-LKH-Cut;320;4;1.69616;71;259200;13000;57;10199;250574;176361;-14734424;92;193;165214;41303;826060.0;88
DADCA-LKH-Cut;320;2;0.94419;71;259200;13000;57;9988;132500;176361;-14768112;18;28;29344;14672;293440.0;88
DADCA-LKH-Cut;320;8;3.18837;71;259200;13000;56;8653;258718;176361;-14994144;440;1282;821421;102677;2053540.0;88
DADCA-LKH-Cut;320;16;6.18072;71;259200;13000;55;6353;482524;176361;-14779912;1788;8805;3948326;246770;4935400.0;88
DADCA-LKH;320;4;1.82155;71;259200;13000;7019;15952;254358;166543;3667816;105;160;340213;85053;1701060.0;89
DADCA-LKH;320;2;1.00911;71;259200;13000;64;15664;130020;166543;-14709688;63;69;71981;35990;719800.0;89
DADCA-LKH;320;8;3.44723;71;259200;13000;56;12462;421048;166543;-14993464;511;958;1491551;186443;3728860.0;89
DADCA-LKH;320;16;6.69771;71;259200;13000;55;10993;938292;166543;-14564568;2126;5349;6196118;387257;7745140.0;89
DADCA-LKH-Cut;320;4;1.79458;71;259200;13000;59;9936;279779;166955;-14307576;120;221;167437;41859;837180.0;89
DADCA-LKH-Cut;320;2;0.99443;71;259200;13000;58;9747;151410;166955;-14422576;16;26;29971;14985;299700.0;89
DADCA-LKH-Cut;320;8;3.40654;71;259200;13000;63;7860;265192;166955;-14937600;462;1303;984262;123032;2460640.0;89
DADCA-LKH-Cut;320;16;6.60424;71;259200;13000;58;5773;507340;166955;-14677432;1979;9019;4266525;266657;5333140.0;89
DADCA-LKH;320;4;1.69821;71;259200;13000;6189;21254;250673;176502;3795456;103;164;304818;76204;1524080.0;90
DADCA-LKH;320;2;0.94906;71;259200;13000;52;16631;143304;176502;-14756864;17;22;53843;26921;538420.0;90
DADCA-LKH;320;8;3.20725;71;259200;13000;60;13464;425313;176502;-14949672;496;939;1309777;163722;3274440.0;90
DADCA-LKH;320;16;6.20732;71;259200;13000;54;11549;829823;176502;-14791632;1916;5146;5679501;354968;7099360.0;90
DADCA-LKH-Cut;320;4;1.67426;71;259200;13000;58;10055;243957;177240;-14407120;90;190;158706;39676;793520.0;90
DADCA-LKH-Cut;320;2;0.93464;71;259200;13000;56;10278;139807;177240;-14774224;16;26;29952;14976;299520.0;90
DADCA-LKH-Cut;320;8;3.15791;71;259200;13000;60;7826;242390;177240;-14993240;424;1286;873283;109160;2183200.0;90
DADCA-LKH-Cut;320;16;6.11757;71;259200;13000;57;6674;546060;177240;-14446008;1736;9053;3711220;231951;4639020.0;90
DADCA-LKH;320;4;1.71562;71;259200;13000;7213;16498;262411;175514;3689568;105;158;313407;78351;1567020.0;91
DADCA-LKH;320;2;0.95530;71;259200;13000;52;16481;143065;175514;-15080248;17;22;53338;26669;533380.0;91
DADCA-LKH;320;8;3.23354;71;259200;13000;55;13954;494146;175514;-15333320;451;897;1412111;176513;3530260.0;91
DADCA-LKH;320;16;6.21675;71;259200;13000;55;11606;813679;175514;-15155328;24588;27896;5560007;347500;6950000.0;91
DADCA-LKH-Cut;320;4;1.68751;71;259200;13000;57;9848;238543;176481;-14834008;96;196;163813;40953;819060.0;91
DADCA-LKH-Cut;320;2;0.94375;71;259200;13000;57;10230;140448;176481;-15153216;16;26;29539;14769;295380.0;91
DADCA-LKH-Cut;320;8;3.18715;71;259200;13000;66;8084;262982;176481;-15312312;422;1278;915875;114484;2289680.0;91
DADCA-LKH-Cut;320;16;5.31056;71;259200;13000;58;3998;290786;176481;-15233816;358847;366763;2920776;182548;3650960.0;91
DADCA-LKH;320;4;1.74676;71;259200;13000;2130;16311;244925;172609;3665576;102;157;308411;77102;1542040.0;92
DADCA-LKH;320;2;0.96940;71;259200;13000;54;16409;139441;172609;-15132808;17;22;55412;27706;554120.0;92
DADCA-LKH;320;8;3.30059;71;259200;13000;53;13673;483263;172609;-15356416;468;915;1435244;179405;3588100.0;92
DADCA-LKH;320;16;6.39293;71;259200;13000;55;11600;893532;172609;-15160504;1979;5259;6108135;381758;7635160.0;92
DADCA-LKH-Cut;320;4;1.72424;71;259200;13000;61;9852;246709;173077;-15116552;100;204;167888;41972;839440.0;92
DADCA-LKH-Cut;320;2;0.96156;71;259200;13000;61;10084;140030;173077;-15124960;18;28;30313;15156;303120.0;92
DADCA-LKH-Cut;320;8;3.26010;71;259200;13000;57;8529;248284;173077;-15359112;428;1280;888466;111058;2221160.0;92
DADCA-LKH-Cut;320;16;6.32099;71;259200;13000;54;5833;449942;173077;-14876688;1846;9019;4053426;253339;5066780.0;92
DADCA-LKH;320;4;1.74155;71;259200;13000;1263;16335;262474;173137;3732760;105;160;312976;78244;1564880.0;93
DADCA-LKH;320;2;0.96796;71;259200;13000;58;16317;143245;173137;-14806992;17;24;53832;26916;538320.0;93
DADCA-LKH;320;8;3.28124;71;259200;13000;56;13323;473905;173137;-15055528;477;931;1448281;181035;3620700.0;93
DADCA-LKH;320;16;6.37073;71;259200;13000;55;11085;879775;173137;-14518448;1977;5228;5628780;351798;7035960.0;93
DADCA-LKH-Cut;320;4;1.72551;71;259200;13000;56;9990;249965;173437;-14298224;90;190;168549;42137;842740.0;93
DADCA-LKH-Cut;320;2;0.96040;71;259200;13000;58;10077;139954;173437;-14395776;16;26;30010;15005;300100.0;93
DADCA-LKH-Cut;320;8;3.25897;71;259200;13000;55;8236;267487;173437;-14631360;425;1272;879243;109905;2198100.0;93
DADCA-LKH-Cut;320;16;6.30750;71;259200;13000;62;5932;499307;173437;-14515208;1811;8876;4063132;253945;5078900.0;93
DADCA-LKH;320;4;1.73426;71;259200;13000;6836;16426;262075;173523;3743384;101;154;317111;79277;1585540.0;94
DADCA-LKH;320;2;0.96461;71;259200;13000;52;16499;143092;173523;-14396200;17;22;55587;27793;555860.0;94
DADCA-LKH;320;8;3.27313;71;259200;13000;53;13973;484166;173523;-14642168;479;924;1445472;180684;3613680.0;94
DADCA-LKH;320;16;6.34599;71;259200;13000;56;11519;866621;173523;-14482232;2007;5246;5862464;366404;7328080.0;94
DADCA-LKH-Cut;320;4;1.72637;71;259200;13000;57;10748;242609;173021;-13991160;93;195;155469;38867;777340.0;94
DADCA-LKH-Cut;320;2;0.96115;71;259200;13000;58;10114;139918;173021;-14322752;16;26;29314;14657;293140.0;94
DADCA-LKH-Cut;320;8;3.25935;71;259200;13000;57;8491;269632;173021;-14567312;427;1275;785390;98173;1963460.0;94
DADCA-LKH-Cut;320;16;6.32136;71;259200;13000;56;6374;470015;173021;-14380480;1853;8275;3609958;225622;4512440.0;94
DADCA-LKH;320;4;1.68406;71;259200;13000;1534;16699;253130;178095;3659696;102;157;309141;77285;1545700.0;95
DADCA-LKH;320;2;0.93869;71;259200;13000;55;16815;142789;178095;-15497280;17;22;54732;27366;547320.0;95
DADCA-LKH;320;8;2.64313;71;259200;13000;53;13748;395952;178095;-15812512;258258;258932;890415;111301;2226020.0;95
DADCA-LKH;320;16;6.13509;71;259200;13000;55;11295;834986;178095;-15598896;1906;5160;5356772;334798;6695960.0;95
DADCA-LKH-Cut;320;4;1.67711;71;259200;13000;56;10260;250218;177671;-15141592;92;194;164567;41141;822820.0;95
DADCA-LKH-Cut;320;2;0.93364;71;259200;13000;59;10326;139417;177671;-15183016;16;26;29968;14984;299680.0;95
DADCA-LKH-Cut;320;8;3.16334;71;259200;13000;54;8466;268108;177671;-15722776;424;1268;888587;111073;2221460.0;95
DADCA-LKH-Cut;320;16;6.12514;71;259200;13000;58;6205;466162;177671;-15261984;1831;8884;3531348;220709;4414180.0;95
DADCA-LKH;320;4;1.68330;71;259200;13000;8947;16703;261585;177824;3756608;105;162;314126;78531;1570620.0;96
DADCA-LKH;320;2;0.94114;71;259200;13000;54;16714;143082;177824;-14781976;17;22;53774;26887;537740.0;96
DADCA-LKH;320;8;3.18253;71;259200;13000;52;13570;452487;177824;-14983504;462;905;1398932;174866;3497320.0;96
DADCA-LKH;320;16;6.15949;71;259200;13000;53;11712;836310;177824;-14875832;1931;5166;5523155;345197;6903940.0;96
DADCA-LKH-Cut;320;4;1.66615;71;259200;13000;57;10309;250296;178575;-14378928;82;182;155518;38879;777580.0;96
DADCA-LKH-Cut;320;2;0.93174;71;259200;13000;62;10397;140109;178575;-14737080;20;30;29264;14632;292640.0;96
DADCA-LKH-Cut;320;8;3.13782;71;259200;13000;55;8702;266665;178575;-14997200;387;1244;925645;115705;2314100.0;96
DADCA-LKH-Cut;320;16;6.07593;71;259200;13000;57;6296;464544;178575;-14397184;1712;8856;3992572;249535;4990700.0;96
DADCA-LKH;320;4;1.75132;71;259200;13000;5643;16352;261797;172086;3758192;99;152;316931;79232;1584640.0;97
DADCA-LKH;320;2;0.97420;71;259200;13000;52;16376;143228;172086;-15088176;19;24;55569;27784;555680.0;97
DADCA-LKH;320;8;2.66321;71;259200;13000;53;11053;192800;172086;-15347792;288726;289456;679231;84903;1698060.0;97
