Strategy;mapName;nPOIs;nUAV;SucessTax;pathTime;globalAvgDelay;tourSize;memory;validRVZ;totRVZ;msgsRVZ;msgsRVZbyUAVs;msgsRVZbyUAVsXEnergy
TSP-based;63;500;4.0;1.23462;0.09373333333333334;13222.0;215.163;12669448.0;0.0;0.0;0.0;0.0;0.0
TSP-based;64;16;4.0;8.29138;0.0014333333333333333;2919.0;52.699;7810208.0;0.0;0.0;0.0;0.0;0.0
TSP-based;64;32;4.0;6.85215;0.0014166666666666668;3334.0;61.334;8460688.0;0.0;0.0;0.0;0.0;0.0
TSP-based;64;48;4.0;5.56162;0.0020166666666666666;3587.0;72.421;9135736.0;0.0;0.0;0.0;0.0;0.0
TSP-based;64;50;4.0;5.415780000000001;0.0006000000000000001;3754.0;74.006;1300488.0;0.0;0.0;0.0;0.0;0.0
TSP-based;64;80;4.0;4.06506;0.004483333333333334;5155.0;94.142;9755872.0;0.0;0.0;0.0;0.0;0.0
TSP-based;64;160;4.0;2.6686900000000002;0.006666666666666667;7128.0;129.72;-10944152.0;0.0;0.0;0.0;0.0;0.0
TSP-based;64;250;4.0;1.9964;0.010816666666666667;9112.0;159.173;-12614992.0;0.0;0.0;0.0;0.0;0.0
TSP-based;64;320;4.0;1.6832;0.17748333333333335;10785.0;178.466;4271584.0;0.0;0.0;0.0;0.0;0.0
TSP-based;64;500;4.0;1.22858;0.16425;13368.0;216.418;11809896.0;0.0;0.0;0.0;0.0;0.0
TSP-based;65;16;4.0;10.49178;0.0017666666666666668;1964.0;41.437;7811536.0;0.0;0.0;0.0;0.0;0.0
TSP-based;65;32;4.0;6.97145;0.0016833333333333333;2624.0;59.788000000000004;8460928.0;0.0;0.0;0.0;0.0;0.0
TSP-based;65;48;4.0;5.38821;0.0023666666666666667;3975.0;74.937;9119040.0;0.0;0.0;0.0;0.0;0.0
TSP-based;65;50;4.0;5.2537;0.0005166666666666667;4090.0;76.444;1300376.0;0.0;0.0;0.0;0.0;0.0
TSP-based;65;80;4.0;4.02717;0.0031833333333333336;5202.0;94.992;9752152.0;0.0;0.0;0.0;0.0;0.0
TSP-based;65;160;4.0;2.75221;0.016083333333333335;7074.0;126.34100000000001;-11814104.0;0.0;0.0;0.0;0.0;0.0
TSP-based;65;250;4.0;2.07117;0.07046666666666666;9168.0;154.644;-13039000.0;0.0;0.0;0.0;0.0;0.0
TSP-based;65;320;4.0;1.75511;0.0205;10310.0;172.606;4370704.0;0.0;0.0;0.0;0.0;0.0
TSP-based;65;500;4.0;1.2491700000000001;0.25625000000000003;13331.0;214.11700000000002;12175144.0;0.0;0.0;0.0;0.0;0.0
TSP-based;66;16;4.0;8.6269;0.0016166666666666666;2709.0;50.161;7159736.0;0.0;0.0;0.0;0.0;0.0
TSP-based;66;32;4.0;5.932919999999999;0.0018000000000000002;3372.0;69.61;8460744.0;0.0;0.0;0.0;0.0;0.0
TSP-based;66;48;4.0;5.1521099999999995;0.0029333333333333334;4577.0;78.206;9118872.0;0.0;0.0;0.0;0.0;0.0
TSP-based;66;50;4.0;4.9433300000000004;0.0006333333333333334;4029.0;80.64;1301416.0;0.0;0.0;0.0;0.0;0.0
TSP-based;66;80;4.0;4.018009999999999;0.003266666666666667;5328.0;95.302;9752392.0;0.0;0.0;0.0;0.0;0.0
TSP-based;66;160;4.0;2.68345;0.008766666666666667;7130.0;128.784;-11516792.0;0.0;0.0;0.0;0.0;0.0
TSP-based;66;250;4.0;1.94913;0.01285;9441.0;162.44;-12772520.0;0.0;0.0;0.0;0.0;0.0
TSP-based;66;320;4.0;1.68435;0.3310166666666667;10423.0;178.543;4279264.0;0.0;0.0;0.0;0.0;0.0
TSP-based;66;500;4.0;1.19078;0.24766666666666667;13892.0;222.531;12059928.0;0.0;0.0;0.0;0.0;0.0
TSP-based;67;16;4.0;9.7039;0.0011166666666666666;2445.0;44.819;7809976.0;0.0;0.0;0.0;0.0;0.0
TSP-based;67;32;4.0;6.34434;0.0023833333333333337;3766.0;65.486;8460696.0;0.0;0.0;0.0;0.0;0.0
TSP-based;67;48;4.0;5.13901;0.00215;4404.0;78.44;9119040.0;0.0;0.0;0.0;0.0;0.0
TSP-based;67;50;4.0;5.01474;0.0005666666666666667;4031.0;79.726;1300488.0;0.0;0.0;0.0;0.0;0.0
TSP-based;67;80;4.0;3.9603599999999997;0.0027166666666666667;5365.0;96.647;9752424.0;0.0;0.0;0.0;0.0;0.0
TSP-based;67;160;4.0;2.67036;0.015783333333333333;7278.0;129.933;-11149984.0;0.0;0.0;0.0;0.0;0.0
TSP-based;67;250;4.0;2.03059;0.007466666666666667;9125.0;156.92000000000002;-12145072.0;0.0;0.0;0.0;0.0;0.0
TSP-based;67;320;4.0;1.7287;0.03875;10707.0;174.802;3351432.0;0.0;0.0;0.0;0.0;0.0
TSP-based;67;500;4.0;1.19528;0.15338333333333334;13504.0;221.123;12632680.0;0.0;0.0;0.0;0.0;0.0
TSP-based;68;16;4.0;7.98985;0.002916666666666667;2760.0;53.93;7159896.0;0.0;0.0;0.0;0.0;0.0
TSP-based;68;32;4.0;6.21847;0.013116666666666667;3648.0;67.178;8460760.0;0.0;0.0;0.0;0.0;0.0
TSP-based;68;48;4.0;5.09693;0.0024833333333333335;4134.0;79.04;8468696.0;0.0;0.0;0.0;0.0;0.0
TSP-based;68;50;4.0;5.05737;0.0010166666666666668;4271.0;79.251;1300512.0;0.0;0.0;0.0;0.0;0.0
TSP-based;68;80;4.0;4.19693;0.0022500000000000003;4793.0;91.309;9102104.0;0.0;0.0;0.0;0.0;0.0
TSP-based;68;160;4.0;2.75738;0.013066666666666667;7205.0;126.156;-11075072.0;0.0;0.0;0.0;0.0;0.0
TSP-based;68;250;4.0;2.00942;0.07313333333333334;9190.0;158.891;-12114592.0;0.0;0.0;0.0;0.0;0.0
TSP-based;68;320;4.0;1.70818;0.025083333333333336;10307.0;176.156;4298512.0;0.0;0.0;0.0;0.0;0.0
TSP-based;68;500;4.0;1.21108;0.14423333333333335;13457.0;219.058;12356400.0;0.0;0.0;0.0;0.0;0.0
TSP-based;69;16;4.0;8.410730000000001;0.0013833333333333334;3202.0;52.146;7811528.0;0.0;0.0;0.0;0.0;0.0
TSP-based;69;32;4.0;6.59373;0.0017833333333333334;3121.0;63.289;8460896.0;0.0;0.0;0.0;0.0;0.0
TSP-based;69;48;4.0;5.31672;0.0021666666666666666;3993.0;75.809;9119336.0;0.0;0.0;0.0;0.0;0.0
TSP-based;69;50;4.0;5.21015;0.0005666666666666667;4131.0;77.206;1316824.0;0.0;0.0;0.0;0.0;0.0
TSP-based;69;80;4.0;4.095940000000001;0.00245;5093.0;93.336;9752968.0;0.0;0.0;0.0;0.0;0.0
TSP-based;69;160;4.0;2.66495;0.005733333333333333;7301.0;129.701;-10857536.0;0.0;0.0;0.0;0.0;0.0
TSP-based;69;250;4.0;1.98335;0.0212;8909.0;159.699;-12997208.0;0.0;0.0;0.0;0.0;0.0
TSP-based;69;320;4.0;1.70996;0.07408333333333333;10529.0;176.01;4345096.0;0.0;0.0;0.0;0.0;0.0
TSP-based;69;500;4.0;1.22735;0.10608333333333334;13539.0;216.891;12206520.0;0.0;0.0;0.0;0.0;0.0
TSP-based;70;16;4.0;8.60122;0.0011333333333333334;2786.0;50.366;7160360.0;0.0;0.0;0.0;0.0;0.0
TSP-based;70;32;4.0;7.2294;0.0013666666666666666;2958.0;57.327;8460632.0;0.0;0.0;0.0;0.0;0.0
TSP-based;70;48;4.0;6.06377;0.0018166666666666667;3811.0;67.252;8469072.0;0.0;0.0;0.0;0.0;0.0
TSP-based;70;50;4.0;5.91161;0.0009833333333333335;3514.0;68.09700000000001;1318032.0;0.0;0.0;0.0;0.0;0.0
TSP-based;70;80;4.0;4.18511;0.002116666666666667;5314.0;91.748;9752720.0;0.0;0.0;0.0;0.0;0.0
TSP-based;70;160;4.0;2.70725;0.00715;7122.0;128.368;-10829360.0;0.0;0.0;0.0;0.0;0.0
TSP-based;70;250;4.0;2.05219;0.04663333333333333;9308.0;155.651;-13045480.0;0.0;0.0;0.0;0.0;0.0
TSP-based;70;320;4.0;1.6939799999999998;0.014033333333333333;10877.0;177.827;4302016.0;0.0;0.0;0.0;0.0;0.0
TSP-based;70;500;4.0;1.20659;0.06118333333333334;13500.0;219.812;12669704.0;0.0;0.0;0.0;0.0;0.0
TSP-based;71;16;4.0;9.49797;0.0011666666666666668;2646.0;46.326;7810048.0;0.0;0.0;0.0;0.0;0.0
TSP-based;71;32;4.0;6.15156;0.0027500000000000003;3152.0;67.419;7810360.0;0.0;0.0;0.0;0.0;0.0
TSP-based;71;48;4.0;5.0517199999999995;0.0021333333333333334;4455.0;79.873;9119472.0;0.0;0.0;0.0;0.0;0.0
TSP-based;71;50;4.0;4.95671;0.0007;4523.0;80.661;1300376.0;0.0;0.0;0.0;0.0;0.0
TSP-based;71;80;4.0;3.86265;0.0029833333333333335;5182.0;98.71600000000001;9102592.0;0.0;0.0;0.0;0.0;0.0
TSP-based;71;160;4.0;2.6030599999999997;0.013333333333333334;7363.0;132.54500000000002;-11335856.0;0.0;0.0;0.0;0.0;0.0
TSP-based;71;250;4.0;2.0359599999999998;0.13173333333333334;9209.0;156.599;-12044560.0;0.0;0.0;0.0;0.0;0.0
TSP-based;71;320;4.0;1.73145;0.0106;10634.0;174.422;4365056.0;0.0;0.0;0.0;0.0;0.0
TSP-based;71;500;4.0;1.22951;0.21771666666666667;13601.0;216.54500000000002;12360960.0;0.0;0.0;0.0;0.0;0.0
TSP-based;72;16;4.0;8.5102;0.0013333333333333335;2959.0;50.794000000000004;7810400.0;0.0;0.0;0.0;0.0;0.0
TSP-based;72;32;4.0;6.26423;0.0016833333333333333;3874.0;66.019;7810296.0;0.0;0.0;0.0;0.0;0.0
TSP-based;72;48;4.0;5.24872;0.00265;4067.0;76.282;8460584.0;0.0;0.0;0.0;0.0;0.0
TSP-based;72;50;4.0;5.18985;0.0005666666666666667;4117.0;77.122;1300592.0;0.0;0.0;0.0;0.0;0.0
TSP-based;72;80;4.0;4.144019999999999;0.002666666666666667;4811.0;92.046;9756080.0;0.0;0.0;0.0;0.0;0.0
TSP-based;72;160;4.0;2.69525;0.011816666666666668;7494.0;129.03;-11476008.0;0.0;0.0;0.0;0.0;0.0
TSP-based;72;250;4.0;2.01056;0.2557166666666667;9041.0;158.236;-12092896.0;0.0;0.0;0.0;0.0;0.0
TSP-based;72;320;4.0;1.68681;0.13201666666666667;10798.0;178.284;4321640.0;0.0;0.0;0.0;0.0;0.0
TSP-based;72;500;4.0;1.21242;0.29845;13931.0;219.303;12705296.0;0.0;0.0;0.0;0.0;0.0
TSP-based;73;16;4.0;8.176960000000001;0.00215;2695.0;53.132;7810168.0;0.0;0.0;0.0;0.0;0.0
TSP-based;73;32;4.0;6.47811;0.0015333333333333334;3796.0;64.795;8460464.0;0.0;0.0;0.0;0.0;0.0
TSP-based;73;48;4.0;5.722580000000001;0.0019333333333333333;3997.0;70.775;9111072.0;0.0;0.0;0.0;0.0;0.0
TSP-based;73;50;4.0;5.46462;0.0007;4231.0;73.799;1300376.0;0.0;0.0;0.0;0.0;0.0
TSP-based;73;80;4.0;4.28832;0.0026833333333333336;4519.0;89.476;9106000.0;0.0;0.0;0.0;0.0;0.0
TSP-based;73;160;4.0;2.81906;0.010183333333333334;7329.0;123.534;-11793128.0;0.0;0.0;0.0;0.0;0.0
TSP-based;73;250;4.0;2.06903;0.020550000000000002;9468.0;154.787;-12782056.0;0.0;0.0;0.0;0.0;0.0
TSP-based;73;320;4.0;1.71505;0.01795;9900.0;175.29500000000002;4291992.0;0.0;0.0;0.0;0.0;0.0
TSP-based;73;500;4.0;1.19584;0.2852166666666667;13521.0;221.315;12564312.0;0.0;0.0;0.0;0.0;0.0
TSP-based;74;16;4.0;9.01452;0.0011166666666666666;2416.0;47.885;7810536.0;0.0;0.0;0.0;0.0;0.0
TSP-based;74;32;4.0;6.80152;0.002;3380.0;61.461;7810840.0;0.0;0.0;0.0;0.0;0.0
TSP-based;74;48;4.0;5.83024;0.00205;3645.0;69.566;9111120.0;0.0;0.0;0.0;0.0;0.0
TSP-based;74;50;4.0;5.77083;0.0006666666666666668;3854.0;70.456;1301416.0;0.0;0.0;0.0;0.0;0.0
TSP-based;74;80;4.0;4.56858;0.004816666666666667;4467.0;84.149;9765128.0;0.0;0.0;0.0;0.0;0.0
TSP-based;74;160;4.0;2.84298;0.006483333333333334;7165.0;123.036;-10855448.0;0.0;0.0;0.0;0.0;0.0
TSP-based;74;250;4.0;2.08609;0.028333333333333335;9095.0;153.757;-12045864.0;0.0;0.0;0.0;0.0;0.0
TSP-based;74;320;4.0;1.71653;0.058833333333333335;10230.0;175.585;3706904.0;0.0;0.0;0.0;0.0;0.0
TSP-based;74;500;4.0;1.22633;0.11483333333333334;13530.0;217.20600000000002;12074032.0;0.0;0.0;0.0;0.0;0.0
TSP-based;75;16;4.0;9.575380000000001;0.0013000000000000002;2499.0;45.125;7810408.0;0.0;0.0;0.0;0.0;0.0
TSP-based;75;32;4.0;6.6440600000000005;0.0016;3217.0;62.517;8461472.0;0.0;0.0;0.0;0.0;0.0
TSP-based;75;48;4.0;5.3121;0.00215;3705.0;75.46300000000001;9110752.0;0.0;0.0;0.0;0.0;0.0
TSP-based;75;50;4.0;5.2640400000000005;0.0008166666666666667;4327.0;76.303;1316776.0;0.0;0.0;0.0;0.0;0.0
TSP-based;75;80;4.0;3.9542800000000002;0.00405;5626.0;96.73100000000001;9114968.0;0.0;0.0;0.0;0.0;0.0
TSP-based;75;160;4.0;2.76092;0.004966666666666667;7338.0;125.84400000000001;-10782568.0;0.0;0.0;0.0;0.0;0.0
TSP-based;75;250;4.0;2.03566;0.008033333333333333;8896.0;156.366;-12110824.0;0.0;0.0;0.0;0.0;0.0
TSP-based;75;320;4.0;1.7272299999999998;0.08231666666666668;10414.0;174.668;4282424.0;0.0;0.0;0.0;0.0;0.0
TSP-based;75;500;4.0;1.23166;0.6365000000000001;13288.0;215.941;12613056.0;0.0;0.0;0.0;0.0;0.0
TSP-based;76;16;4.0;7.95838;0.0015333333333333334;2522.0;53.929;7161448.0;0.0;0.0;0.0;0.0;0.0
TSP-based;76;32;4.0;6.08284;0.0016166666666666666;3199.0;67.82300000000001;8461056.0;0.0;0.0;0.0;0.0;0.0
TSP-based;76;48;4.0;4.979830000000001;0.0021000000000000003;4005.0;80.262;9111256.0;0.0;0.0;0.0;0.0;0.0
TSP-based;76;50;4.0;4.85999;0.0010166666666666668;4034.0;81.997;1301416.0;0.0;0.0;0.0;0.0;0.0
TSP-based;76;80;4.0;3.8374800000000002;0.003116666666666667;5379.0;99.024;10402952.0;0.0;0.0;0.0;0.0;0.0
TSP-based;76;160;4.0;2.63369;0.008433333333333334;7299.0;131.138;-11496608.0;0.0;0.0;0.0;0.0;0.0
TSP-based;76;250;4.0;1.9670400000000001;0.0405;9312.0;161.073;-12744416.0;0.0;0.0;0.0;0.0;0.0
TSP-based;76;320;4.0;1.7030900000000002;0.021150000000000002;10574.0;176.758;4120880.0;0.0;0.0;0.0;0.0;0.0
TSP-based;76;500;4.0;1.2429;0.19751666666666667;13329.0;214.335;12790216.0;0.0;0.0;0.0;0.0;0.0
TSP-based;77;16;4.0;8.081719999999999;0.0013666666666666666;2309.0;53.555;7810408.0;0.0;0.0;0.0;0.0;0.0
TSP-based;77;32;4.0;6.46074;0.00215;3402.0;64.098;8460784.0;0.0;0.0;0.0;0.0;0.0
TSP-based;77;48;4.0;5.14709;0.0019333333333333333;4291.0;77.932;8452216.0;0.0;0.0;0.0;0.0;0.0
TSP-based;77;50;4.0;5.04167;0.0009333333333333333;4056.0;79.641;1300528.0;0.0;0.0;0.0;0.0;0.0
TSP-based;77;80;4.0;4.203869999999999;0.004816666666666667;4664.0;91.164;10402744.0;0.0;0.0;0.0;0.0;0.0
TSP-based;77;160;4.0;2.69123;0.018483333333333334;7306.0;129.267;-11472584.0;0.0;0.0;0.0;0.0;0.0
TSP-based;77;250;4.0;2.04318;0.007016666666666667;9341.0;155.90800000000002;-12028736.0;0.0;0.0;0.0;0.0;0.0
TSP-based;77;320;4.0;1.7098;0.015266666666666668;10464.0;175.941;4344096.0;0.0;0.0;0.0;0.0;0.0
TSP-based;77;500;4.0;1.19068;0.5901166666666667;13867.0;222.12800000000001;12634104.0;0.0;0.0;0.0;0.0;0.0
TSP-based;78;16;4.0;8.2745;0.00125;3095.0;52.737;7810400.0;0.0;0.0;0.0;0.0;0.0
TSP-based;78;32;4.0;6.955419999999999;0.00255;2779.0;59.766;8461400.0;0.0;0.0;0.0;0.0;0.0
TSP-based;78;48;4.0;5.46775;0.0017000000000000001;4161.0;73.955;9111144.0;0.0;0.0;0.0;0.0;0.0
TSP-based;78;50;4.0;5.38272;0.0006333333333333334;3784.0;74.467;1300432.0;0.0;0.0;0.0;0.0;0.0
TSP-based;78;80;4.0;4.1559800000000005;0.0025666666666666667;4737.0;91.883;9108704.0;0.0;0.0;0.0;0.0;0.0
TSP-based;78;160;4.0;2.6798599999999997;0.0041;7067.0;128.887;-11076128.0;0.0;0.0;0.0;0.0;0.0
TSP-based;78;250;4.0;2.06882;0.04691666666666667;8808.0;154.172;-12174840.0;0.0;0.0;0.0;0.0;0.0
TSP-based;78;320;4.0;1.6927400000000001;0.17476666666666668;10913.0;177.904;4302064.0;0.0;0.0;0.0;0.0;0.0
TSP-based;78;500;4.0;1.22759;0.13303333333333334;13293.0;216.537;12397168.0;0.0;0.0;0.0;0.0;0.0
TSP-based;79;16;4.0;8.5196;0.0011;2522.0;50.504;7811624.0;0.0;0.0;0.0;0.0;0.0
TSP-based;79;32;4.0;6.49474;0.0016833333333333333;3424.0;64.136;8460544.0;0.0;0.0;0.0;0.0;0.0
TSP-based;79;48;4.0;5.617;0.00175;4160.0;72.227;9102664.0;0.0;0.0;0.0;0.0;0.0
TSP-based;79;50;4.0;5.50509;0.0006333333333333334;4051.0;73.438;1300432.0;0.0;0.0;0.0;0.0;0.0
TSP-based;79;80;4.0;4.13207;0.003166666666666667;5207.0;92.923;10402720.0;0.0;0.0;0.0;0.0;0.0
TSP-based;79;160;4.0;2.72854;0.021316666666666668;7382.0;127.34100000000001;-11155064.0;0.0;0.0;0.0;0.0;0.0
TSP-based;79;250;4.0;2.0051;0.06088333333333334;8988.0;158.598;-12769160.0;0.0;0.0;0.0;0.0;0.0
TSP-based;79;320;4.0;1.69502;0.06845;10703.0;177.797;4304760.0;0.0;0.0;0.0;0.0;0.0
TSP-based;79;500;4.0;1.22043;0.02571666666666667;13686.0;217.86700000000002;12045096.0;0.0;0.0;0.0;0.0;0.0
TSP-based;80;16;4.0;9.90343;0.0011333333333333334;2362.0;44.042;7810424.0;0.0;0.0;0.0;0.0;0.0
TSP-based;80;32;4.0;7.3672;0.0014833333333333335;3107.0;56.982;8461544.0;0.0;0.0;0.0;0.0;0.0
TSP-based;80;48;4.0;5.70686;0.00185;3519.0;70.549;9102760.0;0.0;0.0;0.0;0.0;0.0
TSP-based;80;50;4.0;5.64522;0.0006833333333333333;3546.0;71.126;1300480.0;0.0;0.0;0.0;0.0;0.0
TSP-based;80;80;4.0;4.48999;0.0021666666666666666;4722.0;85.32000000000001;9752864.0;0.0;0.0;0.0;0.0;0.0
TSP-based;80;160;4.0;2.83957;0.008266666666666667;6876.0;122.72500000000001;-10943392.0;0.0;0.0;0.0;0.0;0.0
TSP-based;80;250;4.0;2.0056599999999998;0.010266666666666667;8999.0;158.882;-13007928.0;0.0;0.0;0.0;0.0;0.0
TSP-based;80;320;4.0;1.6706900000000002;0.023733333333333335;10886.0;179.786;3677352.0;0.0;0.0;0.0;0.0;0.0
TSP-based;80;500;4.0;1.21231;0.12385;13358.0;218.543;12719264.0;0.0;0.0;0.0;0.0;0.0
TSP-based;81;16;4.0;7.7885100000000005;0.0020666666666666667;2804.0;55.052;7160216.0;0.0;0.0;0.0;0.0;0.0
TSP-based;81;32;4.0;6.31245;0.0028;3584.0;65.733;8460784.0;0.0;0.0;0.0;0.0;0.0
TSP-based;81;48;4.0;5.446969999999999;0.004083333333333334;3533.0;73.865;9102504.0;0.0;0.0;0.0;0.0;0.0
TSP-based;81;50;4.0;5.0745;0.0006000000000000001;3826.0;78.717;1300448.0;0.0;0.0;0.0;0.0;0.0
TSP-based;81;80;4.0;3.8717699999999997;0.0037166666666666667;5605.0;98.785;10406680.0;0.0;0.0;0.0;0.0;0.0
TSP-based;81;160;4.0;2.68742;0.007066666666666667;7308.0;128.961;-11799256.0;0.0;0.0;0.0;0.0;0.0
TSP-based;81;250;4.0;1.99245;0.017;9703.0;160.626;-12321208.0;0.0;0.0;0.0;0.0;0.0
TSP-based;81;320;4.0;1.65025;0.044033333333333334;10688.0;181.657;4360072.0;0.0;0.0;0.0;0.0;0.0
TSP-based;81;500;4.0;1.17587;0.2853;13665.0;224.136;12838064.0;0.0;0.0;0.0;0.0;0.0
TSP-based;82;16;4.0;10.6121;0.0017666666666666668;2112.0;41.068;7810128.0;0.0;0.0;0.0;0.0;0.0
TSP-based;82;32;4.0;6.9896;0.0022333333333333333;3036.0;59.462;8461192.0;0.0;0.0;0.0;0.0;0.0
TSP-based;82;48;4.0;5.97544;0.0021666666666666666;3550.0;67.45100000000001;9102744.0;0.0;0.0;0.0;0.0;0.0
TSP-based;82;50;4.0;5.623069999999999;0.0006666666666666668;3814.0;71.164;1300856.0;0.0;0.0;0.0;0.0;0.0
TSP-based;82;80;4.0;4.21033;0.005666666666666667;5012.0;90.878;10406784.0;0.0;0.0;0.0;0.0;0.0
TSP-based;82;160;4.0;2.6789400000000003;0.017683333333333336;7095.0;128.98;-11295568.0;0.0;0.0;0.0;0.0;0.0
TSP-based;82;250;4.0;2.05488;0.049850000000000005;9102.0;155.5;-12142944.0;0.0;0.0;0.0;0.0;0.0
TSP-based;82;320;4.0;1.7429700000000001;0.05241666666666667;10677.0;173.724;4296168.0;0.0;0.0;0.0;0.0;0.0
TSP-based;82;500;4.0;1.26427;0.0912;13382.0;211.928;12630560.0;0.0;0.0;0.0;0.0;0.0
TSP-based;83;16;4.0;10.02267;0.0011333333333333334;2013.0;43.435;7810136.0;0.0;0.0;0.0;0.0;0.0
TSP-based;83;32;4.0;7.371;0.0013000000000000002;3333.0;56.918;8461624.0;0.0;0.0;0.0;0.0;0.0
TSP-based;83;48;4.0;5.28891;0.0020166666666666666;3593.0;75.929;9103680.0;0.0;0.0;0.0;0.0;0.0
TSP-based;83;50;4.0;5.23171;0.0007166666666666667;4493.0;76.885;1300904.0;0.0;0.0;0.0;0.0;0.0
TSP-based;83;80;4.0;4.180680000000001;0.003416666666666667;4826.0;91.705;10406216.0;0.0;0.0;0.0;0.0;0.0
TSP-based;83;160;4.0;2.65383;0.01395;7309.0;130.247;-11908544.0;0.0;0.0;0.0;0.0;0.0
TSP-based;83;250;4.0;2.0466;0.30778333333333335;9307.0;156.058;-12149840.0;0.0;0.0;0.0;0.0;0.0
TSP-based;83;320;4.0;1.71275;0.09703333333333333;10498.0;175.969;4138504.0;0.0;0.0;0.0;0.0;0.0
TSP-based;83;500;4.0;1.22137;0.38670000000000004;13908.0;217.872;12070552.0;0.0;0.0;0.0;0.0;0.0
TSP-based;84;16;4.0;8.17757;0.0016333333333333334;2640.0;52.645;7811160.0;0.0;0.0;0.0;0.0;0.0
TSP-based;84;32;4.0;6.43621;0.0014833333333333335;3913.0;65.497;8461032.0;0.0;0.0;0.0;0.0;0.0
TSP-based;84;48;4.0;5.179;0.0037166666666666667;4425.0;78.006;8453368.0;0.0;0.0;0.0;0.0;0.0
TSP-based;84;50;4.0;5.06813;0.0008833333333333334;4530.0;79.48100000000001;1300400.0;0.0;0.0;0.0;0.0;0.0
TSP-based;84;80;4.0;4.0395;0.0022333333333333333;5490.0;94.639;10402792.0;0.0;0.0;0.0;0.0;0.0
TSP-based;84;160;4.0;2.78815;0.0061;7490.0;124.808;-10870992.0;0.0;0.0;0.0;0.0;0.0
TSP-based;84;250;4.0;2.03018;0.025566666666666668;8856.0;156.838;-12122376.0;0.0;0.0;0.0;0.0;0.0
TSP-based;84;320;4.0;1.7201400000000002;0.20945;10271.0;174.67600000000002;4340296.0;0.0;0.0;0.0;0.0;0.0
TSP-based;84;500;4.0;1.2336;0.0426;13653.0;215.967;12141240.0;0.0;0.0;0.0;0.0;0.0
TSP-based;85;16;4.0;8.30621;0.0011833333333333333;2275.0;52.454;7810296.0;0.0;0.0;0.0;0.0;0.0
TSP-based;85;32;4.0;6.4219800000000005;0.0018833333333333334;2872.0;65.816;8460688.0;0.0;0.0;0.0;0.0;0.0
TSP-based;85;48;4.0;5.32448;0.0023333333333333335;3571.0;75.544;8452560.0;0.0;0.0;0.0;0.0;0.0
TSP-based;85;50;4.0;5.1784;0.0006333333333333334;3666.0;77.348;1300616.0;0.0;0.0;0.0;0.0;0.0
TSP-based;85;80;4.0;3.90415;0.004416666666666667;5174.0;97.763;10402832.0;0.0;0.0;0.0;0.0;0.0
TSP-based;85;160;4.0;2.70507;0.005333333333333334;7070.0;127.956;-11254216.0;0.0;0.0;0.0;0.0;0.0
TSP-based;85;250;4.0;2.01065;0.05725;9484.0;158.708;-12134280.0;0.0;0.0;0.0;0.0;0.0
TSP-based;85;320;4.0;1.6704299999999999;0.032850000000000004;10557.0;179.291;4376832.0;0.0;0.0;0.0;0.0;0.0
TSP-based;85;500;4.0;1.21926;0.18505000000000002;13083.0;217.004;12581424.0;0.0;0.0;0.0;0.0;0.0
TSP-based;86;16;4.0;9.3838;0.0012166666666666667;2855.0;46.849000000000004;7810296.0;0.0;0.0;0.0;0.0;0.0
TSP-based;86;32;4.0;6.3825;0.0016333333333333334;3966.0;65.477;8460760.0;0.0;0.0;0.0;0.0;0.0
TSP-based;86;48;4.0;5.1262300000000005;0.00355;3755.0;78.36;8452400.0;0.0;0.0;0.0;0.0;0.0
TSP-based;86;50;4.0;4.93337;0.00055;3864.0;80.662;1300440.0;0.0;0.0;0.0;0.0;0.0
TSP-based;86;80;4.0;4.10308;0.002266666666666667;5374.0;93.452;10402568.0;0.0;0.0;0.0;0.0;0.0
TSP-based;86;160;4.0;2.75992;0.0732;7092.0;125.918;-11174656.0;0.0;0.0;0.0;0.0;0.0
TSP-based;86;250;4.0;2.0201599999999997;0.10258333333333333;9155.0;157.368;-12438088.0;0.0;0.0;0.0;0.0;0.0
TSP-based;86;320;4.0;1.70006;0.13573333333333334;10428.0;176.796;4325008.0;0.0;0.0;0.0;0.0;0.0
TSP-based;86;500;4.0;1.19508;0.35165;13624.0;220.827;12641960.0;0.0;0.0;0.0;0.0;0.0
TSP-based;87;16;4.0;8.33562;0.0013333333333333335;2516.0;51.497;7811648.0;0.0;0.0;0.0;0.0;0.0
TSP-based;87;32;4.0;6.48769;0.0016;3421.0;63.859;8461792.0;0.0;0.0;0.0;0.0;0.0
TSP-based;87;48;4.0;5.44604;0.0027833333333333334;3893.0;73.92;8452832.0;0.0;0.0;0.0;0.0;0.0
TSP-based;87;50;4.0;5.36265;0.00055;4101.0;74.675;1300512.0;0.0;0.0;0.0;0.0;0.0
TSP-based;87;80;4.0;4.0429900000000005;0.0029833333333333335;5001.0;94.395;9758816.0;0.0;0.0;0.0;0.0;0.0
TSP-based;87;160;4.0;2.73153;0.0119;7315.0;126.839;-11483240.0;0.0;0.0;0.0;0.0;0.0
TSP-based;87;250;4.0;2.0472799999999998;0.012016666666666667;9198.0;155.89000000000001;-12752464.0;0.0;0.0;0.0;0.0;0.0
TSP-based;87;320;4.0;1.6692599999999997;0.054700000000000006;10443.0;179.692;4358352.0;0.0;0.0;0.0;0.0;0.0
TSP-based;87;500;4.0;1.23282;0.06688333333333334;13528.0;216.254;12730320.0;0.0;0.0;0.0;0.0;0.0
