Strategy;nPOIs;nUAV;SucessTax;V2V_range;ctRounds;dimX;simumationTimeMS;pathTime;TSP_threads;maxData;minData;globalAvgDelay;GSglobalAvgDelay;nMsgs;tourSize;throughput;TaxPerPathSize;memory;mapName
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;159;72;4;2;2;-1;0;0;220458;0.0;0.0;-1;40
DADCA-LKH;300;2;0.00000;71;2;13000;12127;12036;4;2;2;-1;0;0;172014;0.0;0.0;-1;40
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;12097;12011;4;2;2;-1;0;0;172803;0.0;0.0;-1;40
TSP-based;300;2;0.00000;71;2;13000;89661;89572;4;2;2;-1;0;0;165762;0.0;0.0;-1;41
FPPWR;300;2;0.00000;71;2;13000;279;175;4;2;2;-1;0;0;515426;0.0;0.0;-1;41
DADCA-NSN;300;2;0.00000;71;2;13000;289;179;4;2;2;-1;0;0;197193;0.0;0.0;-1;41
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;184;89;4;2;2;-1;0;0;209868;0.0;0.0;-1;41
DADCA-LKH;300;2;0.00000;71;2;13000;9365;9276;4;2;2;-1;0;0;165762;0.0;0.0;-1;41
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;9248;9161;4;2;2;-1;0;0;165834;0.0;0.0;-1;41
TSP-based;300;2;0.00000;71;2;13000;77359;77262;4;2;2;-1;0;0;170886;0.0;0.0;-1;42
FPPWR;300;2;0.00000;71;2;13000;257;164;4;2;2;-1;0;0;519996;0.0;0.0;-1;42
DADCA-NSN;300;2;0.00000;71;2;13000;273;171;4;2;2;-1;0;0;201481;0.0;0.0;-1;42
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;170;76;4;2;2;-1;0;0;211000;0.0;0.0;-1;42
DADCA-LKH;300;2;0.00000;71;2;13000;23740;23640;4;2;2;-1;0;0;170886;0.0;0.0;-1;42
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;23934;23844;4;2;2;-1;0;0;170477;0.0;0.0;-1;42
TSP-based;300;2;0.00000;71;2;13000;353612;353523;4;2;2;-1;0;0;172530;0.0;0.0;-1;43
FPPWR;300;2;0.00000;71;2;13000;246;160;4;2;2;-1;0;0;520628;0.0;0.0;-1;43
DADCA-NSN;300;2;0.00000;71;2;13000;266;171;4;2;2;-1;0;0;211310;0.0;0.0;-1;43
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;163;74;4;2;2;-1;0;0;206698;0.0;0.0;-1;43
DADCA-LKH;300;2;0.00000;71;2;13000;18009;17922;4;2;2;-1;0;0;171439;0.0;0.0;-1;43
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;18052;17966;4;2;2;-1;0;0;173120;0.0;0.0;-1;43
TSP-based;300;2;0.00000;71;2;13000;456884;456797;4;2;2;-1;0;0;174040;0.0;0.0;-1;44
FPPWR;300;2;0.00000;71;2;13000;252;167;4;2;2;-1;0;0;502229;0.0;0.0;-1;44
DADCA-NSN;300;2;0.00000;71;2;13000;288;182;4;2;2;-1;0;0;201864;0.0;0.0;-1;44
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;161;73;4;2;2;-1;0;0;215195;0.0;0.0;-1;44
DADCA-LKH;300;2;0.00000;71;2;13000;12065;11981;4;2;2;-1;0;0;173837;0.0;0.0;-1;44
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;12153;12064;4;2;2;-1;0;0;174312;0.0;0.0;-1;44
TSP-based;300;2;0.00000;71;2;13000;293769;293682;4;2;2;-1;0;0;172778;0.0;0.0;-1;45
FPPWR;300;2;0.00000;71;2;13000;249;158;4;2;2;-1;0;0;521847;0.0;0.0;-1;45
DADCA-NSN;300;2;0.00000;71;2;13000;293;180;4;2;2;-1;0;0;210061;0.0;0.0;-1;45
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;187;91;4;2;2;-1;0;0;218856;0.0;0.0;-1;45
DADCA-LKH;300;2;0.00000;71;2;13000;16351;16266;4;2;2;-1;0;0;172467;0.0;0.0;-1;45
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;16261;16164;4;2;2;-1;0;0;173286;0.0;0.0;-1;45
TSP-based;300;2;0.00000;71;2;13000;330956;330861;4;2;2;-1;0;0;172974;0.0;0.0;-1;46
FPPWR;300;2;0.00000;71;2;13000;263;168;4;2;2;-1;0;0;530094;0.0;0.0;-1;46
DADCA-NSN;300;2;0.00000;71;2;13000;273;174;4;2;2;-1;0;0;208524;0.0;0.0;-1;46
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;160;72;4;2;2;-1;0;0;207958;0.0;0.0;-1;46
DADCA-LKH;300;2;0.00000;71;2;13000;16280;16188;4;2;2;-1;0;0;173732;0.0;0.0;-1;46
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;16377;16281;4;2;2;-1;0;0;173748;0.0;0.0;-1;46
TSP-based;300;2;0.00000;71;2;13000;707443;707345;4;2;2;-1;0;0;175240;0.0;0.0;-1;47
FPPWR;300;2;0.00000;71;2;13000;247;159;4;2;2;-1;0;0;513340;0.0;0.0;-1;47
DADCA-NSN;300;2;0.00000;71;2;13000;275;175;4;2;2;-1;0;0;203266;0.0;0.0;-1;47
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;169;74;4;2;2;-1;0;0;214082;0.0;0.0;-1;47
DADCA-LKH;300;2;0.00000;71;2;13000;10537;10452;4;2;2;-1;0;0;175240;0.0;0.0;-1;47
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;10623;10538;4;2;2;-1;0;0;175280;0.0;0.0;-1;47
TSP-based;300;2;0.00000;71;2;13000;90213;90115;4;2;2;-1;0;0;168077;0.0;0.0;-1;48
FPPWR;300;2;0.00000;71;2;13000;260;166;4;2;2;-1;0;0;522588;0.0;0.0;-1;48
DADCA-NSN;300;2;0.00000;71;2;13000;284;174;4;2;2;-1;0;0;196168;0.0;0.0;-1;48
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;159;73;4;2;2;-1;0;0;221897;0.0;0.0;-1;48
DADCA-LKH;300;2;0.00000;71;2;13000;13711;13623;4;2;2;-1;0;0;168077;0.0;0.0;-1;48
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;13698;13612;4;2;2;-1;0;0;168946;0.0;0.0;-1;48
TSP-based;300;2;0.00000;71;2;13000;184222;184137;4;2;2;-1;0;0;171791;0.0;0.0;-1;49
FPPWR;300;2;0.00000;71;2;13000;243;158;4;2;2;-1;0;0;531898;0.0;0.0;-1;49
DADCA-NSN;300;2;0.00000;71;2;13000;315;183;4;2;2;-1;0;0;194662;0.0;0.0;-1;49
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;164;72;4;2;2;-1;0;0;220769;0.0;0.0;-1;49
DADCA-LKH;300;2;0.00000;71;2;13000;19511;19428;4;2;2;-1;0;0;171791;0.0;0.0;-1;49
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;19573;19470;4;2;2;-1;0;0;172164;0.0;0.0;-1;49
TSP-based;300;2;0.00000;71;2;13000;257904;257793;4;2;2;-1;0;0;167310;0.0;0.0;-1;50
FPPWR;300;2;0.00000;71;2;13000;250;162;4;2;2;-1;0;0;500763;0.0;0.0;-1;50
DADCA-NSN;300;2;0.00000;71;2;13000;278;171;4;2;2;-1;0;0;207084;0.0;0.0;-1;50
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;191;81;4;2;2;-1;0;0;210881;0.0;0.0;-1;50
DADCA-LKH;300;2;0.00000;71;2;13000;11667;11582;4;2;2;-1;0;0;167310;0.0;0.0;-1;50
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;11629;11543;4;2;2;-1;0;0;166516;0.0;0.0;-1;50
TSP-based;300;2;0.00000;71;2;13000;185327;185231;4;2;2;-1;0;0;167878;0.0;0.0;-1;51
FPPWR;300;2;0.00000;71;2;13000;264;168;4;2;2;-1;0;0;535582;0.0;0.0;-1;51
DADCA-NSN;300;2;0.00000;71;2;13000;285;175;4;2;2;-1;0;0;201020;0.0;0.0;-1;51
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;175;81;4;2;2;-1;0;0;203275;0.0;0.0;-1;51
DADCA-LKH;300;2;0.00000;71;2;13000;21415;21321;4;2;2;-1;0;0;168925;0.0;0.0;-1;51
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;21507;21421;4;2;2;-1;0;0;168835;0.0;0.0;-1;51
TSP-based;300;2;0.00000;71;2;13000;151601;151506;4;2;2;-1;0;0;165390;0.0;0.0;-1;52
FPPWR;300;2;0.00000;71;2;13000;243;158;4;2;2;-1;0;0;531889;0.0;0.0;-1;52
DADCA-NSN;300;2;0.00000;71;2;13000;274;174;4;2;2;-1;0;0;205907;0.0;0.0;-1;52
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;170;73;4;2;2;-1;0;0;212479;0.0;0.0;-1;52
DADCA-LKH;300;2;0.00000;71;2;13000;24972;24890;4;2;2;-1;0;0;165292;0.0;0.0;-1;52
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;25127;25039;4;2;2;-1;0;0;165496;0.0;0.0;-1;52
TSP-based;300;2;0.00000;71;2;13000;257939;257850;4;2;2;-1;0;0;170537;0.0;0.0;-1;53
FPPWR;300;2;0.00000;71;2;13000;253;163;4;2;2;-1;0;0;515309;0.0;0.0;-1;53
DADCA-NSN;300;2;0.00000;71;2;13000;285;180;4;2;2;-1;0;0;204726;0.0;0.0;-1;53
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;177;78;4;2;2;-1;0;0;212458;0.0;0.0;-1;53
DADCA-LKH;300;2;0.00000;71;2;13000;20198;20113;4;2;2;-1;0;0;170156;0.0;0.0;-1;53
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;20108;20021;4;2;2;-1;0;0;170470;0.0;0.0;-1;53
TSP-based;300;2;0.00000;71;2;13000;606165;606071;4;2;2;-1;0;0;168992;0.0;0.0;-1;54
FPPWR;300;2;0.00000;71;2;13000;244;159;4;2;2;-1;0;0;513952;0.0;0.0;-1;54
DADCA-NSN;300;2;0.00000;71;2;13000;282;172;4;2;2;-1;0;0;196952;0.0;0.0;-1;54
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;161;72;4;2;2;-1;0;0;201992;0.0;0.0;-1;54
DADCA-LKH;300;2;0.00000;71;2;13000;16362;16277;4;2;2;-1;0;0;167515;0.0;0.0;-1;54
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;16533;16447;4;2;2;-1;0;0;168793;0.0;0.0;-1;54
TSP-based;300;2;0.00000;71;2;13000;326001;325906;4;2;2;-1;0;0;166729;0.0;0.0;-1;55
FPPWR;300;2;0.00000;71;2;13000;243;159;4;2;2;-1;0;0;510108;0.0;0.0;-1;55
DADCA-NSN;300;2;0.00000;71;2;13000;283;179;4;2;2;-1;0;0;207682;0.0;0.0;-1;55
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;164;74;4;2;2;-1;0;0;216498;0.0;0.0;-1;55
DADCA-LKH;300;2;0.00000;71;2;13000;18145;18046;4;2;2;-1;0;0;166729;0.0;0.0;-1;55
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;18126;18038;4;2;2;-1;0;0;167757;0.0;0.0;-1;55
TSP-based;300;2;0.00000;71;2;13000;84637;84546;4;2;2;-1;0;0;166609;0.0;0.0;-1;56
FPPWR;300;2;0.00000;71;2;13000;242;159;4;2;2;-1;0;0;484270;0.0;0.0;-1;56
DADCA-NSN;300;2;0.00000;71;2;13000;291;180;4;2;2;-1;0;0;202147;0.0;0.0;-1;56
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;169;72;4;2;2;-1;0;0;218471;0.0;0.0;-1;56
DADCA-LKH;300;2;0.00000;71;2;13000;14089;13998;4;2;2;-1;0;0;166540;0.0;0.0;-1;56
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;14170;14075;4;2;2;-1;0;0;166920;0.0;0.0;-1;56
TSP-based;300;2;0.00000;71;2;13000;35813;35717;4;2;2;-1;0;0;167791;0.0;0.0;-1;57
FPPWR;300;2;0.00000;71;2;13000;241;157;4;2;2;-1;0;0;512861;0.0;0.0;-1;57
DADCA-NSN;300;2;0.00000;71;2;13000;292;185;4;2;2;-1;0;0;202994;0.0;0.0;-1;57
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;176;75;4;2;2;-1;0;0;216778;0.0;0.0;-1;57
DADCA-LKH;300;2;0.00000;71;2;13000;8122;8028;4;2;2;-1;0;0;167791;0.0;0.0;-1;57
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;8069;7979;4;2;2;-1;0;0;167040;0.0;0.0;-1;57
TSP-based;300;2;0.00000;71;2;13000;59324;59235;4;2;2;-1;0;0;171190;0.0;0.0;-1;58
FPPWR;300;2;0.00000;71;2;13000;247;161;4;2;2;-1;0;0;541821;0.0;0.0;-1;58
DADCA-NSN;300;2;0.00000;71;2;13000;279;175;4;2;2;-1;0;0;207831;0.0;0.0;-1;58
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;186;91;4;2;2;-1;0;0;214493;0.0;0.0;-1;58
DADCA-LKH;300;2;0.00000;71;2;13000;8194;8106;4;2;2;-1;0;0;171190;0.0;0.0;-1;58
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;8210;8115;4;2;2;-1;0;0;172291;0.0;0.0;-1;58
TSP-based;300;2;0.00000;71;2;13000;717110;717010;4;2;2;-1;0;0;166061;0.0;0.0;-1;59
FPPWR;300;2;0.00000;71;2;13000;257;168;4;2;2;-1;0;0;494182;0.0;0.0;-1;59
DADCA-NSN;300;2;0.00000;71;2;13000;297;181;4;2;2;-1;0;0;193170;0.0;0.0;-1;59
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;183;90;4;2;2;-1;0;0;200239;0.0;0.0;-1;59
DADCA-LKH;300;2;0.00000;71;2;13000;19740;19654;4;2;2;-1;0;0;166061;0.0;0.0;-1;59
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;19785;19697;4;2;2;-1;0;0;166856;0.0;0.0;-1;59
TSP-based;300;2;0.00000;71;2;13000;176196;176097;4;2;2;-1;0;0;174379;0.0;0.0;-1;60
FPPWR;300;2;0.00000;71;2;13000;244;159;4;2;2;-1;0;0;499784;0.0;0.0;-1;60
DADCA-NSN;300;2;0.00000;71;2;13000;287;181;4;2;2;-1;0;0;218855;0.0;0.0;-1;60
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;160;73;4;2;2;-1;0;0;223835;0.0;0.0;-1;60
DADCA-LKH;300;2;0.00000;71;2;13000;13583;13495;4;2;2;-1;0;0;174379;0.0;0.0;-1;60
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;13391;13294;4;2;2;-1;0;0;174999;0.0;0.0;-1;60
TSP-based;300;2;0.00000;71;2;13000;73801;73703;4;2;2;-1;0;0;173138;0.0;0.0;-1;61
FPPWR;300;2;0.00000;71;2;13000;263;162;4;2;2;-1;0;0;527887;0.0;0.0;-1;61
DADCA-NSN;300;2;0.00000;71;2;13000;274;174;4;2;2;-1;0;0;207470;0.0;0.0;-1;61
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;164;75;4;2;2;-1;0;0;228034;0.0;0.0;-1;61
DADCA-LKH;300;2;0.00000;71;2;13000;4661;4571;4;2;2;-1;0;0;173138;0.0;0.0;-1;61
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;4713;4616;4;2;2;-1;0;0;173607;0.0;0.0;-1;61
TSP-based;300;2;0.00000;71;2;13000;19238;19152;4;2;2;-1;0;0;173197;0.0;0.0;-1;62
FPPWR;300;2;0.00000;71;2;13000;249;160;4;2;2;-1;0;0;513970;0.0;0.0;-1;62
DADCA-NSN;300;2;0.00000;71;2;13000;278;172;4;2;2;-1;0;0;208236;0.0;0.0;-1;62
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;182;90;4;2;2;-1;0;0;209941;0.0;0.0;-1;62
DADCA-LKH;300;2;0.00000;71;2;13000;8459;8373;4;2;2;-1;0;0;173377;0.0;0.0;-1;62
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;8612;8519;4;2;2;-1;0;0;173207;0.0;0.0;-1;62
TSP-based;300;2;0.00000;71;2;13000;366373;366280;4;2;2;-1;0;0;169768;0.0;0.0;-1;63
FPPWR;300;2;0.00000;71;2;13000;259;166;4;2;2;-1;0;0;528858;0.0;0.0;-1;63
DADCA-NSN;300;2;0.00000;71;2;13000;279;172;4;2;2;-1;0;0;207472;0.0;0.0;-1;63
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;172;73;4;2;2;-1;0;0;215959;0.0;0.0;-1;63
DADCA-LKH;300;2;0.00000;71;2;13000;50184;50089;4;2;2;-1;0;0;169768;0.0;0.0;-1;63
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;50243;50152;4;2;2;-1;0;0;170032;0.0;0.0;-1;63
TSP-based;300;2;0.00000;71;2;13000;220276;220183;4;2;2;-1;0;0;168159;0.0;0.0;-1;64
FPPWR;300;2;0.00000;71;2;13000;246;157;4;2;2;-1;0;0;513889;0.0;0.0;-1;64
DADCA-NSN;300;2;0.00000;71;2;13000;279;175;4;2;2;-1;0;0;198980;0.0;0.0;-1;64
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;184;91;4;2;2;-1;0;0;210820;0.0;0.0;-1;64
DADCA-LKH;300;2;0.00000;71;2;13000;22351;22260;4;2;2;-1;0;0;168519;0.0;0.0;-1;64
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;22595;22505;4;2;2;-1;0;0;169016;0.0;0.0;-1;64
TSP-based;300;2;0.00000;71;2;13000;3117688;3117594;4;2;2;-1;0;0;169753;0.0;0.0;-1;65
FPPWR;300;2;0.00000;71;2;13000;261;169;4;2;2;-1;0;0;510776;0.0;0.0;-1;65
DADCA-NSN;300;2;0.00000;71;2;13000;270;171;4;2;2;-1;0;0;206240;0.0;0.0;-1;65
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;161;75;4;2;2;-1;0;0;224842;0.0;0.0;-1;65
DADCA-LKH;300;2;0.00000;71;2;13000;14466;14376;4;2;2;-1;0;0;169753;0.0;0.0;-1;65
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;14540;14448;4;2;2;-1;0;0;171130;0.0;0.0;-1;65
TSP-based;300;2;0.00000;71;2;13000;249682;249593;4;2;2;-1;0;0;164236;0.0;0.0;-1;66
FPPWR;300;2;0.00000;71;2;13000;251;161;4;2;2;-1;0;0;517750;0.0;0.0;-1;66
DADCA-NSN;300;2;0.00000;71;2;13000;294;188;4;2;2;-1;0;0;202531;0.0;0.0;-1;66
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;162;73;4;2;2;-1;0;0;207884;0.0;0.0;-1;66
DADCA-LKH;300;2;0.00000;71;2;13000;14489;14397;4;2;2;-1;0;0;164053;0.0;0.0;-1;66
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;14538;14452;4;2;2;-1;0;0;164551;0.0;0.0;-1;66
TSP-based;300;2;0.00000;71;2;13000;80585;80495;4;2;2;-1;0;0;168209;0.0;0.0;-1;67
FPPWR;300;2;0.00000;71;2;13000;244;160;4;2;2;-1;0;0;515397;0.0;0.0;-1;67
DADCA-NSN;300;2;0.00000;71;2;13000;282;181;4;2;2;-1;0;0;200630;0.0;0.0;-1;67
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;187;92;4;2;2;-1;0;0;217527;0.0;0.0;-1;67
DADCA-LKH;300;2;0.00000;71;2;13000;19626;19530;4;2;2;-1;0;0;168395;0.0;0.0;-1;67
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;19964;19875;4;2;2;-1;0;0;169455;0.0;0.0;-1;67
TSP-based;300;2;0.00000;71;2;13000;85171;85081;4;2;2;-1;0;0;173944;0.0;0.0;-1;68
FPPWR;300;2;0.00000;71;2;13000;251;157;4;2;2;-1;0;0;512112;0.0;0.0;-1;68
DADCA-NSN;300;2;0.00000;71;2;13000;278;173;4;2;2;-1;0;0;221453;0.0;0.0;-1;68
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;221;107;4;2;2;-1;0;0;230876;0.0;0.0;-1;68
DADCA-LKH;300;2;0.00000;71;2;13000;17441;17332;4;2;2;-1;0;0;173944;0.0;0.0;-1;68
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;17395;17302;4;2;2;-1;0;0;174333;0.0;0.0;-1;68
TSP-based;300;2;0.00000;71;2;13000;768577;768491;4;2;2;-1;0;0;172955;0.0;0.0;-1;69
FPPWR;300;2;0.00000;71;2;13000;241;158;4;2;2;-1;0;0;527886;0.0;0.0;-1;69
DADCA-NSN;300;2;0.00000;71;2;13000;287;175;4;2;2;-1;0;0;202406;0.0;0.0;-1;69
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;157;71;4;2;2;-1;0;0;225072;0.0;0.0;-1;69
DADCA-LKH;300;2;0.00000;71;2;13000;20391;20297;4;2;2;-1;0;0;172955;0.0;0.0;-1;69
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;20213;20116;4;2;2;-1;0;0;173582;0.0;0.0;-1;69
TSP-based;300;2;0.00000;71;2;13000;325030;324927;4;2;2;-1;0;0;170573;0.0;0.0;-1;70
FPPWR;300;2;0.00000;71;2;13000;259;162;4;2;2;-1;0;0;514067;0.0;0.0;-1;70
DADCA-NSN;300;2;0.00000;71;2;13000;269;171;4;2;2;-1;0;0;210900;0.0;0.0;-1;70
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;162;74;4;2;2;-1;0;0;206166;0.0;0.0;-1;70
DADCA-LKH;300;2;0.00000;71;2;13000;13357;13259;4;2;2;-1;0;0;171909;0.0;0.0;-1;70
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;13629;13529;4;2;2;-1;0;0;171178;0.0;0.0;-1;70
TSP-based;300;2;0.00000;71;2;13000;208168;208079;4;2;2;-1;0;0;168932;0.0;0.0;-1;71
FPPWR;300;2;0.00000;71;2;13000;241;158;4;2;2;-1;0;0;504446;0.0;0.0;-1;71
DADCA-NSN;300;2;0.00000;71;2;13000;279;178;4;2;2;-1;0;0;200311;0.0;0.0;-1;71
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;158;73;4;2;2;-1;0;0;213520;0.0;0.0;-1;71
DADCA-LKH;300;2;0.00000;71;2;13000;11784;11692;4;2;2;-1;0;0;168932;0.0;0.0;-1;71
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;11999;11909;4;2;2;-1;0;0;170562;0.0;0.0;-1;71
TSP-based;300;2;0.00000;71;2;13000;104878;104777;4;2;2;-1;0;0;167687;0.0;0.0;-1;72
FPPWR;300;2;0.00000;71;2;13000;248;161;4;2;2;-1;0;0;512275;0.0;0.0;-1;72
DADCA-NSN;300;2;0.00000;71;2;13000;269;171;4;2;2;-1;0;0;212519;0.0;0.0;-1;72
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;171;73;4;2;2;-1;0;0;217803;0.0;0.0;-1;72
DADCA-LKH;300;2;0.00000;71;2;13000;8753;8658;4;2;2;-1;0;0;167687;0.0;0.0;-1;72
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;8625;8541;4;2;2;-1;0;0;168239;0.0;0.0;-1;72
TSP-based;300;2;0.00000;71;2;13000;309493;309402;4;2;2;-1;0;0;164349;0.0;0.0;-1;73
FPPWR;300;2;0.00000;71;2;13000;242;157;4;2;2;-1;0;0;496948;0.0;0.0;-1;73
DADCA-NSN;300;2;0.00000;71;2;13000;289;180;4;2;2;-1;0;0;202829;0.0;0.0;-1;73
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;182;76;4;2;2;-1;0;0;205404;0.0;0.0;-1;73
DADCA-LKH;300;2;0.00000;71;2;13000;17496;17412;4;2;2;-1;0;0;163453;0.0;0.0;-1;73
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;17413;17325;4;2;2;-1;0;0;164882;0.0;0.0;-1;73
TSP-based;300;2;0.00000;71;2;13000;48665;48558;4;2;2;-1;0;0;173707;0.0;0.0;-1;74
FPPWR;300;2;0.00000;71;2;13000;242;158;4;2;2;-1;0;0;536858;0.0;0.0;-1;74
DADCA-NSN;300;2;0.00000;71;2;13000;283;174;4;2;2;-1;0;0;204120;0.0;0.0;-1;74
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;187;81;4;2;2;-1;0;0;210579;0.0;0.0;-1;74
DADCA-LKH;300;2;0.00000;71;2;13000;17964;17873;4;2;2;-1;0;0;173322;0.0;0.0;-1;74
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;17814;17719;4;2;2;-1;0;0;172582;0.0;0.0;-1;74
TSP-based;300;2;0.00000;71;2;13000;80430;80342;4;2;2;-1;0;0;168450;0.0;0.0;-1;75
FPPWR;300;2;0.00000;71;2;13000;248;162;4;2;2;-1;0;0;503486;0.0;0.0;-1;75
DADCA-NSN;300;2;0.00000;71;2;13000;268;172;4;2;2;-1;0;0;210956;0.0;0.0;-1;75
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;161;73;4;2;2;-1;0;0;212178;0.0;0.0;-1;75
DADCA-LKH;300;2;0.00000;71;2;13000;15044;14956;4;2;2;-1;0;0;169173;0.0;0.0;-1;75
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;15051;14964;4;2;2;-1;0;0;170392;0.0;0.0;-1;75
TSP-based;300;2;0.00000;71;2;13000;95083;94992;4;2;2;-1;0;0;168799;0.0;0.0;-1;76
FPPWR;300;2;0.00000;71;2;13000;256;160;4;2;2;-1;0;0;523714;0.0;0.0;-1;76
DADCA-NSN;300;2;0.00000;71;2;13000;302;190;4;2;2;-1;0;0;191104;0.0;0.0;-1;76
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;204;91;4;2;2;-1;0;0;213367;0.0;0.0;-1;76
DADCA-LKH;300;2;0.00000;71;2;13000;26019;25922;4;2;2;-1;0;0;168091;0.0;0.0;-1;76
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;26090;25982;4;2;2;-1;0;0;167982;0.0;0.0;-1;76
TSP-based;300;2;0.00000;71;2;13000;163689;163598;4;2;2;-1;0;0;170100;0.0;0.0;-1;77
FPPWR;300;2;0.00000;71;2;13000;263;168;4;2;2;-1;0;0;524171;0.0;0.0;-1;77
DADCA-NSN;300;2;0.00000;71;2;13000;284;176;4;2;2;-1;0;0;213047;0.0;0.0;-1;77
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;170;77;4;2;2;-1;0;0;213363;0.0;0.0;-1;77
DADCA-LKH;300;2;0.00000;71;2;13000;24054;23959;4;2;2;-1;0;0;170100;0.0;0.0;-1;77
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;23909;23813;4;2;2;-1;0;0;170953;0.0;0.0;-1;77
TSP-based;300;2;0.00000;71;2;13000;116245;116141;4;2;2;-1;0;0;165185;0.0;0.0;-1;78
FPPWR;300;2;0.00000;71;2;13000;244;159;4;2;2;-1;0;0;474892;0.0;0.0;-1;78
DADCA-NSN;300;2;0.00000;71;2;13000;293;179;4;2;2;-1;0;0;197212;0.0;0.0;-1;78
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;196;98;4;2;2;-1;0;0;203901;0.0;0.0;-1;78
DADCA-LKH;300;2;0.00000;71;2;13000;8814;8727;4;2;2;-1;0;0;165815;0.0;0.0;-1;78
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;8761;8663;4;2;2;-1;0;0;166013;0.0;0.0;-1;78
TSP-based;300;2;0.00000;71;2;13000;99995;99899;4;2;2;-1;0;0;168196;0.0;0.0;-1;79
FPPWR;300;2;0.00000;71;2;13000;258;172;4;2;2;-1;0;0;531858;0.0;0.0;-1;79
