Strategy;nPOIs;nUAV;SucessTax;V2V_range;ctRounds;dimX;simumationTimeMS;pathTime;TSP_threads;maxData;minData;globalAvgDelay;GSglobalAvgDelay;nMsgs;tourSize;throughput;TaxPerPathSize;memory;mapName
DADCA-LKH;300;2;0.00000;71;2;13000;11574;11487;4;2;2;-1;0;0;169663;0.0;0.0;-1;1
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;11703;11600;4;2;2;-1;0;0;170453;0.0;0.0;-1;1
TSP-based;300;2;0.00000;71;2;13000;322500;322401;4;2;2;-1;0;0;170245;0.0;0.0;-1;2
FPPWR;300;2;0.00000;71;2;13000;277;174;4;2;2;-1;0;0;495578;0.0;0.0;-1;2
DADCA-NSN;300;2;0.00000;71;2;13000;271;174;4;2;2;-1;0;0;209906;0.0;0.0;-1;2
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;162;74;4;2;2;-1;0;0;206279;0.0;0.0;-1;2
DADCA-LKH;300;2;0.00000;71;2;13000;22540;22453;4;2;2;-1;0;0;168740;0.0;0.0;-1;2
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;22653;22561;4;2;2;-1;0;0;170690;0.0;0.0;-1;2
TSP-based;300;2;0.00000;71;2;13000;193274;193182;4;2;2;-1;0;0;169122;0.0;0.0;-1;3
FPPWR;300;2;0.00000;71;2;13000;249;164;4;2;2;-1;0;0;521896;0.0;0.0;-1;3
DADCA-NSN;300;2;0.00000;71;2;13000;281;178;4;2;2;-1;0;0;210770;0.0;0.0;-1;3
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;160;74;4;2;2;-1;0;0;205683;0.0;0.0;-1;3
DADCA-LKH;300;2;0.00000;71;2;13000;15342;15250;4;2;2;-1;0;0;168420;0.0;0.0;-1;3
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;15442;15355;4;2;2;-1;0;0;169576;0.0;0.0;-1;3
TSP-based;300;2;0.00000;71;2;13000;22223;22128;4;2;2;-1;0;0;167148;0.0;0.0;-1;4
FPPWR;300;2;0.00000;71;2;13000;245;159;4;2;2;-1;0;0;516127;0.0;0.0;-1;4
DADCA-NSN;300;2;0.00000;71;2;13000;271;173;4;2;2;-1;0;0;206404;0.0;0.0;-1;4
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;164;72;4;2;2;-1;0;0;193294;0.0;0.0;-1;4
DADCA-LKH;300;2;0.00000;71;2;13000;17018;16925;4;2;2;-1;0;0;167148;0.0;0.0;-1;4
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;16911;16823;4;2;2;-1;0;0;167064;0.0;0.0;-1;4
TSP-based;300;2;0.00000;71;2;13000;1019825;1019736;4;2;2;-1;0;0;173196;0.0;0.0;-1;5
FPPWR;300;2;0.00000;71;2;13000;243;158;4;2;2;-1;0;0;516956;0.0;0.0;-1;5
DADCA-NSN;300;2;0.00000;71;2;13000;287;175;4;2;2;-1;0;0;212623;0.0;0.0;-1;5
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;159;74;4;2;2;-1;0;0;226795;0.0;0.0;-1;5
DADCA-LKH;300;2;0.00000;71;2;13000;12873;12781;4;2;2;-1;0;0;173196;0.0;0.0;-1;5
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;13009;12904;4;2;2;-1;0;0;172828;0.0;0.0;-1;5
TSP-based;300;2;0.00000;71;2;13000;199942;199853;4;2;2;-1;0;0;169892;0.0;0.0;-1;6
FPPWR;300;2;0.00000;71;2;13000;249;162;4;2;2;-1;0;0;505300;0.0;0.0;-1;6
DADCA-NSN;300;2;0.00000;71;2;13000;279;172;4;2;2;-1;0;0;202858;0.0;0.0;-1;6
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;157;72;4;2;2;-1;0;0;207271;0.0;0.0;-1;6
DADCA-LKH;300;2;0.00000;71;2;13000;18413;18324;4;2;2;-1;0;0;169892;0.0;0.0;-1;6
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;18424;18335;4;2;2;-1;0;0;170831;0.0;0.0;-1;6
TSP-based;300;2;0.00000;71;2;13000;53688;53600;4;2;2;-1;0;0;170208;0.0;0.0;-1;7
FPPWR;300;2;0.00000;71;2;13000;241;159;4;2;2;-1;0;0;522824;0.0;0.0;-1;7
DADCA-NSN;300;2;0.00000;71;2;13000;278;174;4;2;2;-1;0;0;207032;0.0;0.0;-1;7
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;160;71;4;2;2;-1;0;0;214771;0.0;0.0;-1;7
DADCA-LKH;300;2;0.00000;71;2;13000;5902;5809;4;2;2;-1;0;0;170208;0.0;0.0;-1;7
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;5968;5859;4;2;2;-1;0;0;170898;0.0;0.0;-1;7
TSP-based;300;2;0.00000;71;2;13000;19483;19382;4;2;2;-1;0;0;170378;0.0;0.0;-1;8
FPPWR;300;2;0.00000;71;2;13000;251;158;4;2;2;-1;0;0;517058;0.0;0.0;-1;8
DADCA-NSN;300;2;0.00000;71;2;13000;280;171;4;2;2;-1;0;0;201696;0.0;0.0;-1;8
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;193;82;4;2;2;-1;0;0;210793;0.0;0.0;-1;8
DADCA-LKH;300;2;0.00000;71;2;13000;9108;9014;4;2;2;-1;0;0;170378;0.0;0.0;-1;8
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;9187;9098;4;2;2;-1;0;0;170555;0.0;0.0;-1;8
TSP-based;300;2;0.00000;71;2;13000;517508;517416;4;2;2;-1;0;0;171547;0.0;0.0;-1;9
FPPWR;300;2;0.00000;71;2;13000;246;160;4;2;2;-1;0;0;516956;0.0;0.0;-1;9
DADCA-NSN;300;2;0.00000;71;2;13000;273;174;4;2;2;-1;0;0;207582;0.0;0.0;-1;9
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;183;89;4;2;2;-1;0;0;215593;0.0;0.0;-1;9
DADCA-LKH;300;2;0.00000;71;2;13000;63593;63504;4;2;2;-1;0;0;171547;0.0;0.0;-1;9
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;63690;63604;4;2;2;-1;0;0;171592;0.0;0.0;-1;9
TSP-based;300;2;0.00000;71;2;13000;35532;35443;4;2;2;-1;0;0;169046;0.0;0.0;-1;10
FPPWR;300;2;0.00000;71;2;13000;279;169;4;2;2;-1;0;0;511565;0.0;0.0;-1;10
DADCA-NSN;300;2;0.00000;71;2;13000;292;181;4;2;2;-1;0;0;195834;0.0;0.0;-1;10
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;165;75;4;2;2;-1;0;0;206717;0.0;0.0;-1;10
DADCA-LKH;300;2;0.00000;71;2;13000;5946;5856;4;2;2;-1;0;0;169046;0.0;0.0;-1;10
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;5921;5830;4;2;2;-1;0;0;169664;0.0;0.0;-1;10
TSP-based;300;2;0.00000;71;2;13000;40131;40039;4;2;2;-1;0;0;168916;0.0;0.0;-1;11
FPPWR;300;2;0.00000;71;2;13000;263;159;4;2;2;-1;0;0;513476;0.0;0.0;-1;11
DADCA-NSN;300;2;0.00000;71;2;13000;299;184;4;2;2;-1;0;0;197335;0.0;0.0;-1;11
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;189;75;4;2;2;-1;0;0;204341;0.0;0.0;-1;11
DADCA-LKH;300;2;0.00000;71;2;13000;16829;16742;4;2;2;-1;0;0;168369;0.0;0.0;-1;11
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;16949;16855;4;2;2;-1;0;0;168923;0.0;0.0;-1;11
TSP-based;300;2;0.00000;71;2;13000;57825;57735;4;2;2;-1;0;0;172023;0.0;0.0;-1;12
FPPWR;300;2;0.00000;71;2;13000;245;159;4;2;2;-1;0;0;514902;0.0;0.0;-1;12
DADCA-NSN;300;2;0.00000;71;2;13000;299;180;4;2;2;-1;0;0;215130;0.0;0.0;-1;12
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;185;93;4;2;2;-1;0;0;208517;0.0;0.0;-1;12
DADCA-LKH;300;2;0.00000;71;2;13000;7947;7851;4;2;2;-1;0;0;172171;0.0;0.0;-1;12
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;7815;7720;4;2;2;-1;0;0;172204;0.0;0.0;-1;12
TSP-based;300;2;0.00000;71;2;13000;403904;403803;4;2;2;-1;0;0;172994;0.0;0.0;-1;13
FPPWR;300;2;0.00000;71;2;13000;240;157;4;2;2;-1;0;0;536628;0.0;0.0;-1;13
DADCA-NSN;300;2;0.00000;71;2;13000;284;178;4;2;2;-1;0;0;202957;0.0;0.0;-1;13
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;158;72;4;2;2;-1;0;0;214330;0.0;0.0;-1;13
DADCA-LKH;300;2;0.00000;71;2;13000;12896;12777;4;2;2;-1;0;0;172994;0.0;0.0;-1;13
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;12767;12662;4;2;2;-1;0;0;174089;0.0;0.0;-1;13
TSP-based;300;2;0.00000;71;2;13000;275382;275282;4;2;2;-1;0;0;171360;0.0;0.0;-1;14
FPPWR;300;2;0.00000;71;2;13000;270;176;4;2;2;-1;0;0;517277;0.0;0.0;-1;14
DADCA-NSN;300;2;0.00000;71;2;13000;270;172;4;2;2;-1;0;0;203469;0.0;0.0;-1;14
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;164;74;4;2;2;-1;0;0;217128;0.0;0.0;-1;14
DADCA-LKH;300;2;0.00000;71;2;13000;25651;25557;4;2;2;-1;0;0;171402;0.0;0.0;-1;14
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;25238;25145;4;2;2;-1;0;0;172395;0.0;0.0;-1;14
TSP-based;300;2;0.00000;71;2;13000;162887;162800;4;2;2;-1;0;0;174083;0.0;0.0;-1;15
FPPWR;300;2;0.00000;71;2;13000;257;162;4;2;2;-1;0;0;514740;0.0;0.0;-1;15
DADCA-NSN;300;2;0.00000;71;2;13000;268;171;4;2;2;-1;0;0;207850;0.0;0.0;-1;15
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;156;71;4;2;2;-1;0;0;210075;0.0;0.0;-1;15
DADCA-LKH;300;2;0.00000;71;2;13000;15804;15713;4;2;2;-1;0;0;174083;0.0;0.0;-1;15
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;15785;15699;4;2;2;-1;0;0;174251;0.0;0.0;-1;15
TSP-based;300;2;0.00000;71;2;13000;229620;229526;4;2;2;-1;0;0;167389;0.0;0.0;-1;16
FPPWR;300;2;0.00000;71;2;13000;248;161;4;2;2;-1;0;0;516426;0.0;0.0;-1;16
DADCA-NSN;300;2;0.00000;71;2;13000;275;173;4;2;2;-1;0;0;201521;0.0;0.0;-1;16
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;190;79;4;2;2;-1;0;0;209902;0.0;0.0;-1;16
DADCA-LKH;300;2;0.00000;71;2;13000;20014;19917;4;2;2;-1;0;0;167389;0.0;0.0;-1;16
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;20395;20291;4;2;2;-1;0;0;168769;0.0;0.0;-1;16
TSP-based;300;2;0.00000;71;2;13000;296570;296466;4;2;2;-1;0;0;169713;0.0;0.0;-1;17
FPPWR;300;2;0.00000;71;2;13000;255;165;4;2;2;-1;0;0;503537;0.0;0.0;-1;17
DADCA-NSN;300;2;0.00000;71;2;13000;287;180;4;2;2;-1;0;0;211842;0.0;0.0;-1;17
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;172;77;4;2;2;-1;0;0;207211;0.0;0.0;-1;17
DADCA-LKH;300;2;0.00000;71;2;13000;21505;21411;4;2;2;-1;0;0;169280;0.0;0.0;-1;17
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;21177;21079;4;2;2;-1;0;0;169683;0.0;0.0;-1;17
TSP-based;300;2;0.00000;71;2;13000;195231;195135;4;2;2;-1;0;0;172840;0.0;0.0;-1;18
FPPWR;300;2;0.00000;71;2;13000;241;158;4;2;2;-1;0;0;513320;0.0;0.0;-1;18
DADCA-NSN;300;2;0.00000;71;2;13000;284;174;4;2;2;-1;0;0;206262;0.0;0.0;-1;18
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;163;74;4;2;2;-1;0;0;224729;0.0;0.0;-1;18
DADCA-LKH;300;2;0.00000;71;2;13000;26796;26699;4;2;2;-1;0;0;172352;0.0;0.0;-1;18
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;26981;26888;4;2;2;-1;0;0;173913;0.0;0.0;-1;18
TSP-based;300;2;0.00000;71;2;13000;257702;257606;4;2;2;-1;0;0;169570;0.0;0.0;-1;19
FPPWR;300;2;0.00000;71;2;13000;240;158;4;2;2;-1;0;0;516444;0.0;0.0;-1;19
DADCA-NSN;300;2;0.00000;71;2;13000;273;172;4;2;2;-1;0;0;212666;0.0;0.0;-1;19
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;185;91;4;2;2;-1;0;0;216162;0.0;0.0;-1;19
DADCA-LKH;300;2;0.00000;71;2;13000;10227;10130;4;2;2;-1;0;0;169559;0.0;0.0;-1;19
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;10391;10303;4;2;2;-1;0;0;169422;0.0;0.0;-1;19
TSP-based;300;2;0.00000;71;2;13000;37649;37539;4;2;2;-1;0;0;173645;0.0;0.0;-1;20
FPPWR;300;2;0.00000;71;2;13000;249;160;4;2;2;-1;0;0;523906;0.0;0.0;-1;20
DADCA-NSN;300;2;0.00000;71;2;13000;283;176;4;2;2;-1;0;0;199932;0.0;0.0;-1;20
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;180;79;4;2;2;-1;0;0;220527;0.0;0.0;-1;20
DADCA-LKH;300;2;0.00000;71;2;13000;8427;8343;4;2;2;-1;0;0;173708;0.0;0.0;-1;20
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;8574;8482;4;2;2;-1;0;0;172938;0.0;0.0;-1;20
TSP-based;300;2;0.00000;71;2;13000;50582;50485;4;2;2;-1;0;0;168933;0.0;0.0;-1;21
FPPWR;300;2;0.00000;71;2;13000;243;159;4;2;2;-1;0;0;508726;0.0;0.0;-1;21
DADCA-NSN;300;2;0.00000;71;2;13000;282;171;4;2;2;-1;0;0;208645;0.0;0.0;-1;21
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;172;76;4;2;2;-1;0;0;210728;0.0;0.0;-1;21
DADCA-LKH;300;2;0.00000;71;2;13000;23856;23768;4;2;2;-1;0;0;169276;0.0;0.0;-1;21
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;23856;23764;4;2;2;-1;0;0;170794;0.0;0.0;-1;21
TSP-based;300;2;0.00000;71;2;13000;62857;62758;4;2;2;-1;0;0;168491;0.0;0.0;-1;22
FPPWR;300;2;0.00000;71;2;13000;262;175;4;2;2;-1;0;0;491907;0.0;0.0;-1;22
DADCA-NSN;300;2;0.00000;71;2;13000;273;173;4;2;2;-1;0;0;206161;0.0;0.0;-1;22
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;173;77;4;2;2;-1;0;0;206883;0.0;0.0;-1;22
DADCA-LKH;300;2;0.00000;71;2;13000;7186;7094;4;2;2;-1;0;0;168491;0.0;0.0;-1;22
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;7223;7135;4;2;2;-1;0;0;168920;0.0;0.0;-1;22
TSP-based;300;2;0.00000;71;2;13000;38998;38903;4;2;2;-1;0;0;167415;0.0;0.0;-1;23
FPPWR;300;2;0.00000;71;2;13000;246;160;4;2;2;-1;0;0;510399;0.0;0.0;-1;23
DADCA-NSN;300;2;0.00000;71;2;13000;272;171;4;2;2;-1;0;0;201310;0.0;0.0;-1;23
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;158;73;4;2;2;-1;0;0;210419;0.0;0.0;-1;23
DADCA-LKH;300;2;0.00000;71;2;13000;6085;5993;4;2;2;-1;0;0;167586;0.0;0.0;-1;23
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;6091;5993;4;2;2;-1;0;0;167804;0.0;0.0;-1;23
TSP-based;300;2;0.00000;71;2;13000;18687;18601;4;2;2;-1;0;0;171641;0.0;0.0;-1;24
FPPWR;300;2;0.00000;71;2;13000;250;158;4;2;2;-1;0;0;522357;0.0;0.0;-1;24
DADCA-NSN;300;2;0.00000;71;2;13000;282;181;4;2;2;-1;0;0;212054;0.0;0.0;-1;24
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;198;91;4;2;2;-1;0;0;222040;0.0;0.0;-1;24
DADCA-LKH;300;2;0.00000;71;2;13000;8218;8134;4;2;2;-1;0;0;171641;0.0;0.0;-1;24
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;8109;8022;4;2;2;-1;0;0;171860;0.0;0.0;-1;24
TSP-based;300;2;0.00000;71;2;13000;151596;151506;4;2;2;-1;0;0;168955;0.0;0.0;-1;25
FPPWR;300;2;0.00000;71;2;13000;258;165;4;2;2;-1;0;0;514583;0.0;0.0;-1;25
DADCA-NSN;300;2;0.00000;71;2;13000;281;174;4;2;2;-1;0;0;211791;0.0;0.0;-1;25
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;182;89;4;2;2;-1;0;0;208587;0.0;0.0;-1;25
DADCA-LKH;300;2;0.00000;71;2;13000;20402;20313;4;2;2;-1;0;0;168916;0.0;0.0;-1;25
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;20247;20132;4;2;2;-1;0;0;169424;0.0;0.0;-1;25
TSP-based;300;2;0.00000;71;2;13000;156590;156486;4;2;2;-1;0;0;169133;0.0;0.0;-1;26
FPPWR;300;2;0.00000;71;2;13000;245;160;4;2;2;-1;0;0;489017;0.0;0.0;-1;26
DADCA-NSN;300;2;0.00000;71;2;13000;268;184;4;2;2;-1;0;0;204387;0.0;0.0;-1;26
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;183;89;4;2;2;-1;0;0;216646;0.0;0.0;-1;26
DADCA-LKH;300;2;0.00000;71;2;13000;7800;7702;4;2;2;-1;0;0;169424;0.0;0.0;-1;26
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;7935;7839;4;2;2;-1;0;0;169658;0.0;0.0;-1;26
TSP-based;300;2;0.00000;71;2;13000;3815418;3815324;4;2;2;-1;0;0;170064;0.0;0.0;-1;27
FPPWR;300;2;0.00000;71;2;13000;262;165;4;2;2;-1;0;0;499141;0.0;0.0;-1;27
DADCA-NSN;300;2;0.00000;71;2;13000;282;175;4;2;2;-1;0;0;206523;0.0;0.0;-1;27
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;163;72;4;2;2;-1;0;0;215805;0.0;0.0;-1;27
DADCA-LKH;300;2;0.00000;71;2;13000;31576;31485;4;2;2;-1;0;0;170064;0.0;0.0;-1;27
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;31628;31541;4;2;2;-1;0;0;170657;0.0;0.0;-1;27
TSP-based;300;2;0.00000;71;2;13000;59165;59075;4;2;2;-1;0;0;167902;0.0;0.0;-1;28
FPPWR;300;2;0.00000;71;2;13000;246;162;4;2;2;-1;0;0;501485;0.0;0.0;-1;28
DADCA-NSN;300;2;0.00000;71;2;13000;269;171;4;2;2;-1;0;0;203458;0.0;0.0;-1;28
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;161;73;4;2;2;-1;0;0;215689;0.0;0.0;-1;28
DADCA-LKH;300;2;0.00000;71;2;13000;15214;15115;4;2;2;-1;0;0;167902;0.0;0.0;-1;28
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;14982;14879;4;2;2;-1;0;0;167995;0.0;0.0;-1;28
TSP-based;300;2;0.00000;71;2;13000;24860;24765;4;2;2;-1;0;0;163611;0.0;0.0;-1;29
FPPWR;300;2;0.00000;71;2;13000;251;167;4;2;2;-1;0;0;518896;0.0;0.0;-1;29
DADCA-NSN;300;2;0.00000;71;2;13000;273;171;4;2;2;-1;0;0;202769;0.0;0.0;-1;29
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;164;73;4;2;2;-1;0;0;209424;0.0;0.0;-1;29
DADCA-LKH;300;2;0.00000;71;2;13000;9966;9875;4;2;2;-1;0;0;163799;0.0;0.0;-1;29
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;10027;9936;4;2;2;-1;0;0;164149;0.0;0.0;-1;29
TSP-based;300;2;0.00000;71;2;13000;728030;727942;4;2;2;-1;0;0;167032;0.0;0.0;-1;30
FPPWR;300;2;0.00000;71;2;13000;258;165;4;2;2;-1;0;0;508304;0.0;0.0;-1;30
DADCA-NSN;300;2;0.00000;71;2;13000;284;178;4;2;2;-1;0;0;199551;0.0;0.0;-1;30
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;164;73;4;2;2;-1;0;0;203159;0.0;0.0;-1;30
DADCA-LKH;300;2;0.00000;71;2;13000;44001;43912;4;2;2;-1;0;0;166922;0.0;0.0;-1;30
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;44777;44666;4;2;2;-1;0;0;167811;0.0;0.0;-1;30
TSP-based;300;2;0.00000;71;2;13000;66242;66155;4;2;2;-1;0;0;170801;0.0;0.0;-1;31
FPPWR;300;2;0.00000;71;2;13000;239;156;4;2;2;-1;0;0;506548;0.0;0.0;-1;31
DADCA-NSN;300;2;0.00000;71;2;13000;280;171;4;2;2;-1;0;0;204097;0.0;0.0;-1;31
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;159;72;4;2;2;-1;0;0;212336;0.0;0.0;-1;31
DADCA-LKH;300;2;0.00000;71;2;13000;25572;25486;4;2;2;-1;0;0;171463;0.0;0.0;-1;31
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;26055;25953;4;2;2;-1;0;0;172153;0.0;0.0;-1;31
TSP-based;300;2;0.00000;71;2;13000;43099;43004;4;2;2;-1;0;0;169511;0.0;0.0;-1;32
FPPWR;300;2;0.00000;71;2;13000;260;167;4;2;2;-1;0;0;504094;0.0;0.0;-1;32
DADCA-NSN;300;2;0.00000;71;2;13000;280;171;4;2;2;-1;0;0;206816;0.0;0.0;-1;32
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;175;78;4;2;2;-1;0;0;213976;0.0;0.0;-1;32
DADCA-LKH;300;2;0.00000;71;2;13000;8153;8066;4;2;2;-1;0;0;169511;0.0;0.0;-1;32
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;8110;8020;4;2;2;-1;0;0;168579;0.0;0.0;-1;32
TSP-based;300;2;0.00000;71;2;13000;148786;148700;4;2;2;-1;0;0;171175;0.0;0.0;-1;33
FPPWR;300;2;0.00000;71;2;13000;261;168;4;2;2;-1;0;0;507475;0.0;0.0;-1;33
DADCA-NSN;300;2;0.00000;71;2;13000;275;172;4;2;2;-1;0;0;201679;0.0;0.0;-1;33
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;162;74;4;2;2;-1;0;0;220985;0.0;0.0;-1;33
DADCA-LKH;300;2;0.00000;71;2;13000;43941;43852;4;2;2;-1;0;0;171175;0.0;0.0;-1;33
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;43738;43649;4;2;2;-1;0;0;172245;0.0;0.0;-1;33
TSP-based;300;2;0.00000;71;2;13000;43153;43060;4;2;2;-1;0;0;170545;0.0;0.0;-1;34
FPPWR;300;2;0.00000;71;2;13000;254;159;4;2;2;-1;0;0;484538;0.0;0.0;-1;34
DADCA-NSN;300;2;0.00000;71;2;13000;287;175;4;2;2;-1;0;0;194780;0.0;0.0;-1;34
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;160;73;4;2;2;-1;0;0;218248;0.0;0.0;-1;34
DADCA-LKH;300;2;0.00000;71;2;13000;6712;6622;4;2;2;-1;0;0;170159;0.0;0.0;-1;34
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;6806;6721;4;2;2;-1;0;0;170616;0.0;0.0;-1;34
TSP-based;300;2;0.00000;71;2;13000;1977175;1977077;4;2;2;-1;0;0;174628;0.0;0.0;-1;35
FPPWR;300;2;0.00000;71;2;13000;255;168;4;2;2;-1;0;0;523645;0.0;0.0;-1;35
DADCA-NSN;300;2;0.00000;71;2;13000;286;181;4;2;2;-1;0;0;219134;0.0;0.0;-1;35
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;159;73;4;2;2;-1;0;0;220600;0.0;0.0;-1;35
DADCA-LKH;300;2;0.00000;71;2;13000;17292;17199;4;2;2;-1;0;0;174199;0.0;0.0;-1;35
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;17342;17255;4;2;2;-1;0;0;175283;0.0;0.0;-1;35
TSP-based;300;2;0.00000;71;2;13000;846840;846743;4;2;2;-1;0;0;164476;0.0;0.0;-1;36
FPPWR;300;2;0.00000;71;2;13000;263;172;4;2;2;-1;0;0;519516;0.0;0.0;-1;36
DADCA-NSN;300;2;0.00000;71;2;13000;290;180;4;2;2;-1;0;0;201795;0.0;0.0;-1;36
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;178;86;4;2;2;-1;0;0;219026;0.0;0.0;-1;36
DADCA-LKH;300;2;0.00000;71;2;13000;32589;32501;4;2;2;-1;0;0;164586;0.0;0.0;-1;36
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;32594;32507;4;2;2;-1;0;0;165177;0.0;0.0;-1;36
TSP-based;300;2;0.00000;71;2;13000;37048;36953;4;2;2;-1;0;0;172684;0.0;0.0;-1;37
FPPWR;300;2;0.00000;71;2;13000;254;157;4;2;2;-1;0;0;526282;0.0;0.0;-1;37
DADCA-NSN;300;2;0.00000;71;2;13000;270;172;4;2;2;-1;0;0;210667;0.0;0.0;-1;37
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;183;89;4;2;2;-1;0;0;207745;0.0;0.0;-1;37
DADCA-LKH;300;2;0.00000;71;2;13000;6652;6562;4;2;2;-1;0;0;172684;0.0;0.0;-1;37
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;6725;6626;4;2;2;-1;0;0;173081;0.0;0.0;-1;37
TSP-based;300;2;0.00000;71;2;13000;896055;895963;4;2;2;-1;0;0;169529;0.0;0.0;-1;38
FPPWR;300;2;0.00000;71;2;13000;242;157;4;2;2;-1;0;0;513939;0.0;0.0;-1;38
DADCA-NSN;300;2;0.00000;71;2;13000;268;171;4;2;2;-1;0;0;203045;0.0;0.0;-1;38
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;157;72;4;2;2;-1;0;0;221247;0.0;0.0;-1;38
DADCA-LKH;300;2;0.00000;71;2;13000;26775;26682;4;2;2;-1;0;0;169529;0.0;0.0;-1;38
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;26726;26638;4;2;2;-1;0;0;168711;0.0;0.0;-1;38
TSP-based;300;2;0.00000;71;2;13000;303512;303424;4;2;2;-1;0;0;165998;0.0;0.0;-1;39
FPPWR;300;2;0.00000;71;2;13000;240;157;4;2;2;-1;0;0;508868;0.0;0.0;-1;39
DADCA-NSN;300;2;0.00000;71;2;13000;274;174;4;2;2;-1;0;0;207426;0.0;0.0;-1;39
DADCA-Parted-NSN;300;2;0.00000;71;2;13000;190;85;4;2;2;-1;0;0;211243;0.0;0.0;-1;39
DADCA-LKH;300;2;0.00000;71;2;13000;5502;5408;4;2;2;-1;0;0;166015;0.0;0.0;-1;39
DADCA-LKH-Cutted;300;2;0.00000;71;2;13000;5500;5416;4;2;2;-1;0;0;166331;0.0;0.0;-1;39
TSP-based;300;2;0.00000;71;2;13000;218536;218448;4;2;2;-1;0;0;172014;0.0;0.0;-1;40
FPPWR;300;2;0.00000;71;2;13000;262;169;4;2;2;-1;0;0;515695;0.0;0.0;-1;40
DADCA-NSN;300;2;0.00000;71;2;13000;279;171;4;2;2;-1;0;0;199563;0.0;0.0;-1;40
